Datum,Bron,Geslacht,Type,Aantal,AantalCumulatief
2020-05-21,RIVM_report_20200521,Man,Totaal,75,16385
2020-05-21,RIVM_report_20200521,Vrouw,Totaal,161,28244
2020-05-21,RIVM_report_20200521,Niet vermeld,Totaal,17,71
2020-05-21,RIVM_report_20200521,Man,Ziekenhuisopname,8,7115
2020-05-21,RIVM_report_20200521,Vrouw,Ziekenhuisopname,5,4517
2020-05-21,RIVM_report_20200521,Niet vermeld,Ziekenhuisopname,0,8
2020-05-21,RIVM_report_20200521,Man,Overleden,14,3195
2020-05-21,RIVM_report_20200521,Vrouw,Overleden,13,2580
2020-05-21,RIVM_report_20200521,Niet vermeld,Overleden,0,0
