Datum,Bron,Geslacht,Type,Aantal,AantalCumulatief
2020-11-03,RIVM_report_20201103,Man,Totaal,,171121
2020-11-03,RIVM_report_20201103,Vrouw,Totaal,,204677
2020-11-03,RIVM_report_20201103,Niet vermeld,Totaal,,92
2020-11-03,RIVM_report_20201103,Man,Overleden,,4186
2020-11-03,RIVM_report_20201103,Vrouw,Overleden,,3390
2020-11-03,RIVM_report_20201103,Niet vermeld,Overleden,,0
