Datum,Bron,Geslacht,Type,Aantal,AantalCumulatief
2020-11-17,RIVM_report_20201117,Man,Totaal,,208356
2020-11-17,RIVM_report_20201117,Vrouw,Totaal,,248555
2020-11-17,RIVM_report_20201117,Niet vermeld,Totaal,,92
2020-11-17,RIVM_report_20201117,Man,Overleden,,4738
2020-11-17,RIVM_report_20201117,Vrouw,Overleden,,3878
2020-11-17,RIVM_report_20201117,Niet vermeld,Overleden,,0
