Datum,Type,Aantal
2020-11-25,Totaal,4946.0
2020-11-25,Ziekenhuisopname,
2020-11-25,Overleden,55.0
2020-11-26,Totaal,5668.0
2020-11-26,Ziekenhuisopname,
2020-11-26,Overleden,54.0
2020-11-27,Totaal,4632.0
2020-11-27,Ziekenhuisopname,
2020-11-27,Overleden,47.0
2020-11-28,Totaal,4940.0
2020-11-28,Ziekenhuisopname,
2020-11-28,Overleden,38.0
2020-11-29,Totaal,3910.0
2020-11-29,Ziekenhuisopname,
2020-11-29,Overleden,48.0
2020-11-30,Totaal,4345.0
2020-11-30,Ziekenhuisopname,
2020-11-30,Overleden,50.0
2020-12-01,Totaal,5463.0
2020-12-01,Ziekenhuisopname,
2020-12-01,Overleden,51.0
2020-12-02,Totaal,6057.0
2020-12-02,Ziekenhuisopname,
2020-12-02,Overleden,49.0
2020-12-03,Totaal,6339.0
2020-12-03,Ziekenhuisopname,
2020-12-03,Overleden,25.0
2020-12-04,Totaal,7142.0
2020-12-04,Ziekenhuisopname,
2020-12-04,Overleden,39.0
2020-12-05,Totaal,6567.0
2020-12-05,Ziekenhuisopname,
2020-12-05,Overleden,37.0
2020-12-06,Totaal,6144.0
2020-12-06,Ziekenhuisopname,
2020-12-06,Overleden,45.0
2020-12-07,Totaal,6674.0
2020-12-07,Ziekenhuisopname,
2020-12-07,Overleden,46.0
2020-12-08,Totaal,7522.0
2020-12-08,Ziekenhuisopname,
2020-12-08,Overleden,51.0
2020-12-09,Totaal,8658.0
2020-12-09,Ziekenhuisopname,
2020-12-09,Overleden,43.0
2020-12-10,Totaal,9546.0
2020-12-10,Ziekenhuisopname,
2020-12-10,Overleden,56.0
2020-12-11,Totaal,9907.0
2020-12-11,Ziekenhuisopname,
2020-12-11,Overleden,54.0
2020-12-12,Totaal,9126.0
2020-12-12,Ziekenhuisopname,
2020-12-12,Overleden,57.0
2020-12-13,Totaal,8417.0
2020-12-13,Ziekenhuisopname,
2020-12-13,Overleden,50.0
2020-12-14,Totaal,9252.0
2020-12-14,Ziekenhuisopname,
2020-12-14,Overleden,74.0
2020-12-15,Totaal,11124.0
2020-12-15,Ziekenhuisopname,
2020-12-15,Overleden,64.0
2020-12-16,Totaal,11065.0
2020-12-16,Ziekenhuisopname,
2020-12-16,Overleden,55.0
2020-12-17,Totaal,12374.0
2020-12-17,Ziekenhuisopname,
2020-12-17,Overleden,51.0
2020-12-18,Totaal,11165.0
2020-12-18,Ziekenhuisopname,
2020-12-18,Overleden,38.0
2020-12-19,Totaal,12116.0
2020-12-19,Ziekenhuisopname,
2020-12-19,Overleden,42.0
2020-12-20,Totaal,9606.0
2020-12-20,Ziekenhuisopname,
2020-12-20,Overleden,41.0
2020-12-21,Totaal,6434.0
2020-12-21,Ziekenhuisopname,
2020-12-21,Overleden,23.0
2020-12-22,Totaal,983.0
2020-12-22,Overleden,0.0
