Datum,LeeftijdGroep,Aantal
2020-11-29,0-9,84
2020-11-29,10-19,910
2020-11-29,20-29,872
2020-11-29,30-39,786
2020-11-29,40-49,881
2020-11-29,50-59,930
2020-11-29,60-69,494
2020-11-29,70-79,343
2020-11-29,80-89,208
2020-11-29,90+,78
