Datum,LeeftijdGroep,Aantal
2020-11-09,0-9,36
2020-11-09,10-19,522
2020-11-09,20-29,753
2020-11-09,30-39,708
2020-11-09,40-49,710
2020-11-09,50-59,881
2020-11-09,60-69,521
2020-11-09,70-79,299
2020-11-09,80-89,191
2020-11-09,90+,59
