Datum,LeeftijdGroep,Aantal
2020-12-06,0-9,122
2020-12-06,10-19,1205
2020-12-06,20-29,1022
2020-12-06,30-39,909
2020-12-06,40-49,1059
2020-12-06,50-59,1133
2020-12-06,60-69,680
2020-12-06,70-79,366
2020-12-06,80-89,214
2020-12-06,90+,69
