Datum,LeeftijdGroep,Aantal
2020-11-13,0-9,62
2020-11-13,10-19,790
2020-11-13,20-29,1020
2020-11-13,30-39,926
2020-11-13,40-49,958
2020-11-13,50-59,997
2020-11-13,60-69,621
2020-11-13,70-79,376
2020-11-13,80-89,264
2020-11-13,90+,76
