Datum,LeeftijdGroep,Aantal
2020-12-04,0-9,79
2020-12-04,10-19,1024
2020-12-04,20-29,922
2020-12-04,30-39,795
2020-12-04,40-49,914
2020-12-04,50-59,931
2020-12-04,60-69,584
2020-12-04,70-79,317
2020-12-04,80-89,210
2020-12-04,90+,96
