Datum,LeeftijdGroep,Aantal
2020-12-08,0-9,95
2020-12-08,10-19,1159
2020-12-08,20-29,888
2020-12-08,30-39,818
2020-12-08,40-49,991
2020-12-08,50-59,1052
2020-12-08,60-69,598
2020-12-08,70-79,298
2020-12-08,80-89,183
2020-12-08,90+,64
