Datum,LeeftijdGroep,Aantal
2020-11-15,0-9,70
2020-11-15,10-19,711
2020-11-15,20-29,884
2020-11-15,30-39,743
2020-11-15,40-49,822
2020-11-15,50-59,971
2020-11-15,60-69,566
2020-11-15,70-79,326
2020-11-15,80-89,253
2020-11-15,90+,68
