Datum,LeeftijdGroep,Aantal
2020-11-19,0-9,65
2020-11-19,10-19,810
2020-11-19,20-29,872
2020-11-19,30-39,791
2020-11-19,40-49,907
2020-11-19,50-59,934
2020-11-19,60-69,581
2020-11-19,70-79,361
2020-11-19,80-89,250
2020-11-19,90+,73
