Datum,LeeftijdGroep,Aantal
2020-11-14,0-9,64
2020-11-14,10-19,750
2020-11-14,20-29,995
2020-11-14,30-39,837
2020-11-14,40-49,889
2020-11-14,50-59,1013
2020-11-14,60-69,631
2020-11-14,70-79,375
2020-11-14,80-89,278
2020-11-14,90+,81
