Datum,LeeftijdGroep,Aantal
2020-11-05,0-9,54
2020-11-05,10-19,780
2020-11-05,20-29,1180
2020-11-05,30-39,982
2020-11-05,40-49,1098
2020-11-05,50-59,1272
2020-11-05,60-69,714
2020-11-05,70-79,445
2020-11-05,80-89,331
2020-11-05,90+,111
