Datum,LeeftijdGroep,Aantal
2020-11-18,0-9,54
2020-11-18,10-19,630
2020-11-18,20-29,750
2020-11-18,30-39,630
2020-11-18,40-49,701
2020-11-18,50-59,780
2020-11-18,60-69,462
2020-11-18,70-79,284
2020-11-18,80-89,241
2020-11-18,90+,76
