Datum,LeeftijdGroep,Aantal
2020-11-23,0-9,63
2020-11-23,10-19,881
2020-11-23,20-29,780
2020-11-23,30-39,716
2020-11-23,40-49,804
2020-11-23,50-59,884
2020-11-23,60-69,496
2020-11-23,70-79,313
2020-11-23,80-89,173
2020-11-23,90+,60
