Datum,LeeftijdGroep,Aantal
2020-11-21,0-9,72
2020-11-21,10-19,994
2020-11-21,20-29,943
2020-11-21,30-39,870
2020-11-21,40-49,936
2020-11-21,50-59,994
2020-11-21,60-69,565
2020-11-21,70-79,345
2020-11-21,80-89,264
2020-11-21,90+,86
