Datum,LeeftijdGroep,Aantal
2020-12-09,0-9,120
2020-12-09,10-19,1199
2020-12-09,20-29,949
2020-12-09,30-39,909
2020-12-09,40-49,979
2020-12-09,50-59,1053
2020-12-09,60-69,603
2020-12-09,70-79,343
2020-12-09,80-89,276
2020-12-09,90+,97
