Datum,LeeftijdGroep,Aantal
2020-12-07,0-9,130
2020-12-07,10-19,1305
2020-12-07,20-29,1054
2020-12-07,30-39,878
2020-12-07,40-49,1134
2020-12-07,50-59,1162
2020-12-07,60-69,670
2020-12-07,70-79,404
2020-12-07,80-89,238
2020-12-07,90+,90
