Datum,LeeftijdGroep,Aantal
2020-11-06,0-9,51
2020-11-06,10-19,816
2020-11-06,20-29,1318
2020-11-06,30-39,1105
2020-11-06,40-49,1045
2020-11-06,50-59,1278
2020-11-06,60-69,721
2020-11-06,70-79,469
2020-11-06,80-89,345
2020-11-06,90+,93
