Datum,LeeftijdGroep,Aantal
2020-11-12,0-9,52
2020-11-12,10-19,695
2020-11-12,20-29,945
2020-11-12,30-39,805
2020-11-12,40-49,880
2020-11-12,50-59,932
2020-11-12,60-69,677
2020-11-12,70-79,321
2020-11-12,80-89,230
2020-11-12,90+,97
