Datum,LeeftijdGroep,Aantal
2020-11-20,0-9,59
2020-11-20,10-19,938
2020-11-20,20-29,917
2020-11-20,30-39,813
2020-11-20,40-49,968
2020-11-20,50-59,1017
2020-11-20,60-69,589
2020-11-20,70-79,325
2020-11-20,80-89,237
2020-11-20,90+,71
