Datum,LeeftijdGroep,Aantal
2020-11-11,0-9,44
2020-11-11,10-19,650
2020-11-11,20-29,908
2020-11-11,30-39,762
2020-11-11,40-49,861
2020-11-11,50-59,1010
2020-11-11,60-69,569
2020-11-11,70-79,317
2020-11-11,80-89,208
2020-11-11,90+,78
