Datum,LeeftijdGroep,Aantal
2020-11-22,0-9,63
2020-11-22,10-19,871
2020-11-22,20-29,867
2020-11-22,30-39,774
2020-11-22,40-49,903
2020-11-22,50-59,892
2020-11-22,60-69,484
2020-11-22,70-79,265
2020-11-22,80-89,199
2020-11-22,90+,70
