Datum,LeeftijdGroep,Aantal
2020-11-16,0-9,51
2020-11-16,10-19,670
2020-11-16,20-29,826
2020-11-16,30-39,692
2020-11-16,40-49,732
2020-11-16,50-59,880
2020-11-16,60-69,490
2020-11-16,70-79,274
2020-11-16,80-89,146
2020-11-16,90+,70
