Datum,LeeftijdGroep,Aantal
2020-11-25,0-9,62
2020-11-25,10-19,804
2020-11-25,20-29,738
2020-11-25,30-39,721
2020-11-25,40-49,771
2020-11-25,50-59,832
2020-11-25,60-69,464
2020-11-25,70-79,285
2020-11-25,80-89,159
2020-11-25,90+,73
