Datum,LeeftijdGroep,Aantal
2020-12-02,0-9,70
2020-12-02,10-19,817
2020-12-02,20-29,772
2020-12-02,30-39,675
2020-12-02,40-49,770
2020-12-02,50-59,853
2020-12-02,60-69,426
2020-12-02,70-79,263
2020-12-02,80-89,199
2020-12-02,90+,76
