Datum,LeeftijdGroep,Aantal
2020-11-17,0-9,41
2020-11-17,10-19,558
2020-11-17,20-29,721
2020-11-17,30-39,637
2020-11-17,40-49,681
2020-11-17,50-59,763
2020-11-17,60-69,439
2020-11-17,70-79,230
2020-11-17,80-89,168
2020-11-17,90+,63
