Datum,LeeftijdGroep,Aantal
2020-11-24,0-9,54
2020-11-24,10-19,672
2020-11-24,20-29,594
2020-11-24,30-39,564
2020-11-24,40-49,637
2020-11-24,50-59,697
2020-11-24,60-69,342
2020-11-24,70-79,216
2020-11-24,80-89,108
2020-11-24,90+,47
