"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";1;0
"20-24";0;0
"25-29";3;0
"30-34";1;1
"35-39";3;1
"40-44";4;0
"45-49";3;6
"50-54";18;13
"55-59";43;16
"60-64";72;36
"65-69";154;72
"70-74";261;155
"75-79";470;226
"80-84";495;322
"85-89";463;336
"90-94";174;253
"95+";42;106
