"GGD-meldingsdatum";"nieuw";"t/m afgelopen week"
"14 jul";0;95
"15 jul";0;150
"16 jul";0;134
"17 jul";0;162
"18 jul";0;135
"19 jul";0;153
"20 jul";0;179
"21 jul";0;167
"22 jul";0;140
"23 jul";0;217
"24 jul";0;188
"25 jul";0;193
"26 jul";0;201
"27 jul";0;202
"28 jul";0;235
"29 jul";0;348
"30 jul";0;343
"31 jul";0;554
"1 aug";0;366
"2 aug";0;336
"3 aug";0;472
"4 aug";1;490
"5 aug";0;669
"6 aug";0;539
"7 aug";0;563
"8 aug";0;627
"9 aug";0;571
"10 aug";0;529
"11 aug";0;681
"12 aug";0;604
"13 aug";0;685
"14 aug";0;591
"15 aug";0;546
"16 aug";0;438
"17 aug";0;431
"18 aug";0;564
"19 aug";1;576
"20 aug";0;503
"21 aug";0;519
"22 aug";0;499
"23 aug";0;529
"24 aug";0;438
"25 aug";0;530
"26 aug";0;468
"27 aug";0;531
"28 aug";0;556
"29 aug";0;524
"30 aug";0;547
"31 aug";0;566
"1 sep";0;620
"2 sep";0;626
"3 sep";0;720
"4 sep";0;785
"5 sep";0;811
"6 sep";0;849
"7 sep";0;1034
"8 sep";0;1116
"9 sep";1;1023
"10 sep";0;1137
"11 sep";0;1221
"12 sep";0;1274
"13 sep";0;1282
"14 sep";0;1480
"15 sep";1;1744
"16 sep";1;1826
"17 sep";0;2144
"18 sep";1;2019
"19 sep";0;2093
"20 sep";0;2315
"21 sep";0;2321
"22 sep";0;2644
"23 sep";1;2474
"24 sep";1;2843
"25 sep";0;3014
"26 sep";1;2717
"27 sep";1;3041
"28 sep";0;3015
"29 sep";0;3568
"30 sep";2;3796
"1 okt";1;3687
"2 okt";0;4384
"3 okt";2;4206
"4 okt";2;4428
"5 okt";5;4531
"6 okt";4;6055
"7 okt";3;5782
"8 okt";4;6047
"9 okt";3;7198
"10 okt";4;6225
"11 okt";3;6796
"12 okt";4;7968
"13 okt";1;7653
"14 okt";7;8570
"15 okt";0;8389
"16 okt";4;8551
"17 okt";10;7823
"18 okt";5;7685
"19 okt";9;7710
"20 okt";14;9521
"21 okt";13;9824
"22 okt";14;9673
"23 okt";8;9209
"24 okt";8;11099
"25 okt";16;9381
"26 okt";16;10291
"27 okt";14;9074
"28 okt";54;9352
"29 okt";14;10334
"30 okt";8;8815
"31 okt";17;7705
"1 nov";11;7461
"2 nov";13;6893
"3 nov";13;7849
"4 nov";16;7144
"5 nov";16;6688
"6 nov";17;6050
"7 nov";21;5164
"8 nov";16;4397
"9 nov";25;4778
"10 nov";23;5726
"11 nov";61;6100
"12 nov";70;6099
"13 nov";123;5488
"14 nov";143;4812
"15 nov";259;3906
"16 nov";1737;2965
"17 nov";4360;378
"18 nov";6134;1
"19 nov";6054;0
"20 nov";5647;2
"21 nov";4996;0
"22 nov";3824;0
"23 nov";2596;2
"24 nov";476;0
