"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";1;0
"20-24";0;0
"25-29";3;0
"30-34";3;1
"35-39";5;2
"40-44";7;0
"45-49";13;16
"50-54";30;20
"55-59";76;25
"60-64";119;53
"65-69";232;117
"70-74";402;252
"75-79";682;355
"80-84";769;555
"85-89";750;695
"90-94";341;548
"95+";76;245
