"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";1;0
"20-24";0;0
"25-29";3;0
"30-34";1;1
"35-39";3;1
"40-44";4;0
"45-49";4;10
"50-54";18;13
"55-59";47;16
"60-64";79;36
"65-69";159;79
"70-74";282;164
"75-79";500;240
"80-84";525;350
"85-89";489;377
"90-94";199;286
"95+";49;117
