"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";1;0
"20-24";0;0
"25-29";3;0
"30-34";3;1
"35-39";5;4
"40-44";8;1
"45-49";16;17
"50-54";37;21
"55-59";80;33
"60-64";134;63
"65-69";263;136
"70-74";476;278
"75-79";795;424
"80-84";936;655
"85-89";920;819
"90-94";413;643
"95+";96;295
