"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";1;0
"20-24";0;0
"25-29";3;0
"30-34";1;1
"35-39";3;1
"40-44";4;0
"45-49";3;8
"50-54";18;13
"55-59";45;16
"60-64";76;35
"65-69";158;74
"70-74";274;158
"75-79";485;235
"80-84";515;336
"85-89";477;355
"90-94";189;271
"95+";47;113
