"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";0;0
"20-24";0;0
"25-29";3;0
"30-34";1;1
"35-39";1;1
"40-44";3;0
"45-49";2;5
"50-54";9;11
"55-59";28;14
"60-64";55;23
"65-69";115;58
"70-74";196;99
"75-79";359;161
"80-84";388;235
"85-89";351;242
"90-94";119;171
"95+";20;64
