"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";1;0
"20-24";0;0
"25-29";3;0
"30-34";3;1
"35-39";7;4
"40-44";9;1
"45-49";17;17
"50-54";40;21
"55-59";84;34
"60-64";138;67
"65-69";276;141
"70-74";512;293
"75-79";840;446
"80-84";1015;707
"85-89";995;893
"90-94";453;697
"95+";107;319
