"Leeftijdsgroep";"Man";"Vrouw"
"0-4";1;0
"5-9";0;0
"10-14";0;0
"15-19";2;0
"20-24";2;0
"25-29";4;0
"30-34";4;2
"35-39";10;5
"40-44";14;2
"45-49";29;22
"50-54";61;39
"55-59";114;53
"60-64";197;102
"65-69";385;211
"70-74";782;453
"75-79";1295;704
"80-84";1607;1164
"85-89";1623;1496
"90-94";807;1208
"95+";203;561
