"GGD-meldingsdatum";"nieuw";"tot en met gisteren"
"2020-02-27";0;1
"2020-02-28";0;0
"2020-02-29";0;2
"2020-03-01";0;1
"2020-03-02";0;3
"2020-03-03";0;6
"2020-03-04";0;4
"2020-03-05";0;6
"2020-03-06";0;6
"2020-03-07";0;13
"2020-03-08";0;14
"2020-03-09";0;17
"2020-03-10";0;18
"2020-03-11";0;42
"2020-03-12";0;41
"2020-03-13";0;63
"2020-03-14";0;64
"2020-03-15";0;79
"2020-03-16";0;122
"2020-03-17";0;144
"2020-03-18";0;173
"2020-03-19";0;240
"2020-03-20";0;307
"2020-03-21";1;322
"2020-03-22";3;284
"2020-03-23";1;314
"2020-03-24";1;553
"2020-03-25";9;483
"2020-03-26";3;483
"2020-03-27";2;528
"2020-03-28";2;477
"2020-03-29";0;389
"2020-03-30";2;332
"2020-03-31";12;473
"2020-04-01";4;312
"2020-04-02";20;274
"2020-04-03";40;233
"2020-04-04";44;200
"2020-04-05";73;106
"2020-04-06";78;2
"2020-04-07";1;0
