"GGD-meldingsdatum";"nieuw";"tot en met gisteren"
"2020-02-27";0;3
"2020-02-28";0;4
"2020-02-29";0;12
"2020-03-01";0;13
"2020-03-02";0;47
"2020-03-03";0;40
"2020-03-04";0;41
"2020-03-05";0;41
"2020-03-06";0;33
"2020-03-07";0;45
"2020-03-08";0;71
"2020-03-09";0;77
"2020-03-10";1;136
"2020-03-11";0;172
"2020-03-12";0;182
"2020-03-13";0;217
"2020-03-14";0;221
"2020-03-15";0;233
"2020-03-16";0;272
"2020-03-17";0;373
"2020-03-18";0;461
"2020-03-19";0;515
"2020-03-20";0;704
"2020-03-21";0;668
"2020-03-22";0;543
"2020-03-23";1;621
"2020-03-24";0;1131
"2020-03-25";4;1053
"2020-03-26";0;1050
"2020-03-27";0;1192
"2020-03-28";2;993
"2020-03-29";1;744
"2020-03-30";0;801
"2020-03-31";0;1127
"2020-04-01";0;1030
"2020-04-02";11;1003
"2020-04-03";36;1169
"2020-04-04";61;1023
"2020-04-05";133;687
"2020-04-06";469;37
"2020-04-07";76;0
