"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";0;0
"20-24";0;0
"25-29";3;0
"30-34";1;1
"35-39";3;1
"40-44";3;0
"45-49";3;5
"50-54";18;12
"55-59";38;15
"60-64";66;30
"65-69";138;65
"70-74";236;131
"75-79";433;196
"80-84";450;281
"85-89";410;295
"90-94";146;220
"95+";30;84
