"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";0;0
"20-24";0;0
"25-29";2;0
"30-34";1;1
"35-39";1;1
"40-44";2;0
"45-49";2;5
"50-54";9;10
"55-59";27;12
"60-64";52;21
"65-69";111;57
"70-74";185;95
"75-79";348;156
"80-84";384;226
"85-89";338;234
"90-94";116;165
"95+";19;61
