"Leeftijdsgroep";"Man";"Vrouw"
"0-4";0;0
"5-9";0;0
"10-14";0;0
"15-19";2;0
"20-24";1;0
"25-29";4;0
"30-34";4;2
"35-39";10;5
"40-44";12;1
"45-49";26;21
"50-54";56;36
"55-59";102;45
"60-64";176;92
"65-69";350;182
"70-74";681;382
"75-79";1124;608
"80-84";1376;988
"85-89";1378;1240
"90-94";668;996
"95+";171;473
