Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-02-02,-1,,,-1,Totaal,-9,3624
2021-02-02,-1,,,-1,Ziekenhuisopname,0,107
2021-02-02,-1,,,-1,Overleden,0,32
2021-02-02,3,Appingedam,Groningen,20,Totaal,,
2021-02-02,3,Appingedam,Groningen,20,Ziekenhuisopname,,
2021-02-02,3,Appingedam,Groningen,20,Overleden,,
2021-02-02,10,Delfzijl,Groningen,20,Totaal,,
2021-02-02,10,Delfzijl,Groningen,20,Ziekenhuisopname,,
2021-02-02,10,Delfzijl,Groningen,20,Overleden,,
2021-02-02,14,Groningen,Groningen,20,Totaal,27,7822
2021-02-02,14,Groningen,Groningen,20,Ziekenhuisopname,0,61
2021-02-02,14,Groningen,Groningen,20,Overleden,0,25
2021-02-02,24,Loppersum,Groningen,20,Totaal,,
2021-02-02,24,Loppersum,Groningen,20,Ziekenhuisopname,,
2021-02-02,24,Loppersum,Groningen,20,Overleden,,
2021-02-02,34,Almere,Flevoland,24,Totaal,52,13180
2021-02-02,34,Almere,Flevoland,24,Ziekenhuisopname,0,244
2021-02-02,34,Almere,Flevoland,24,Overleden,0,68
2021-02-02,37,Stadskanaal,Groningen,20,Totaal,5,1518
2021-02-02,37,Stadskanaal,Groningen,20,Ziekenhuisopname,0,15
2021-02-02,37,Stadskanaal,Groningen,20,Overleden,0,9
2021-02-02,47,Veendam,Groningen,20,Totaal,2,1064
2021-02-02,47,Veendam,Groningen,20,Ziekenhuisopname,0,7
2021-02-02,47,Veendam,Groningen,20,Overleden,0,7
2021-02-02,50,Zeewolde,Flevoland,24,Totaal,7,1094
2021-02-02,50,Zeewolde,Flevoland,24,Ziekenhuisopname,0,18
2021-02-02,50,Zeewolde,Flevoland,24,Overleden,0,12
2021-02-02,59,Achtkarspelen,Friesland,21,Totaal,15,1236
2021-02-02,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,0,8
2021-02-02,59,Achtkarspelen,Friesland,21,Overleden,2,11
2021-02-02,60,Ameland,Friesland,21,Totaal,0,135
2021-02-02,60,Ameland,Friesland,21,Ziekenhuisopname,0,0
2021-02-02,60,Ameland,Friesland,21,Overleden,0,0
2021-02-02,72,Harlingen,Friesland,21,Totaal,0,312
2021-02-02,72,Harlingen,Friesland,21,Ziekenhuisopname,0,5
2021-02-02,72,Harlingen,Friesland,21,Overleden,0,2
