Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-07-02,-1,,,-1,Totaal,1,495
2020-07-02,-1,,,-1,Ziekenhuisopname,0,61
2020-07-02,-1,,,-1,Overleden,0,18
2020-07-02,3,Appingedam,Groningen,20,Totaal,0,5
2020-07-02,3,Appingedam,Groningen,20,Ziekenhuisopname,0,3
2020-07-02,3,Appingedam,Groningen,20,Overleden,0,0
2020-07-02,10,Delfzijl,Groningen,20,Totaal,0,18
2020-07-02,10,Delfzijl,Groningen,20,Ziekenhuisopname,0,6
2020-07-02,10,Delfzijl,Groningen,20,Overleden,0,0
2020-07-02,14,Groningen,Groningen,20,Totaal,0,172
2020-07-02,14,Groningen,Groningen,20,Ziekenhuisopname,0,18
2020-07-02,14,Groningen,Groningen,20,Overleden,0,3
2020-07-02,24,Loppersum,Groningen,20,Totaal,0,2
2020-07-02,24,Loppersum,Groningen,20,Ziekenhuisopname,0,0
2020-07-02,24,Loppersum,Groningen,20,Overleden,0,0
2020-07-02,34,Almere,Flevoland,24,Totaal,0,454
2020-07-02,34,Almere,Flevoland,24,Ziekenhuisopname,0,124
2020-07-02,34,Almere,Flevoland,24,Overleden,0,31
2020-07-02,37,Stadskanaal,Groningen,20,Totaal,0,9
2020-07-02,37,Stadskanaal,Groningen,20,Ziekenhuisopname,0,2
2020-07-02,37,Stadskanaal,Groningen,20,Overleden,0,2
2020-07-02,47,Veendam,Groningen,20,Totaal,0,8
2020-07-02,47,Veendam,Groningen,20,Ziekenhuisopname,0,2
2020-07-02,47,Veendam,Groningen,20,Overleden,0,0
2020-07-02,50,Zeewolde,Flevoland,24,Totaal,0,49
2020-07-02,50,Zeewolde,Flevoland,24,Ziekenhuisopname,0,12
2020-07-02,50,Zeewolde,Flevoland,24,Overleden,0,5
2020-07-02,59,Achtkarspelen,Friesland,21,Totaal,0,12
2020-07-02,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,0,0
2020-07-02,59,Achtkarspelen,Friesland,21,Overleden,0,0
2020-07-02,60,Ameland,Friesland,21,Totaal,0,0
2020-07-02,60,Ameland,Friesland,21,Ziekenhuisopname,0,0
2020-07-02,60,Ameland,Friesland,21,Overleden,0,0
2020-07-02,72,Harlingen,Friesland,21,Totaal,0,17
2020-07-02,72,Harlingen,Friesland,21,Ziekenhuisopname,0,4
2020-07-02,72,Harlingen,Friesland,21,Overleden,0,1
2020-07-02,74,Heerenveen,Friesland,21,Totaal,0,93
2020-07-02,74,Heerenveen,Friesland,21,Ziekenhuisopname,0,13
2020-07-02,74,Heerenveen,Friesland,21,Overleden,0,20
2020-07-02,80,Leeuwarden,Friesland,21,Totaal,0,66
2020-07-02,80,Leeuwarden,Friesland,21,Ziekenhuisopname,0,33
2020-07-02,80,Leeuwarden,Friesland,21,Overleden,0,6
2020-07-02,85,Ooststellingwerf,Friesland,21,Totaal,0,7
2020-07-02,85,Ooststellingwerf,Friesland,21,Ziekenhuisopname,0,3
2020-07-02,85,Ooststellingwerf,Friesland,21,Overleden,0,0
2020-07-02,86,Opsterland,Friesland,21,Totaal,0,23
2020-07-02,86,Opsterland,Friesland,21,Ziekenhuisopname,0,7
2020-07-02,86,Opsterland,Friesland,21,Overleden,0,0
2020-07-02,88,Schiermonnikoog,Friesland,21,Totaal,0,0
2020-07-02,88,Schiermonnikoog,Friesland,21,Ziekenhuisopname,0,0
2020-07-02,88,Schiermonnikoog,Friesland,21,Overleden,0,0
2020-07-02,90,Smallingerland,Friesland,21,Totaal,1,57
2020-07-02,90,Smallingerland,Friesland,21,Ziekenhuisopname,0,9
2020-07-02,90,Smallingerland,Friesland,21,Overleden,0,5
2020-07-02,93,Terschelling,Friesland,21,Totaal,0,2
2020-07-02,93,Terschelling,Friesland,21,Ziekenhuisopname,0,0
2020-07-02,93,Terschelling,Friesland,21,Overleden,0,0
2020-07-02,96,Vlieland,Friesland,21,Totaal,0,0
2020-07-02,96,Vlieland,Friesland,21,Ziekenhuisopname,0,0
2020-07-02,96,Vlieland,Friesland,21,Overleden,0,0
2020-07-02,98,Weststellingwerf,Friesland,21,Totaal,0,29
2020-07-02,98,Weststellingwerf,Friesland,21,Ziekenhuisopname,0,3
2020-07-02,98,Weststellingwerf,Friesland,21,Overleden,0,4
2020-07-02,106,Assen,Drenthe,22,Totaal,0,46
2020-07-02,106,Assen,Drenthe,22,Ziekenhuisopname,0,12
2020-07-02,106,Assen,Drenthe,22,Overleden,0,2
