Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-01-18,-1,,,-1,Totaal,19,3696
2021-01-18,-1,,,-1,Ziekenhuisopname,0,111
2021-01-18,-1,,,-1,Overleden,1,33
2021-01-18,3,Appingedam,Groningen,20,Totaal,,
2021-01-18,3,Appingedam,Groningen,20,Ziekenhuisopname,,
2021-01-18,3,Appingedam,Groningen,20,Overleden,,
2021-01-18,10,Delfzijl,Groningen,20,Totaal,,
2021-01-18,10,Delfzijl,Groningen,20,Ziekenhuisopname,,
2021-01-18,10,Delfzijl,Groningen,20,Overleden,,
2021-01-18,14,Groningen,Groningen,20,Totaal,39,7321
2021-01-18,14,Groningen,Groningen,20,Ziekenhuisopname,0,59
2021-01-18,14,Groningen,Groningen,20,Overleden,0,23
2021-01-18,24,Loppersum,Groningen,20,Totaal,,
2021-01-18,24,Loppersum,Groningen,20,Ziekenhuisopname,,
2021-01-18,24,Loppersum,Groningen,20,Overleden,,
2021-01-18,34,Almere,Flevoland,24,Totaal,62,12313
2021-01-18,34,Almere,Flevoland,24,Ziekenhuisopname,1,231
2021-01-18,34,Almere,Flevoland,24,Overleden,0,61
2021-01-18,37,Stadskanaal,Groningen,20,Totaal,9,1430
2021-01-18,37,Stadskanaal,Groningen,20,Ziekenhuisopname,0,15
2021-01-18,37,Stadskanaal,Groningen,20,Overleden,0,9
2021-01-18,47,Veendam,Groningen,20,Totaal,17,934
2021-01-18,47,Veendam,Groningen,20,Ziekenhuisopname,0,5
2021-01-18,47,Veendam,Groningen,20,Overleden,0,6
2021-01-18,50,Zeewolde,Flevoland,24,Totaal,6,1003
2021-01-18,50,Zeewolde,Flevoland,24,Ziekenhuisopname,0,18
2021-01-18,50,Zeewolde,Flevoland,24,Overleden,1,12
2021-01-18,59,Achtkarspelen,Friesland,21,Totaal,34,950
2021-01-18,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,1,4
2021-01-18,59,Achtkarspelen,Friesland,21,Overleden,1,5
2021-01-18,60,Ameland,Friesland,21,Totaal,0,133
2021-01-18,60,Ameland,Friesland,21,Ziekenhuisopname,0,0
2021-01-18,60,Ameland,Friesland,21,Overleden,0,0
2021-01-18,72,Harlingen,Friesland,21,Totaal,3,273
2021-01-18,72,Harlingen,Friesland,21,Ziekenhuisopname,0,5
2021-01-18,72,Harlingen,Friesland,21,Overleden,0,2
2021-01-18,74,Heerenveen,Friesland,21,Totaal,19,1236
2021-01-18,74,Heerenveen,Friesland,21,Ziekenhuisopname,0,20
2021-01-18,74,Heerenveen,Friesland,21,Overleden,1,25
2021-01-18,80,Leeuwarden,Friesland,21,Totaal,29,3465
2021-01-18,80,Leeuwarden,Friesland,21,Ziekenhuisopname,0,60
2021-01-18,80,Leeuwarden,Friesland,21,Overleden,0,30
2021-01-18,85,Ooststellingwerf,Friesland,21,Totaal,12,605
2021-01-18,85,Ooststellingwerf,Friesland,21,Ziekenhuisopname,0,10
2021-01-18,85,Ooststellingwerf,Friesland,21,Overleden,0,1
2021-01-18,86,Opsterland,Friesland,21,Totaal,7,700
2021-01-18,86,Opsterland,Friesland,21,Ziekenhuisopname,0,17
2021-01-18,86,Opsterland,Friesland,21,Overleden,0,3
2021-01-18,88,Schiermonnikoog,Friesland,21,Totaal,0,8
2021-01-18,88,Schiermonnikoog,Friesland,21,Ziekenhuisopname,0,1
2021-01-18,88,Schiermonnikoog,Friesland,21,Overleden,0,0
2021-01-18,90,Smallingerland,Friesland,21,Totaal,19,1421
2021-01-18,90,Smallingerland,Friesland,21,Ziekenhuisopname,0,19
2021-01-18,90,Smallingerland,Friesland,21,Overleden,0,15
2021-01-18,93,Terschelling,Friesland,21,Totaal,3,156
2021-01-18,93,Terschelling,Friesland,21,Ziekenhuisopname,0,1
2021-01-18,93,Terschelling,Friesland,21,Overleden,0,1
2021-01-18,96,Vlieland,Friesland,21,Totaal,0,27
2021-01-18,96,Vlieland,Friesland,21,Ziekenhuisopname,0,0
2021-01-18,96,Vlieland,Friesland,21,Overleden,0,0
2021-01-18,98,Weststellingwerf,Friesland,21,Totaal,3,691
2021-01-18,98,Weststellingwerf,Friesland,21,Ziekenhuisopname,0,8
2021-01-18,98,Weststellingwerf,Friesland,21,Overleden,0,12
2021-01-18,106,Assen,Drenthe,22,Totaal,12,1776
2021-01-18,106,Assen,Drenthe,22,Ziekenhuisopname,1,35
2021-01-18,106,Assen,Drenthe,22,Overleden,0,10
2021-01-18,109,Coevorden,Drenthe,22,Totaal,16,1447
2021-01-18,109,Coevorden,Drenthe,22,Ziekenhuisopname,0,36
2021-01-18,109,Coevorden,Drenthe,22,Overleden,0,17
2021-01-18,114,Emmen,Drenthe,22,Totaal,31,4342
2021-01-18,114,Emmen,Drenthe,22,Ziekenhuisopname,-1,71
2021-01-18,114,Emmen,Drenthe,22,Overleden,0,46
2021-01-18,118,Hoogeveen,Drenthe,22,Totaal,13,2654
2021-01-18,118,Hoogeveen,Drenthe,22,Ziekenhuisopname,0,49
2021-01-18,118,Hoogeveen,Drenthe,22,Overleden,0,31
2021-01-18,119,Meppel,Drenthe,22,Totaal,12,1242
2021-01-18,119,Meppel,Drenthe,22,Ziekenhuisopname,1,19
2021-01-18,119,Meppel,Drenthe,22,Overleden,2,19
2021-01-18,141,Almelo,Overijssel,23,Totaal,24,4757
2021-01-18,141,Almelo,Overijssel,23,Ziekenhuisopname,0,62
2021-01-18,141,Almelo,Overijssel,23,Overleden,0,45
2021-01-18,147,Borne,Overijssel,23,Totaal,11,1545
2021-01-18,147,Borne,Overijssel,23,Ziekenhuisopname,0,25
2021-01-18,147,Borne,Overijssel,23,Overleden,0,24
2021-01-18,148,Dalfsen,Overijssel,23,Totaal,11,1314
2021-01-18,148,Dalfsen,Overijssel,23,Ziekenhuisopname,0,20
2021-01-18,148,Dalfsen,Overijssel,23,Overleden,0,17
2021-01-18,150,Deventer,Overijssel,23,Totaal,36,4875
2021-01-18,150,Deventer,Overijssel,23,Ziekenhuisopname,0,71
2021-01-18,150,Deventer,Overijssel,23,Overleden,0,74
2021-01-18,153,Enschede,Overijssel,23,Totaal,42,8669
2021-01-18,153,Enschede,Overijssel,23,Ziekenhuisopname,0,159
2021-01-18,153,Enschede,Overijssel,23,Overleden,1,130
2021-01-18,158,Haaksbergen,Overijssel,23,Totaal,11,1907
2021-01-18,158,Haaksbergen,Overijssel,23,Ziekenhuisopname,0,29
2021-01-18,158,Haaksbergen,Overijssel,23,Overleden,0,30
2021-01-18,160,Hardenberg,Overijssel,23,Totaal,22,3261
2021-01-18,160,Hardenberg,Overijssel,23,Ziekenhuisopname,0,42
2021-01-18,160,Hardenberg,Overijssel,23,Overleden,0,32
2021-01-18,163,Hellendoorn,Overijssel,23,Totaal,26,2450
2021-01-18,163,Hellendoorn,Overijssel,23,Ziekenhuisopname,0,24
2021-01-18,163,Hellendoorn,Overijssel,23,Overleden,0,33
2021-01-18,164,Hengelo,Overijssel,23,Totaal,30,4802
2021-01-18,164,Hengelo,Overijssel,23,Ziekenhuisopname,1,58
2021-01-18,164,Hengelo,Overijssel,23,Overleden,1,54
2021-01-18,166,Kampen,Overijssel,23,Totaal,11,2053
2021-01-18,166,Kampen,Overijssel,23,Ziekenhuisopname,0,69
2021-01-18,166,Kampen,Overijssel,23,Overleden,0,41
2021-01-18,168,Losser,Overijssel,23,Totaal,10,1746
2021-01-18,168,Losser,Overijssel,23,Ziekenhuisopname,0,33
2021-01-18,168,Losser,Overijssel,23,Overleden,0,25
2021-01-18,171,Noordoostpolder,Flevoland,24,Totaal,24,2159
