Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2021-02-12,-1,,,-1,Totaal,21,3615
2021-02-12,-1,,,-1,Ziekenhuisopname,0,108
2021-02-12,-1,,,-1,Overleden,0,32
2021-02-12,3,Appingedam,Groningen,20,Totaal,,
2021-02-12,3,Appingedam,Groningen,20,Ziekenhuisopname,,
2021-02-12,3,Appingedam,Groningen,20,Overleden,,
2021-02-12,10,Delfzijl,Groningen,20,Totaal,,
2021-02-12,10,Delfzijl,Groningen,20,Ziekenhuisopname,,
2021-02-12,10,Delfzijl,Groningen,20,Overleden,,
2021-02-12,14,Groningen,Groningen,20,Totaal,34,8100
2021-02-12,14,Groningen,Groningen,20,Ziekenhuisopname,0,63
2021-02-12,14,Groningen,Groningen,20,Overleden,0,26
2021-02-12,24,Loppersum,Groningen,20,Totaal,,
2021-02-12,24,Loppersum,Groningen,20,Ziekenhuisopname,,
2021-02-12,24,Loppersum,Groningen,20,Overleden,,
2021-02-12,34,Almere,Flevoland,24,Totaal,52,13613
2021-02-12,34,Almere,Flevoland,24,Ziekenhuisopname,0,249
2021-02-12,34,Almere,Flevoland,24,Overleden,0,70
2021-02-12,37,Stadskanaal,Groningen,20,Totaal,14,1591
2021-02-12,37,Stadskanaal,Groningen,20,Ziekenhuisopname,0,15
2021-02-12,37,Stadskanaal,Groningen,20,Overleden,0,9
2021-02-12,47,Veendam,Groningen,20,Totaal,16,1128
2021-02-12,47,Veendam,Groningen,20,Ziekenhuisopname,0,7
2021-02-12,47,Veendam,Groningen,20,Overleden,0,9
2021-02-12,50,Zeewolde,Flevoland,24,Totaal,3,1130
2021-02-12,50,Zeewolde,Flevoland,24,Ziekenhuisopname,0,18
2021-02-12,50,Zeewolde,Flevoland,24,Overleden,0,12
2021-02-12,59,Achtkarspelen,Friesland,21,Totaal,18,1381
2021-02-12,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,1,12
2021-02-12,59,Achtkarspelen,Friesland,21,Overleden,1,22
2021-02-12,60,Ameland,Friesland,21,Totaal,0,135
2021-02-12,60,Ameland,Friesland,21,Ziekenhuisopname,0,0
2021-02-12,60,Ameland,Friesland,21,Overleden,0,0
2021-02-12,72,Harlingen,Friesland,21,Totaal,6,331
2021-02-12,72,Harlingen,Friesland,21,Ziekenhuisopname,0,5
2021-02-12,72,Harlingen,Friesland,21,Overleden,0,2
2021-02-12,74,Heerenveen,Friesland,21,Totaal,4,1480
2021-02-12,74,Heerenveen,Friesland,21,Ziekenhuisopname,1,22
2021-02-12,74,Heerenveen,Friesland,21,Overleden,0,29
2021-02-12,80,Leeuwarden,Friesland,21,Totaal,34,4142
2021-02-12,80,Leeuwarden,Friesland,21,Ziekenhuisopname,1,68
2021-02-12,80,Leeuwarden,Friesland,21,Overleden,1,45
2021-02-12,85,Ooststellingwerf,Friesland,21,Totaal,2,723
2021-02-12,85,Ooststellingwerf,Friesland,21,Ziekenhuisopname,0,13
2021-02-12,85,Ooststellingwerf,Friesland,21,Overleden,0,6
2021-02-12,86,Opsterland,Friesland,21,Totaal,9,939
2021-02-12,86,Opsterland,Friesland,21,Ziekenhuisopname,0,20
2021-02-12,86,Opsterland,Friesland,21,Overleden,0,4
2021-02-12,88,Schiermonnikoog,Friesland,21,Totaal,0,10
2021-02-12,88,Schiermonnikoog,Friesland,21,Ziekenhuisopname,0,1
2021-02-12,88,Schiermonnikoog,Friesland,21,Overleden,0,0
2021-02-12,90,Smallingerland,Friesland,21,Totaal,9,1786
2021-02-12,90,Smallingerland,Friesland,21,Ziekenhuisopname,0,23
2021-02-12,90,Smallingerland,Friesland,21,Overleden,0,26
2021-02-12,93,Terschelling,Friesland,21,Totaal,0,162
2021-02-12,93,Terschelling,Friesland,21,Ziekenhuisopname,0,1
2021-02-12,93,Terschelling,Friesland,21,Overleden,0,1
2021-02-12,96,Vlieland,Friesland,21,Totaal,0,36
2021-02-12,96,Vlieland,Friesland,21,Ziekenhuisopname,0,0
2021-02-12,96,Vlieland,Friesland,21,Overleden,0,0
2021-02-12,98,Weststellingwerf,Friesland,21,Totaal,7,888
2021-02-12,98,Weststellingwerf,Friesland,21,Ziekenhuisopname,0,9
2021-02-12,98,Weststellingwerf,Friesland,21,Overleden,0,16
2021-02-12,106,Assen,Drenthe,22,Totaal,11,2014
2021-02-12,106,Assen,Drenthe,22,Ziekenhuisopname,0,39
2021-02-12,106,Assen,Drenthe,22,Overleden,0,12
2021-02-12,109,Coevorden,Drenthe,22,Totaal,19,1799
2021-02-12,109,Coevorden,Drenthe,22,Ziekenhuisopname,0,40
2021-02-12,109,Coevorden,Drenthe,22,Overleden,1,24
2021-02-12,114,Emmen,Drenthe,22,Totaal,52,5019
2021-02-12,114,Emmen,Drenthe,22,Ziekenhuisopname,2,85
2021-02-12,114,Emmen,Drenthe,22,Overleden,0,53
2021-02-12,118,Hoogeveen,Drenthe,22,Totaal,28,3076
2021-02-12,118,Hoogeveen,Drenthe,22,Ziekenhuisopname,0,54
2021-02-12,118,Hoogeveen,Drenthe,22,Overleden,0,36
2021-02-12,119,Meppel,Drenthe,22,Totaal,7,1398
2021-02-12,119,Meppel,Drenthe,22,Ziekenhuisopname,0,20
2021-02-12,119,Meppel,Drenthe,22,Overleden,0,24
2021-02-12,141,Almelo,Overijssel,23,Totaal,25,5262
2021-02-12,141,Almelo,Overijssel,23,Ziekenhuisopname,0,78
2021-02-12,141,Almelo,Overijssel,23,Overleden,0,49
2021-02-12,147,Borne,Overijssel,23,Totaal,3,1714
2021-02-12,147,Borne,Overijssel,23,Ziekenhuisopname,0,28
2021-02-12,147,Borne,Overijssel,23,Overleden,0,35
2021-02-12,148,Dalfsen,Overijssel,23,Totaal,8,1468
2021-02-12,148,Dalfsen,Overijssel,23,Ziekenhuisopname,0,21
2021-02-12,148,Dalfsen,Overijssel,23,Overleden,0,18
2021-02-12,150,Deventer,Overijssel,23,Totaal,6,5238
2021-02-12,150,Deventer,Overijssel,23,Ziekenhuisopname,0,76
2021-02-12,150,Deventer,Overijssel,23,Overleden,0,79
2021-02-12,153,Enschede,Overijssel,23,Totaal,32,9553
2021-02-12,153,Enschede,Overijssel,23,Ziekenhuisopname,0,179
2021-02-12,153,Enschede,Overijssel,23,Overleden,2,157
2021-02-12,158,Haaksbergen,Overijssel,23,Totaal,4,2080
2021-02-12,158,Haaksbergen,Overijssel,23,Ziekenhuisopname,0,30
2021-02-12,158,Haaksbergen,Overijssel,23,Overleden,0,32
2021-02-12,160,Hardenberg,Overijssel,23,Totaal,14,3788
2021-02-12,160,Hardenberg,Overijssel,23,Ziekenhuisopname,0,44
2021-02-12,160,Hardenberg,Overijssel,23,Overleden,0,36
2021-02-12,163,Hellendoorn,Overijssel,23,Totaal,15,2835
2021-02-12,163,Hellendoorn,Overijssel,23,Ziekenhuisopname,0,31
2021-02-12,163,Hellendoorn,Overijssel,23,Overleden,0,44
2021-02-12,164,Hengelo,Overijssel,23,Totaal,7,5278
2021-02-12,164,Hengelo,Overijssel,23,Ziekenhuisopname,1,63
2021-02-12,164,Hengelo,Overijssel,23,Overleden,0,64
2021-02-12,166,Kampen,Overijssel,23,Totaal,5,2229
2021-02-12,166,Kampen,Overijssel,23,Ziekenhuisopname,0,70
2021-02-12,166,Kampen,Overijssel,23,Overleden,0,41
2021-02-12,168,Losser,Overijssel,23,Totaal,7,1985
2021-02-12,168,Losser,Overijssel,23,Ziekenhuisopname,0,40
2021-02-12,168,Losser,Overijssel,23,Overleden,0,30
2021-02-12,171,Noordoostpolder,Flevoland,24,Totaal,10,2324
2021-02-12,171,Noordoostpolder,Flevoland,24,Ziekenhuisopname,0,28
2021-02-12,171,Noordoostpolder,Flevoland,24,Overleden,0,26
2021-02-12,173,Oldenzaal,Overijssel,23,Totaal,4,2320
2021-02-12,173,Oldenzaal,Overijssel,23,Ziekenhuisopname,0,44
2021-02-12,173,Oldenzaal,Overijssel,23,Overleden,0,41
