Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-05-25,-1,,,-1,Totaal,40,461
2020-05-25,-1,,,-1,Ziekenhuisopname,0,63
2020-05-25,-1,,,-1,Overleden,0,17
2020-05-25,3,Appingedam,Groningen,20,Totaal,0,5
2020-05-25,3,Appingedam,Groningen,20,Ziekenhuisopname,0,3
2020-05-25,3,Appingedam,Groningen,20,Overleden,0,0
2020-05-25,10,Delfzijl,Groningen,20,Totaal,0,17
2020-05-25,10,Delfzijl,Groningen,20,Ziekenhuisopname,0,6
2020-05-25,10,Delfzijl,Groningen,20,Overleden,0,0
2020-05-25,14,Groningen,Groningen,20,Totaal,0,165
2020-05-25,14,Groningen,Groningen,20,Ziekenhuisopname,0,18
2020-05-25,14,Groningen,Groningen,20,Overleden,0,3
2020-05-25,24,Loppersum,Groningen,20,Totaal,0,2
2020-05-25,24,Loppersum,Groningen,20,Ziekenhuisopname,0,0
2020-05-25,24,Loppersum,Groningen,20,Overleden,0,0
2020-05-25,34,Almere,Flevoland,24,Totaal,0,415
2020-05-25,34,Almere,Flevoland,24,Ziekenhuisopname,0,123
2020-05-25,34,Almere,Flevoland,24,Overleden,0,27
2020-05-25,37,Stadskanaal,Groningen,20,Totaal,0,7
2020-05-25,37,Stadskanaal,Groningen,20,Ziekenhuisopname,0,2
2020-05-25,37,Stadskanaal,Groningen,20,Overleden,0,1
2020-05-25,47,Veendam,Groningen,20,Totaal,0,8
2020-05-25,47,Veendam,Groningen,20,Ziekenhuisopname,0,2
2020-05-25,47,Veendam,Groningen,20,Overleden,0,0
2020-05-25,50,Zeewolde,Flevoland,24,Totaal,0,42
2020-05-25,50,Zeewolde,Flevoland,24,Ziekenhuisopname,0,12
2020-05-25,50,Zeewolde,Flevoland,24,Overleden,0,5
2020-05-25,59,Achtkarspelen,Friesland,21,Totaal,0,11
2020-05-25,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,0,0
2020-05-25,59,Achtkarspelen,Friesland,21,Overleden,0,0
2020-05-25,60,Ameland,Friesland,21,Totaal,0,0
2020-05-25,60,Ameland,Friesland,21,Ziekenhuisopname,0,0
2020-05-25,60,Ameland,Friesland,21,Overleden,0,0
2020-05-25,72,Harlingen,Friesland,21,Totaal,0,17
2020-05-25,72,Harlingen,Friesland,21,Ziekenhuisopname,0,4
2020-05-25,72,Harlingen,Friesland,21,Overleden,0,1
2020-05-25,74,Heerenveen,Friesland,21,Totaal,0,91
2020-05-25,74,Heerenveen,Friesland,21,Ziekenhuisopname,0,13
2020-05-25,74,Heerenveen,Friesland,21,Overleden,0,20
2020-05-25,80,Leeuwarden,Friesland,21,Totaal,0,58
2020-05-25,80,Leeuwarden,Friesland,21,Ziekenhuisopname,0,33
2020-05-25,80,Leeuwarden,Friesland,21,Overleden,0,6
2020-05-25,85,Ooststellingwerf,Friesland,21,Totaal,0,7
2020-05-25,85,Ooststellingwerf,Friesland,21,Ziekenhuisopname,0,3
2020-05-25,85,Ooststellingwerf,Friesland,21,Overleden,0,0
2020-05-25,86,Opsterland,Friesland,21,Totaal,0,23
2020-05-25,86,Opsterland,Friesland,21,Ziekenhuisopname,0,7
2020-05-25,86,Opsterland,Friesland,21,Overleden,0,0
2020-05-25,88,Schiermonnikoog,Friesland,21,Totaal,0,0
2020-05-25,88,Schiermonnikoog,Friesland,21,Ziekenhuisopname,0,0
2020-05-25,88,Schiermonnikoog,Friesland,21,Overleden,0,0
2020-05-25,90,Smallingerland,Friesland,21,Totaal,0,55
2020-05-25,90,Smallingerland,Friesland,21,Ziekenhuisopname,0,9
2020-05-25,90,Smallingerland,Friesland,21,Overleden,0,5
2020-05-25,93,Terschelling,Friesland,21,Totaal,0,2
2020-05-25,93,Terschelling,Friesland,21,Ziekenhuisopname,0,0
2020-05-25,93,Terschelling,Friesland,21,Overleden,0,0
2020-05-25,96,Vlieland,Friesland,21,Totaal,0,0
2020-05-25,96,Vlieland,Friesland,21,Ziekenhuisopname,0,0
2020-05-25,96,Vlieland,Friesland,21,Overleden,0,0
2020-05-25,98,Weststellingwerf,Friesland,21,Totaal,0,28
2020-05-25,98,Weststellingwerf,Friesland,21,Ziekenhuisopname,0,3
2020-05-25,98,Weststellingwerf,Friesland,21,Overleden,0,4
2020-05-25,106,Assen,Drenthe,22,Totaal,0,42
2020-05-25,106,Assen,Drenthe,22,Ziekenhuisopname,0,12
2020-05-25,106,Assen,Drenthe,22,Overleden,0,2
2020-05-25,109,Coevorden,Drenthe,22,Totaal,0,57
2020-05-25,109,Coevorden,Drenthe,22,Ziekenhuisopname,0,13
2020-05-25,109,Coevorden,Drenthe,22,Overleden,0,2
