Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-11-13,-1,,,-1,Totaal,35,2678
2020-11-13,-1,,,-1,Ziekenhuisopname,1,97
2020-11-13,-1,,,-1,Overleden,0,25
2020-11-13,3,Appingedam,Groningen,20,Totaal,2,69
2020-11-13,3,Appingedam,Groningen,20,Ziekenhuisopname,0,8
2020-11-13,3,Appingedam,Groningen,20,Overleden,0,1
2020-11-13,10,Delfzijl,Groningen,20,Totaal,0,164
2020-11-13,10,Delfzijl,Groningen,20,Ziekenhuisopname,0,8
2020-11-13,10,Delfzijl,Groningen,20,Overleden,0,0
2020-11-13,14,Groningen,Groningen,20,Totaal,39,3912
2020-11-13,14,Groningen,Groningen,20,Ziekenhuisopname,0,32
2020-11-13,14,Groningen,Groningen,20,Overleden,0,5
2020-11-13,24,Loppersum,Groningen,20,Totaal,3,69
2020-11-13,24,Loppersum,Groningen,20,Ziekenhuisopname,0,0
2020-11-13,24,Loppersum,Groningen,20,Overleden,0,0
2020-11-13,34,Almere,Flevoland,24,Totaal,61,5124
2020-11-13,34,Almere,Flevoland,24,Ziekenhuisopname,1,174
2020-11-13,34,Almere,Flevoland,24,Overleden,1,46
2020-11-13,37,Stadskanaal,Groningen,20,Totaal,20,456
2020-11-13,37,Stadskanaal,Groningen,20,Ziekenhuisopname,0,9
2020-11-13,37,Stadskanaal,Groningen,20,Overleden,0,7
2020-11-13,47,Veendam,Groningen,20,Totaal,3,217
2020-11-13,47,Veendam,Groningen,20,Ziekenhuisopname,0,4
2020-11-13,47,Veendam,Groningen,20,Overleden,0,1
2020-11-13,50,Zeewolde,Flevoland,24,Totaal,6,336
2020-11-13,50,Zeewolde,Flevoland,24,Ziekenhuisopname,0,13
2020-11-13,50,Zeewolde,Flevoland,24,Overleden,0,6
2020-11-13,59,Achtkarspelen,Friesland,21,Totaal,1,227
2020-11-13,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,0,0
2020-11-13,59,Achtkarspelen,Friesland,21,Overleden,0,0
2020-11-13,60,Ameland,Friesland,21,Totaal,0,46
2020-11-13,60,Ameland,Friesland,21,Ziekenhuisopname,0,0
2020-11-13,60,Ameland,Friesland,21,Overleden,0,0
2020-11-13,72,Harlingen,Friesland,21,Totaal,2,120
2020-11-13,72,Harlingen,Friesland,21,Ziekenhuisopname,0,5
2020-11-13,72,Harlingen,Friesland,21,Overleden,0,2
2020-11-13,74,Heerenveen,Friesland,21,Totaal,3,511
2020-11-13,74,Heerenveen,Friesland,21,Ziekenhuisopname,0,17
2020-11-13,74,Heerenveen,Friesland,21,Overleden,0,22
2020-11-13,80,Leeuwarden,Friesland,21,Totaal,21,1588
2020-11-13,80,Leeuwarden,Friesland,21,Ziekenhuisopname,0,47
2020-11-13,80,Leeuwarden,Friesland,21,Overleden,0,11
2020-11-13,85,Ooststellingwerf,Friesland,21,Totaal,4,230
2020-11-13,85,Ooststellingwerf,Friesland,21,Ziekenhuisopname,0,6
2020-11-13,85,Ooststellingwerf,Friesland,21,Overleden,0,1
2020-11-13,86,Opsterland,Friesland,21,Totaal,3,215
2020-11-13,86,Opsterland,Friesland,21,Ziekenhuisopname,0,9
2020-11-13,86,Opsterland,Friesland,21,Overleden,0,0
2020-11-13,88,Schiermonnikoog,Friesland,21,Totaal,0,4
2020-11-13,88,Schiermonnikoog,Friesland,21,Ziekenhuisopname,0,1
2020-11-13,88,Schiermonnikoog,Friesland,21,Overleden,0,0
2020-11-13,90,Smallingerland,Friesland,21,Totaal,11,503
2020-11-13,90,Smallingerland,Friesland,21,Ziekenhuisopname,0,12
2020-11-13,90,Smallingerland,Friesland,21,Overleden,0,8
2020-11-13,93,Terschelling,Friesland,21,Totaal,0,66
2020-11-13,93,Terschelling,Friesland,21,Ziekenhuisopname,0,1
2020-11-13,93,Terschelling,Friesland,21,Overleden,0,1
