Datum,Gemeentecode,Gemeentenaam,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-05-03,-1,,,-1,Totaal,3,386
2020-05-03,-1,,,-1,Ziekenhuisopname,1,60
2020-05-03,-1,,,-1,Overleden,0,15
2020-05-03,3,Appingedam,Groningen,20,Totaal,0,5
2020-05-03,3,Appingedam,Groningen,20,Ziekenhuisopname,0,3
2020-05-03,3,Appingedam,Groningen,20,Overleden,0,0
2020-05-03,10,Delfzijl,Groningen,20,Totaal,0,16
2020-05-03,10,Delfzijl,Groningen,20,Ziekenhuisopname,0,5
2020-05-03,10,Delfzijl,Groningen,20,Overleden,0,0
2020-05-03,14,Groningen,Groningen,20,Totaal,0,159
2020-05-03,14,Groningen,Groningen,20,Ziekenhuisopname,0,18
2020-05-03,14,Groningen,Groningen,20,Overleden,0,3
2020-05-03,24,Loppersum,Groningen,20,Totaal,0,2
2020-05-03,24,Loppersum,Groningen,20,Ziekenhuisopname,0,0
2020-05-03,24,Loppersum,Groningen,20,Overleden,0,0
2020-05-03,34,Almere,Flevoland,24,Totaal,2,337
2020-05-03,34,Almere,Flevoland,24,Ziekenhuisopname,0,118
2020-05-03,34,Almere,Flevoland,24,Overleden,0,12
2020-05-03,37,Stadskanaal,Groningen,20,Totaal,0,5
2020-05-03,37,Stadskanaal,Groningen,20,Ziekenhuisopname,0,2
2020-05-03,37,Stadskanaal,Groningen,20,Overleden,0,1
2020-05-03,47,Veendam,Groningen,20,Totaal,0,8
2020-05-03,47,Veendam,Groningen,20,Ziekenhuisopname,0,2
2020-05-03,47,Veendam,Groningen,20,Overleden,0,0
2020-05-03,50,Zeewolde,Flevoland,24,Totaal,2,36
2020-05-03,50,Zeewolde,Flevoland,24,Ziekenhuisopname,0,11
2020-05-03,50,Zeewolde,Flevoland,24,Overleden,0,4
2020-05-03,59,Achtkarspelen,Friesland,21,Totaal,0,10
2020-05-03,59,Achtkarspelen,Friesland,21,Ziekenhuisopname,0,0
2020-05-03,59,Achtkarspelen,Friesland,21,Overleden,0,0
2020-05-03,60,Ameland,Friesland,21,Totaal,0,0
2020-05-03,60,Ameland,Friesland,21,Ziekenhuisopname,0,0
2020-05-03,60,Ameland,Friesland,21,Overleden,0,0
2020-05-03,72,Harlingen,Friesland,21,Totaal,0,16
2020-05-03,72,Harlingen,Friesland,21,Ziekenhuisopname,0,4
2020-05-03,72,Harlingen,Friesland,21,Overleden,0,1
2020-05-03,74,Heerenveen,Friesland,21,Totaal,0,86
2020-05-03,74,Heerenveen,Friesland,21,Ziekenhuisopname,0,13
2020-05-03,74,Heerenveen,Friesland,21,Overleden,0,19
2020-05-03,80,Leeuwarden,Friesland,21,Totaal,0,55
2020-05-03,80,Leeuwarden,Friesland,21,Ziekenhuisopname,0,33
