Gemnr;Gemeente;Meldingen;Zkh opname;Overleden;BevAant;Meldingen per 100.000;Zkh opname per 100.000;Overleden per 100.000

796;'s-Hertogenbosch;351;115;58;155113;226.3;74.1;37.4
1680;Aa en Hunze;13;1;0;25453;51.1;3.9;0
358;Aalsmeer;35;8;2;31857;109.9;25.1;6.3
197;Aalten;45;4;3;27117;165.9;14.8;11.1
59;Achtkarspelen;7;0;0;27836;25.1;0;0
482;Alblasserdam;34;8;2;20165;168.6;39.7;9.9
613;Albrandswaard;70;9;4;25589;273.6;35.2;15.6
361;Alkmaar;194;49;19;109444;177.3;44.8;17.4
141;Almelo;79;20;3;73080;108.1;27.4;4.1
34;Almere;236;103;5;211840;111.4;48.6;2.4
484;Alphen aan den Rijn;132;53;16;111889;118;47.4;14.3
1723;Alphen-Chaam;41;16;5;10213;401.4;156.7;49
1959;Altena;98;30;10;55980;175.1;53.6;17.9
60;Ameland;0;0;0;3718;0;0;0
307;Amersfoort;139;53;17;157279;88.4;33.7;10.8
362;Amstelveen;252;49;29;91691;274.8;53.4;31.6
363;Amsterdam;1472;466;113;872779;168.7;53.4;12.9
200;Apeldoorn;237;44;29;163829;144.7;26.9;17.7
3;Appingedam;3;2;0;11644;25.8;17.2;0
202;Arnhem;203;56;17;161368;125.8;34.7;10.5
106;Assen;35;10;2;68606;51;14.6;2.9
743;Asten;58;14;6;16734;346.6;83.7;35.9
744;Baarle-Nassau;4;1;0;6860;58.3;14.6;0
308;Baarn;33;10;2;24873;132.7;40.2;8
489;Barendrecht;85;29;5;48713;174.5;59.5;10.3
203;Barneveld;92;15;6;59077;155.7;25.4;10.2
888;Beek;33;14;3;15868;208;88.2;18.9
1954;Beekdaelen;99;42;19;35976;275.2;116.7;52.8
370;Beemster;8;4;1;10025;79.8;39.9;10
889;Beesel;38;20;7;13483;281.8;148.3;51.9
1945;Berg en Dal;153;30;13;34990;437.3;85.7;37.2
1724;Bergeijk;44;14;4;18638;236.1;75.1;21.5
893;Bergen (L.);16;6;2;13085;122.3;45.9;15.3
373;Bergen (NH.);47;16;3;29844;157.5;53.6;10.1
748;Bergen op Zoom;77;21;5;67489;114.1;31.1;7.4
1859;Berkelland;51;6;2;43748;116.6;13.7;4.6
1721;Bernheze;226;79;50;31247;723.3;252.8;160
753;Best;47;31;8;29985;156.7;103.4;26.7
209;Beuningen;49;19;4;25891;189.3;73.4;15.4
375;Beverwijk;67;15;5;41613;161;36;12
1728;Bladel;46;17;7;20395;225.5;83.4;34.3
376;Blaricum;20;6;0;11536;173.4;52;0
377;Bloemendaal;40;6;3;23570;169.7;25.5;12.7
1901;Bodegraven-Reeuwijk;35;7;2;34869;100.4;20.1;5.7
755;Boekel;84;31;21;10784;778.9;287.5;194.7
1681;Borger-Odoorn;5;2;3;25558;19.6;7.8;11.7
147;Borne;43;13;6;23313;184.4;55.8;25.7
654;Borsele;21;5;0;22738;92.4;22;0
756;Boxmeer;87;18;13;29371;296.2;61.3;44.3
757;Boxtel;50;20;11;30803;162.3;64.9;35.7
758;Breda;388;140;51;184271;210.6;76;27.7
501;Brielle;26;12;0;17282;150.4;69.4;0
1876;Bronckhorst;47;8;4;36052;130.4;22.2;11.1
213;Brummen;32;14;5;20756;154.2;67.5;24.1
899;Brunssum;64;32;11;27817;230.1;115;39.5
312;Bunnik;22;7;1;15191;144.8;46.1;6.6
313;Bunschoten;46;5;3;21867;210.4;22.9;13.7
214;Buren;32;11;5;26742;119.7;41.1;18.7
502;Capelle aan den IJssel;207;38;30;67151;308.3;56.6;44.7
383;Castricum;69;14;8;35988;191.7;38.9;22.2
109;Coevorden;45;12;1;35296;127.5;34;2.8
1706;Cranendonck;149;58;21;21166;704;274;99.2
1684;Cuijk;47;11;7;25139;187;43.8;27.8
216;Culemborg;50;20;6;28956;172.7;69.1;20.7
