Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners
575;Noordwijk;11;43528;25.3
820;Nuenen, Gerwen en Nederwetten;12;23379;51.3
302;Nunspeet;23;27845;82.6
579;Oegstgeest;5;24843;20.1
823;Oirschot;9;18723;48.1
824;Oisterwijk;13;26241;49.5
1895;Oldambt;1;38213;2.6
269;Oldebroek;13;23645;55
173;Oldenzaal;11;31832;34.6
1773;Olst-Wijhe;9;18251;49.3
175;Ommen;7;18007;38.9
1586;Oost Gelre;4;29623;13.5
826;Oosterhout;25;55990;44.7
85;Ooststellingwerf;1;25472;3.9
431;Oostzaan;6;9733;61.6
432;Opmeer;1;11837;8.4
86;Opsterland;5;29742;16.8
828;Oss;104;91932;113.1
1509;Oude IJsselstreek;5;39392;12.7
437;Ouder-Amstel;4;14029;28.5
589;Oudewater;20;10226;195.6
1734;Overbetuwe;47;47909;98.1
590;Papendrecht;3;32133;9.3
1894;Peel en Maas;124;43420;285.6
765;Pekela;4;12199;32.8
1926;Pijnacker-Nootdorp;15;55329;27.1
439;Purmerend;50;81233;61.6
273;Putten;2;24113;8.3
177;Raalte;20;37709;53
703;Reimerswaal;4;22728;17.6
274;Renkum;12;31404;38.2
339;Renswoude;3;5448;55.1
1667;Reusel-De Mierden;7;13110;53.4
275;Rheden;28;43736;64
340;Rhenen;3;20125;14.9
597;Ridderkerk;27;46204;58.4
1742;Rijssen-Holten;17;38178;44.5
603;Rijswijk;16;54432;29.4
1669;Roerdalen;21;20572;102.1
957;Roermond;37;58254;63.5
1674;Roosendaal;15;77226;19.4
599;Rotterdam;211;651376;32.4
277;Rozendaal;1;1705;58.7
840;Rucphen;6;22873;26.2
518;s-Gravenhage;151;545163;27.7
441;Schagen;14;46482;30.1
279;Scherpenzeel;2;9880;20.2
606;Schiedam;27;78739;34.3
88;Schiermonnikoog;0;947;0
1676;Schouwen-Duiveland;9;33858;26.6
965;Simpelveld;15;10552;142.2
1702;Sint Anthonis;16;11672;137.1
845;Sint-Michielsgestel;18;29203;61.6
1883;Sittard-Geleen;74;92422;80.1
610;Sliedrecht;5;25217;19.8
1714;Sluis;6;23217;25.8
90;Smallingerland;6;56154;10.7
342;Soest;16;46607;34.3
847;Someren;20;19376;103.2
848;Son en Breugel;22;17321;127
37;Stadskanaal;0;31688;0
180;Staphorst;4;17144;23.3
532;Stede Broec;15;21734;69
851;Steenbergen;9;24501;36.7
1708;Steenwijkerland;9;44139;20.4
971;Stein;33;25000;132
1904;Stichtse Vecht;25;64928;38.5
1900;S̼dwest-Frysl̢n;14;89987;15.6
715;Terneuzen;17;54438;31.2
93;Terschelling;0;4889;0
448;Texel;3;13573;22.1
1525;Teylingen;11;37426;29.4
716;Tholen;31;25758;120.4
281;Tiel;28;42161;66.4
855;Tilburg;148;219800;67.3
183;Tubbergen;10;21279;47
1700;Twenterand;8;33743;23.7
1730;Tynaarlo;7;33879;20.7
737;Tytsjerksteradiel;4;32046;12.5
856;Uden;82;42122;194.7
450;Uitgeest;3;13649;22
451;Uithoorn;12;29466;40.7
184;Urk;16;21033;76.1
344;Utrecht;134;357694;37.5
1581;Utrechtse Heuvelrug;19;49601;38.3
981;Vaals;7;10099;69.3
994;Valkenburg aan de Geul;13;16360;79.5
858;Valkenswaard;10;31200;32.1
47;Veendam;1;27387;3.7
345;Veenendaal;15;66491;22.6
717;Veere;4;21885;18.3
861;Veldhoven;16;45458;35.2
453;Velsen;19;68660;27.7
983;Venlo;100;101797;98.2
984;Venray;33;43604;75.7
1961;Vijfheerenlanden;20;56816;35.2
622;Vlaardingen;22;73445;30
96;Vlieland;0;1152;0
718;Vlissingen;7;44365;15.8
986;Voerendaal;11;12471;88.2
626;Voorschoten;8;25603;31.2
285;Voorst;8;24546;32.6
865;Vught;31;26554;116.7
1949;Waadhoeke;6;46079;13
866;Waalre;3;17454;17.2
867;Waalwijk;18;48620;37
627;Waddinxveen;9;29293;30.7
289;Wageningen;9;39673;22.7
629;Wassenaar;5;26214;19.1
852;Waterland;10;17422;57.4
988;Weert;43;50107;85.8
457;Weesp;8;19729;40.5
1960;West Betuwe;24;51198;46.9
668;West Maas en Waal;11;19320;56.9
1969;Westerkwartier;12;63375;18.9
1701;Westerveld;3;19460;15.4
293;Westervoort;5;14973;33.4
1950;Westerwolde;5;25796;19.4
1783;Westland;38;110357;34.4
98;Weststellingwerf;2;25916;7.7
614;Westvoorne;5;14728;33.9
189;Wierden;2;24440;8.2
296;Wijchen;34;41124;82.7
1696;Wijdemeren;6;24360;24.6
352;Wijk bij Duurstede;8;23910;33.5
294;Winterswijk;1;28865;3.5
873;Woensdrecht;4;21883;18.3
632;Woerden;33;52294;63.1
880;Wormerland;13;16299;79.8
351;Woudenberg;7;13362;52.4
479;Zaanstad;78;156711;49.8
297;Zaltbommel;13;28901;45
473;Zandvoort;7;17116;40.9
50;Zeewolde;6;22656;26.5
355;Zeist;25;64932;38.5
299;Zevenaar;27;43740;61.7
637;Zoetermeer;30;125283;23.9
638;Zoeterwoude;2;8611;23.2
1892;Zuidplas;14;43894;31.9
879;Zundert;15;21821;68.7
301;Zutphen;12;47942;25
1896;Zwartewaterland;25;22690;110.2
642;Zwijndrecht;11;44741;24.6
193;Zwolle;38;128831;29.5
