Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners
294;Winterswijk;1;28865;3.5
873;Woensdrecht;4;21883;18.3
632;Woerden;28;52294;53.5
880;Wormerland;12;16299;73.6
351;Woudenberg;5;13362;37.4
479;Zaanstad;70;156711;44.7
297;Zaltbommel;10;28901;34.6
473;Zandvoort;7;17116;40.9
50;Zeewolde;5;22656;22.1
355;Zeist;20;64932;30.8
299;Zevenaar;24;43740;54.9
637;Zoetermeer;25;125283;20
638;Zoeterwoude;2;8611;23.2
1892;Zuidplas;12;43894;27.3
879;Zundert;14;21821;64.2
301;Zutphen;10;47942;20.9
1896;Zwartewaterland;22;22690;97
642;Zwijndrecht;11;44741;24.6
193;Zwolle;35;128831;27.2
