Gemnr;Gemeente;Meldingen;Zkh opname;Overleden;BevAant;Meldingen per 100.000;Zkh opname per 100.000;Overleden per 100.000
796;'s-Hertogenbosch;301;110;51;155113;194.1;70.9;32.9
1680;Aa en Hunze;10;1;0;25453;39.3;3.9;0
358;Aalsmeer;31;7;2;31857;97.3;22;6.3
197;Aalten;29;2;3;27117;106.9;7.4;11.1
59;Achtkarspelen;5;0;0;27836;18;0;0
482;Alblasserdam;27;8;1;20165;133.9;39.7;5
613;Albrandswaard;59;8;3;25589;230.6;31.3;11.7
361;Alkmaar;171;48;19;109444;156.2;43.9;17.4
141;Almelo;69;18;3;73080;94.4;24.6;4.1
34;Almere;181;98;5;211840;85.4;46.3;2.4
484;Alphen aan den Rijn;109;50;11;111889;97.4;44.7;9.8
1723;Alphen-Chaam;40;15;4;10213;391.7;146.9;39.2
1959;Altena;89;28;8;55980;159;50;14.3
60;Ameland;0;0;0;3718;0;0;0
307;Amersfoort;126;51;15;157279;80.1;32.4;9.5
362;Amstelveen;209;46;22;91691;227.9;50.2;24
363;Amsterdam;1254;413;96;872779;143.7;47.3;11
200;Apeldoorn;190;38;24;163829;116;23.2;14.6
3;Appingedam;2;2;0;11644;17.2;17.2;0
202;Arnhem;178;54;12;161368;110.3;33.5;7.4
106;Assen;29;10;2;68606;42.3;14.6;2.9
743;Asten;46;13;4;16734;274.9;77.7;23.9
744;Baarle-Nassau;4;1;0;6860;58.3;14.6;0
308;Baarn;30;9;1;24873;120.6;36.2;4
489;Barendrecht;74;28;4;48713;151.9;57.5;8.2
203;Barneveld;78;12;5;59077;132;20.3;8.5
888;Beek;28;14;3;15868;176.5;88.2;18.9
1954;Beekdaelen;77;40;17;35976;214;111.2;47.3
370;Beemster;8;4;1;10025;79.8;39.9;10
889;Beesel;33;20;7;13483;244.8;148.3;51.9
1945;Berg en Dal;127;29;13;34990;363;82.9;37.2
1724;Bergeijk;37;14;4;18638;198.5;75.1;21.5
893;Bergen (L.);12;6;2;13085;91.7;45.9;15.3
373;Bergen (NH.);46;16;3;29844;154.1;53.6;10.1
748;Bergen op Zoom;59;19;4;67489;87.4;28.2;5.9
1859;Berkelland;34;5;1;43748;77.7;11.4;2.3
1721;Bernheze;200;77;36;31247;640.1;246.4;115.2
753;Best;45;31;7;29985;150.1;103.4;23.3
209;Beuningen;42;18;4;25891;162.2;69.5;15.4
375;Beverwijk;56;15;5;41613;134.6;36;12
1728;Bladel;42;15;7;20395;205.9;73.5;34.3
376;Blaricum;17;5;0;11536;147.4;43.3;0
377;Bloemendaal;37;6;3;23570;157;25.5;12.7
1901;Bodegraven-Reeuwijk;29;7;2;34869;83.2;20.1;5.7
755;Boekel;82;31;16;10784;760.4;287.5;148.4
1681;Borger-Odoorn;4;2;3;25558;15.7;7.8;11.7
147;Borne;42;13;6;23313;180.2;55.8;25.7
654;Borsele;19;4;0;22738;83.6;17.6;0
756;Boxmeer;74;17;11;29371;251.9;57.9;37.5
757;Boxtel;40;17;9;30803;129.9;55.2;29.2
758;Breda;368;138;50;184271;199.7;74.9;27.1
501;Brielle;24;11;0;17282;138.9;63.7;0
1876;Bronckhorst;30;5;4;36052;83.2;13.9;11.1
213;Brummen;26;10;4;20756;125.3;48.2;19.3
899;Brunssum;57;32;9;27817;204.9;115;32.4
312;Bunnik;20;7;1;15191;131.7;46.1;6.6
313;Bunschoten;33;4;2;21867;150.9;18.3;9.1
214;Buren;26;9;3;26742;97.2;33.7;11.2
502;Capelle aan den IJssel;170;33;23;67151;253.2;49.1;34.3
383;Castricum;56;13;7;35988;155.6;36.1;19.5
109;Coevorden;41;9;0;35296;116.2;25.5;0
1706;Cranendonck;141;58;20;21166;666.2;274;94.5
1684;Cuijk;41;9;7;25139;163.1;35.8;27.8
216;Culemborg;41;20;6;28956;141.6;69.1;20.7
148;Dalfsen;54;15;6;28585;188.9;52.5;21
1891;Dantumadiel;6;2;0;18916;31.7;10.6;0
310;De Bilt;79;19;7;43124;183.2;44.1;16.2
1940;De Fryske Marren;48;13;5;51567;93.1;25.2;9.7
