Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners
163;Hellendoorn;7;35808;19.5
530;Hellevoetsluis;7;40049;17.5
794;Helmond;66;91524;72.1
531;Hendrik-Ido-Ambacht;5;30966;16.1
164;Hengelo (O);21;80683;26
1966;Het Hogeland;6;47888;12.5
252;Heumen;15;16486;91
797;Heusden;25;44135;56.6
534;Hillegom;3;21966;13.7
798;Hilvarenbeek;10;15334;65.2
402;Hilversum;18;90238;19.9
1963;Hoeksche Waard;43;86656;49.6
1735;Hof van Twente;8;34940;22.9
1911;Hollands Kroon;14;47815;29.3
118;Hoogeveen;7;55662;12.6
405;Hoorn;15;73004;20.5
1507;Horst aan de Maas;20;42291;47.3
321;Houten;43;49911;86.2
406;Huizen;8;41273;19.4
677;Hulst;1;27524;3.6
353;IJsselstein;23;34160;67.3
1884;Kaag en Braassem;5;26866;18.6
166;Kampen;41;53779;76.2
678;Kapelle;2;12785;15.6
537;Katwijk;10;65302;15.3
928;Kerkrade;26;45642;57
1598;Koggenland;6;22738;26.4
542;Krimpen aan den IJssel;7;29376;23.8
1931;Krimpenerwaard;19;56048;33.9
1659;Laarbeek;24;22333;107.5
1685;Landerd;34;15529;218.9
882;Landgraaf;25;37591;66.5
415;Landsmeer;7;11488;60.9
416;Langedijk;13;27992;46.4
1621;Lansingerland;28;61601;45.5
417;Laren;5;11195;44.7
80;Leeuwarden;15;123107;12.2
546;Leiden;28;124899;22.4
547;Leiderdorp;4;27109;14.8
1916;Leidschendam-Voorburg;17;75425;22.5
995;Lelystad;27;77893;34.7
1640;Leudal;32;35681;89.7
327;Leusden;13;30030;43.3
1705;Lingewaard;14;46475;30.1
553;Lisse;2;22800;8.8
262;Lochem;8;33590;23.8
809;Loon op Zand;21;23327;90
331;Lopik;12;14473;82.9
24;Loppersum;1;9614;10.4
168;Losser;1;22622;4.4
263;Maasdriel;5;24693;20.2
1641;Maasgouw;12;23716;50.6
556;Maassluis;8;32768;24.4
935;Maastricht;118;121565;97.1
420;Medemblik;6;44809;13.4
938;Meerssen;8;18923;42.3
1948;Meierijstad;168;80815;207.9
119;Meppel;3;33564;8.9
687;Middelburg;8;48544;16.5
1842;Midden-Delfland;2;19391;10.3
1731;Midden-Drenthe;2;33178;6
1952;Midden-Groningen;5;60899;8.2
815;Mill en Sint Hubert;5;10891;45.9
1709;Moerdijk;5;36961;13.5
1978;Molenlanden;16;43858;36.5
1955;Montferland;4;36026;11.1
335;Montfoort;9;13996;64.3
944;Mook en Middelaar;5;7806;64.1
1740;Neder-Betuwe;13;24034;54.1
946;Nederweert;18;17001;105.9
356;Nieuwegein;15;63036;23.8
569;Nieuwkoop;6;28628;21
267;Nijkerk;12;42943;27.9
268;Nijmegen;122;176731;69
1930;Nissewaard;23;84797;27.1
1970;Noardeast-Fryslân;3;45181;6.6
1695;Noord-Beveland;2;7308;27.4
1699;Noordenveld;3;31290;9.6
171;Noordoostpolder;8;46849;17.1
575;Noordwijk;8;42859;18.7
820;Nuenen, Gerwen en Nederwetten;10;23186;43.1
302;Nunspeet;31;27481;112.8
579;Oegstgeest;9;24426;36.8
823;Oirschot;8;18623;43
824;Oisterwijk;21;26140;80.3
1895;Oldambt;0;38129;0
269;Oldebroek;16;23598;67.8
173;Oldenzaal;15;31840;47.1
1773;Olst-Wijhe;6;18071;33.2
175;Ommen;7;17813;39.3
1586;Oost Gelre;6;29704;20.2
826;Oosterhout;29;55616;52.1
85;Ooststellingwerf;1;25497;3.9
431;Oostzaan;7;9757;71.7
432;Opmeer;2;11779;17
86;Opsterland;5;29723;16.8
828;Oss;100;91451;109.3
1509;Oude IJsselstreek;5;39473;12.7
437;Ouder-Amstel;7;13916;50.3
589;Oudewater;12;10201;117.6
1734;Overbetuwe;44;47543;92.5
590;Papendrecht;6;32290;18.6
1894;Peel en Maas;96;43311;221.7
765;Pekela;2;12214;16.4
1926;Pijnacker-Nootdorp;20;54331;36.8
439;Purmerend;39;80117;48.7
273;Putten;6;24198;24.8
177;Raalte;12;37511;32
703;Reimerswaal;7;22678;30.9
274;Renkum;14;31302;44.7
339;Renswoude;0;5259;0
1667;Reusel-De Mierden;4;13060;30.6
275;Rheden;21;43640;48.1
340;Rhenen;2;20004;10
597;Ridderkerk;13;46241;28.1
1742;Rijssen-Holten;13;38300;33.9
603;Rijswijk;11;53467;20.6
1669;Roerdalen;11;20615;53.4
957;Roermond;29;58209;49.8
1674;Roosendaal;24;77032;31.2
599;Rotterdam;204;644618;31.6
277;Rozendaal;2;1654;120.9
840;Rucphen;6;22572;26.6
441;Schagen;12;46553;25.8
279;Scherpenzeel;3;9873;30.4
606;Schiedam;16;77999;20.5
88;Schiermonnikoog;0;936;0
1676;Schouwen-Duiveland;8;33779;23.7
965;Simpelveld;10;10516;95.1
1702;Sint Anthonis;14;11606;120.6
845;Sint-Michielsgestel;22;28991;75.9
1883;Sittard-Geleen;94;92661;101.4
610;Sliedrecht;7;25026;28
1714;Sluis;6;23386;25.7
90;Smallingerland;5;55938;8.9
342;Soest;23;46194;49.8
847;Someren;15;19322;77.6
848;Son en Breugel;19;16904;112.4
37;Stadskanaal;1;31789;3.1
180;Staphorst;4;17003;23.5
532;Stede Broec;17;21706;78.3
851;Steenbergen;11;25054;43.9
1708;Steenwijkerland;8;43940;18.2
971;Stein;28;24961;112.2
1904;Stichtse Vecht;27;64336;42
1900;Súdwest-Fryslân;12;89710;13.4
715;Terneuzen;14;54589;25.6
93;Terschelling;0;4890;0
448;Texel;3;13547;22.1
1525;Teylingen;10;37061;27
716;Tholen;14;25780;54.3
281;Tiel;20;41978;47.6
855;Tilburg;230;217259;105.9
183;Tubbergen;9;21276;42.3
1700;Twenterand;3;33792;8.9
1730;Tynaarlo;15;33698;44.5
737;Tytsjerksteradiel;2;31780;6.3
856;Uden;107;41782;256.1
450;Uitgeest;4;13528;29.6
451;Uithoorn;7;29424;23.8
184;Urk;8;20776;38.5
344;Utrecht;215;352866;60.9
1581;Utrechtse Heuvelrug;17;49515;34.3
981;Vaals;6;10092;59.5
994;Valkenburg aan de Geul;10;16470;60.7
858;Valkenswaard;17;30910;55
47;Veendam;1;27491;3.6
345;Veenendaal;7;65589;10.7
717;Veere;7;21835;32.1
861;Veldhoven;22;45337;48.5
453;Velsen;23;68348;33.7
983;Venlo;54;101603;53.1
984;Venray;20;43326;46.2
1961;Vijfheerenlanden;24;55712;43.1
622;Vlaardingen;24;72404;33.1
96;Vlieland;0;1138;0
718;Vlissingen;8;44371;18
986;Voerendaal;7;12452;56.2
626;Voorschoten;6;25479;23.5
285;Voorst;10;24417;41
865;Vught;25;26396;94.7
1949;Waadhoeke;2;46039;4.3
866;Waalre;6;17247;34.8
867;Waalwijk;39;48240;80.8
627;Waddinxveen;6;28316;21.2
289;Wageningen;4;38774;10.3
629;Wassenaar;6;26211;22.9
852;Waterland;11;17315;63.5
988;Weert;28;49842;56.2
457;Weesp;7;19334;36.2
1960;West Betuwe;22;50697;43.4
668;West Maas en Waal;13;19076;68.1
1969;Westerkwartier;12;63031;19
1701;Westerveld;2;19348;10.3
293;Westervoort;2;14944;13.4
1950;Westerwolde;3;25199;11.9
1783;Westland;30;108603;27.6
98;Weststellingwerf;2;25840;7.7
614;Westvoorne;8;14626;54.7
189;Wierden;2;24351;8.2
296;Wijchen;30;40951;73.3
1696;Wijdemeren;4;24013;16.7
352;Wijk bij Duurstede;7;23762;29.5
294;Winterswijk;2;28903;6.9
873;Woensdrecht;5;21866;22.9
632;Woerden;25;52197;47.9
880;Wormerland;5;16329;30.6
351;Woudenberg;7;13166;53.2
479;Zaanstad;31;155885;19.9
297;Zaltbommel;7;28451;24.6
473;Zandvoort;6;17011;35.3
50;Zeewolde;6;22309;26.9
355;Zeist;28;63934;43.8
299;Zevenaar;10;43488;23
637;Zoetermeer;14;124944;11.2
638;Zoeterwoude;1;8450;11.8
1892;Zuidplas;10;42762;23.4
879;Zundert;15;21612;69.4
301;Zutphen;8;47609;16.8
1896;Zwartewaterland;33;22503;146.6
642;Zwijndrecht;11;44639;24.6
193;Zwolle;56;127497;43.9
