Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners
1884;Kaag en Braassem;5;27300;18.3
166;Kampen;40;54340;73.6
678;Kapelle;1;12691;7.9
537;Katwijk;12;65754;18.2
928;Kerkrade;38;45744;83.1
1598;Koggenland;6;22752;26.4
542;Krimpen aan den IJssel;5;29533;16.9
1931;Krimpenerwaard;33;56319;58.6
1659;Laarbeek;27;22530;119.8
1685;Landerd;25;15730;158.9
882;Landgraaf;30;37457;80.1
415;Landsmeer;3;11492;26.1
416;Langedijk;13;28157;46.2
1621;Lansingerland;22;62396;35.3
417;Laren;7;11274;62.1
80;Leeuwarden;29;124058;23.4
546;Leiden;24;125174;19.2
547;Leiderdorp;6;27059;22.2
1916;Leidschendam-Voorburg;12;76553;15.7
995;Lelystad;32;78619;40.7
1640;Leudal;46;35896;128.1
327;Leusden;6;30399;19.7
1705;Lingewaard;21;46606;45.1
553;Lisse;4;22957;17.4
262;Lochem;5;33730;14.8
809;Loon op Zand;19;23407;81.2
331;Lopik;15;14471;103.7
24;Loppersum;0;9533;0
168;Losser;6;22685;26.4
263;Maasdriel;12;25034;47.9
1641;Maasgouw;18;23960;75.1
556;Maassluis;11;33216;33.1
935;Maastricht;106;121558;87.2
420;Medemblik;10;45104;22.2
938;Meerssen;10;18832;53.1
1948;Meierijstad;144;81197;177.3
119;Meppel;4;33902;11.8
687;Middelburg;13;48810;26.6
1842;Midden-Delfland;3;19344;15.5
1731;Midden-Drenthe;6;33182;18.1
1952;Midden-Groningen;4;60804;6.6
815;Mill en Sint Hubert;7;10941;64
1709;Moerdijk;7;37136;18.8
1978;Molenlanden;14;43931;31.9
1955;Montferland;5;36009;13.9
335;Montfoort;11;13920;79
944;Mook en Middelaar;4;7847;51
1740;Neder-Betuwe;29;24342;119.1
946;Nederweert;25;17022;146.9
356;Nieuwegein;24;63461;37.8
569;Nieuwkoop;7;28809;24.3
267;Nijkerk;17;43176;39.4
268;Nijmegen;94;177698;52.9
1930;Nissewaard;25;85237;29.3
1970;Noardeast-Fryslân;4;45251;8.8
1695;Noord-Beveland;0;7395;0
1699;Noordenveld;1;31242;3.2
171;Noordoostpolder;8;47262;16.9
575;Noordwijk;11;43528;25.3
820;Nuenen, Gerwen en Nederwetten;12;23379;51.3
302;Nunspeet;20;27845;71.8
579;Oegstgeest;5;24843;20.1
823;Oirschot;9;18723;48.1
824;Oisterwijk;10;26241;38.1
1895;Oldambt;1;38213;2.6
269;Oldebroek;11;23645;46.5
173;Oldenzaal;11;31832;34.6
1773;Olst-Wijhe;7;18251;38.4
175;Ommen;6;18007;33.3
1586;Oost Gelre;4;29623;13.5
826;Oosterhout;25;55990;44.7
85;Ooststellingwerf;1;25472;3.9
431;Oostzaan;5;9733;51.4
432;Opmeer;1;11837;8.4
86;Opsterland;5;29742;16.8
828;Oss;100;91932;108.8
1509;Oude IJsselstreek;5;39392;12.7
437;Ouder-Amstel;4;14029;28.5
589;Oudewater;20;10226;195.6
1734;Overbetuwe;45;47909;93.9
590;Papendrecht;3;32133;9.3
1894;Peel en Maas;118;43420;271.8
765;Pekela;4;12199;32.8
1926;Pijnacker-Nootdorp;14;55329;25.3
439;Purmerend;47;81233;57.9
273;Putten;1;24113;4.1
177;Raalte;19;37709;50.4
703;Reimerswaal;4;22728;17.6
274;Renkum;11;31404;35
339;Renswoude;3;5448;55.1
1667;Reusel-De Mierden;7;13110;53.4
275;Rheden;28;43736;64
340;Rhenen;3;20125;14.9
597;Ridderkerk;27;46204;58.4
1742;Rijssen-Holten;16;38178;41.9
603;Rijswijk;14;54432;25.7
1669;Roerdalen;21;20572;102.1
957;Roermond;37;58254;63.5
1674;Roosendaal;15;77226;19.4
599;Rotterdam;198;651376;30.4
277;Rozendaal;1;1705;58.7
840;Rucphen;6;22873;26.2
518;s-Gravenhage;139;545163;25.5
441;Schagen;14;46482;30.1
279;Scherpenzeel;2;9880;20.2
606;Schiedam;27;78739;34.3
88;Schiermonnikoog;0;947;0
1676;Schouwen-Duiveland;9;33858;26.6
965;Simpelveld;15;10552;142.2
1702;Sint Anthonis;15;11672;128.5
845;Sint-Michielsgestel;18;29203;61.6
1883;Sittard-Geleen;71;92422;76.8
610;Sliedrecht;5;25217;19.8
1714;Sluis;5;23217;21.5
90;Smallingerland;6;56154;10.7
342;Soest;14;46607;30
847;Someren;20;19376;103.2
848;Son en Breugel;22;17321;127
37;Stadskanaal;0;31688;0
180;Staphorst;4;17144;23.3
532;Stede Broec;15;21734;69
851;Steenbergen;8;24501;32.7
1708;Steenwijkerland;8;44139;18.1
971;Stein;31;25000;124
1904;Stichtse Vecht;23;64928;35.4
1900;Súdwest-Fryslân;13;89987;14.4
715;Terneuzen;16;54438;29.4
93;Terschelling;0;4889;0
448;Texel;3;13573;22.1
1525;Teylingen;11;37426;29.4
716;Tholen;30;25758;116.5
281;Tiel;28;42161;66.4
855;Tilburg;144;219800;65.5
183;Tubbergen;9;21279;42.3
1700;Twenterand;8;33743;23.7
1730;Tynaarlo;7;33879;20.7
737;Tytsjerksteradiel;3;32046;9.4
856;Uden;82;42122;194.7
450;Uitgeest;3;13649;22
451;Uithoorn;10;29466;33.9
184;Urk;16;21033;76.1
344;Utrecht;131;357694;36.6
1581;Utrechtse Heuvelrug;17;49601;34.3
981;Vaals;7;10099;69.3
994;Valkenburg aan de Geul;12;16360;73.3
858;Valkenswaard;10;31200;32.1
47;Veendam;1;27387;3.7
345;Veenendaal;14;66491;21.1
717;Veere;3;21885;13.7
861;Veldhoven;15;45458;33
453;Velsen;18;68660;26.2
983;Venlo;95;101797;93.3
984;Venray;32;43604;73.4
1961;Vijfheerenlanden;19;56816;33.4
622;Vlaardingen;22;73445;30
96;Vlieland;0;1152;0
718;Vlissingen;7;44365;15.8
986;Voerendaal;11;12471;88.2
626;Voorschoten;7;25603;27.3
285;Voorst;7;24546;28.5
865;Vught;29;26554;109.2
1949;Waadhoeke;6;46079;13
866;Waalre;3;17454;17.2
867;Waalwijk;18;48620;37
627;Waddinxveen;9;29293;30.7
289;Wageningen;9;39673;22.7
629;Wassenaar;4;26214;15.3
852;Waterland;9;17422;51.7
988;Weert;40;50107;79.8
457;Weesp;5;19729;25.3
1960;West Betuwe;23;51198;44.9
668;West Maas en Waal;11;19320;56.9
1969;Westerkwartier;11;63375;17.4
1701;Westerveld;3;19460;15.4
293;Westervoort;5;14973;33.4
1950;Westerwolde;5;25796;19.4
1783;Westland;36;110357;32.6
98;Weststellingwerf;2;25916;7.7
614;Westvoorne;5;14728;33.9
189;Wierden;2;24440;8.2
296;Wijchen;33;41124;80.2
1696;Wijdemeren;5;24360;20.5
352;Wijk bij Duurstede;8;23910;33.5
294;Winterswijk;1;28865;3.5
873;Woensdrecht;4;21883;18.3
632;Woerden;33;52294;63.1
880;Wormerland;12;16299;73.6
351;Woudenberg;6;13362;44.9
479;Zaanstad;71;156711;45.3
297;Zaltbommel;13;28901;45
473;Zandvoort;7;17116;40.9
50;Zeewolde;6;22656;26.5
355;Zeist;25;64932;38.5
299;Zevenaar;27;43740;61.7
637;Zoetermeer;28;125283;22.3
638;Zoeterwoude;2;8611;23.2
1892;Zuidplas;13;43894;29.6
879;Zundert;14;21821;64.2
301;Zutphen;11;47942;22.9
1896;Zwartewaterland;22;22690;97
642;Zwijndrecht;11;44741;24.6
193;Zwolle;38;128831;29.5
