Gemnr;Gemeente;Meldingen;Zkh opname;Overleden;BevAant;Meldingen per 100.000;Zkh opname per 100.000;Overleden per 100.000
796;'s-Hertogenbosch;397;120;63;155113;255.9;77.4;40.6
1680;Aa en Hunze;13;1;0;25453;51.1;3.9;0
358;Aalsmeer;37;8;2;31857;116.1;25.1;6.3
197;Aalten;50;5;3;27117;184.4;18.4;11.1
59;Achtkarspelen;9;0;0;27836;32.3;0;0
482;Alblasserdam;38;9;1;20165;188.4;44.6;5
613;Albrandswaard;78;9;6;25589;304.8;35.2;23.4
361;Alkmaar;207;51;21;109444;189.1;46.6;19.2
141;Almelo;86;21;6;73080;117.7;28.7;8.2
34;Almere;277;109;6;211840;130.8;51.5;2.8
484;Alphen aan den Rijn;149;56;19;111889;133.2;50;17
1723;Alphen-Chaam;45;17;5;10213;440.6;166.5;49
1959;Altena;109;30;11;55980;194.7;53.6;19.6
60;Ameland;0;0;0;3718;0;0;0
307;Amersfoort;153;56;19;157279;97.3;35.6;12.1
362;Amstelveen;279;54;32;91691;304.3;58.9;34.9
363;Amsterdam;1661;512;144;872779;190.3;58.7;16.5
200;Apeldoorn;309;54;36;163829;188.6;33;22
3;Appingedam;5;3;0;11644;42.9;25.8;0
202;Arnhem;229;58;21;161368;141.9;35.9;13
106;Assen;36;12;2;68606;52.5;17.5;2.9
743;Asten;65;14;8;16734;388.4;83.7;47.8
744;Baarle-Nassau;5;1;0;6860;72.9;14.6;0
308;Baarn;40;10;4;24873;160.8;40.2;16.1
489;Barendrecht;96;29;6;48713;197.1;59.5;12.3
203;Barneveld;98;17;6;59077;165.9;28.8;10.2
888;Beek;40;15;3;15868;252.1;94.5;18.9
1954;Beekdaelen;131;44;19;35976;364.1;122.3;52.8
370;Beemster;8;4;1;10025;79.8;39.9;10
889;Beesel;40;20;8;13483;296.7;148.3;59.3
1945;Berg en Dal;161;32;15;34990;460.1;91.5;42.9
1724;Bergeijk;47;14;4;18638;252.2;75.1;21.5
893;Bergen (L.);19;7;2;13085;145.2;53.5;15.3
373;Bergen (NH.);50;16;3;29844;167.5;53.6;10.1
748;Bergen op Zoom;93;21;7;67489;137.8;31.1;10.4
1859;Berkelland;61;6;5;43748;139.4;13.7;11.4
1721;Bernheze;241;91;55;31247;771.3;291.2;176
753;Best;54;31;10;29985;180.1;103.4;33.4
209;Beuningen;56;19;4;25891;216.3;73.4;15.4
375;Beverwijk;68;15;6;41613;163.4;36;14.4
1728;Bladel;50;18;7;20395;245.2;88.3;34.3
