Gemnr;Gemeente;Meldingen;Zkh opname;Overleden;BevAant;Meldingen per 100.000;Zkh opname per 100.000;Overleden per 100.000
171;Noordoostpolder;76;14;9;47262;160.8;29.6;19
575;Noordwijk;43;16;2;43528;98.8;36.8;4.6
820;Nuenen, Gerwen en Nederwetten;50;17;9;23379;213.9;72.7;38.5
302;Nunspeet;206;47;20;27845;739.8;168.8;71.8
579;Oegstgeest;39;8;3;24843;157;32.2;12.1
823;Oirschot;58;13;9;18723;309.8;69.4;48.1
824;Oisterwijk;61;21;11;26241;232.5;80;41.9
1895;Oldambt;13;7;0;38213;34;18.3;0
269;Oldebroek;153;37;19;23645;647.1;156.5;80.4
173;Oldenzaal;49;14;7;31832;153.9;44;22
1773;Olst-Wijhe;49;12;8;18251;268.5;65.7;43.8
175;Ommen;50;9;2;18007;277.7;50;11.1
1586;Oost Gelre;52;15;6;29623;175.5;50.6;20.3
826;Oosterhout;116;46;14;55990;207.2;82.2;25
85;Ooststellingwerf;7;3;0;25472;27.5;11.8;0
431;Oostzaan;26;11;2;9733;267.1;113;20.5
432;Opmeer;8;1;1;11837;67.6;8.4;8.4
86;Opsterland;23;7;0;29742;77.3;23.5;0
828;Oss;454;164;85;91932;493.8;178.4;92.5
1509;Oude IJsselstreek;75;18;9;39392;190.4;45.7;22.8
437;Ouder-Amstel;33;5;0;14029;235.2;35.6;0
589;Oudewater;52;25;8;10226;508.5;244.5;78.2
1734;Overbetuwe;123;56;15;47909;256.7;116.9;31.3
590;Papendrecht;58;8;6;32133;180.5;24.9;18.7
1894;Peel en Maas;263;143;60;43420;605.7;329.3;138.2
765;Pekela;5;4;0;12199;41;32.8;0
1926;Pijnacker-Nootdorp;114;23;15;55329;206;41.6;27.1
439;Purmerend;207;64;32;81233;254.8;78.8;39.4
273;Putten;23;5;0;24113;95.4;20.7;0
177;Raalte;146;25;18;37709;387.2;66.3;47.7
703;Reimerswaal;29;4;2;22728;127.6;17.6;8.8
274;Renkum;65;14;5;31404;207;44.6;15.9
339;Renswoude;19;5;5;5448;348.8;91.8;91.8
1667;Reusel-De Mierden;23;11;2;13110;175.4;83.9;15.3
275;Rheden;102;32;14;43736;233.2;73.2;32
340;Rhenen;35;10;6;20125;173.9;49.7;29.8
597;Ridderkerk;126;37;12;46204;272.7;80.1;26
1742;Rijssen-Holten;165;29;14;38178;432.2;76;36.7
603;Rijswijk;112;33;18;54432;205.8;60.6;33.1
1669;Roerdalen;47;27;7;20572;228.5;131.2;34
957;Roermond;125;58;21;58254;214.6;99.6;36
1674;Roosendaal;207;27;19;77226;268;35;24.6
599;Rotterdam;2139;468;279;651376;328.4;71.8;42.8
277;Rozendaal;4;2;1;1705;234.6;117.3;58.7
840;Rucphen;66;9;9;22873;288.5;39.3;39.3
518;s-Gravenhage;1258;291;189;545163;230.8;53.4;34.7
441;Schagen;72;19;9;46482;154.9;40.9;19.4
279;Scherpenzeel;25;4;2;9880;253;40.5;20.2
606;Schiedam;200;48;20;78739;254;61;25.4
88;Schiermonnikoog;0;0;0;947;0;0;0
1676;Schouwen-Duiveland;57;11;3;33858;168.4;32.5;8.9
965;Simpelveld;41;18;5;10552;388.6;170.6;47.4
1702;Sint Anthonis;62;20;11;11672;531.2;171.4;94.2
845;Sint-Michielsgestel;96;36;15;29203;328.7;123.3;51.4
1883;Sittard-Geleen;388;112;57;92422;419.8;121.2;61.7
610;Sliedrecht;53;9;5;25217;210.2;35.7;19.8
1714;Sluis;17;8;4;23217;73.2;34.5;17.2
90;Smallingerland;53;9;5;56154;94.4;16;8.9
342;Soest;80;23;11;46607;171.6;49.3;23.6
847;Someren;99;33;8;19376;510.9;170.3;41.3
848;Son en Breugel;70;31;14;17321;404.1;179;80.8
37;Stadskanaal;6;2;1;31688;18.9;6.3;3.2
180;Staphorst;59;8;4;17144;344.1;46.7;23.3
532;Stede Broec;48;19;5;21734;220.9;87.4;23
851;Steenbergen;82;13;12;24501;334.7;53.1;49
1708;Steenwijkerland;86;14;5;44139;194.8;31.7;11.3
971;Stein;113;43;15;25000;452;172;60
1904;Stichtse Vecht;104;32;10;64928;160.2;49.3;15.4
1900;Súdwest-Fryslân;101;17;3;89987;112.2;18.9;3.3
715;Terneuzen;103;25;3;54438;189.2;45.9;5.5
93;Terschelling;2;0;0;4889;40.9;0;0
448;Texel;10;4;1;13573;73.7;29.5;7.4
1525;Teylingen;49;12;2;37426;130.9;32.1;5.3
716;Tholen;138;40;15;25758;535.8;155.3;58.2
281;Tiel;105;41;18;42161;249;97.2;42.7
855;Tilburg;705;218;154;219800;320.7;99.2;70.1
183;Tubbergen;79;12;5;21279;371.3;56.4;23.5
1700;Twenterand;58;12;2;33743;171.9;35.6;5.9
1730;Tynaarlo;38;9;0;33879;112.2;26.6;0
737;Tytsjerksteradiel;15;4;1;32046;46.8;12.5;3.1
856;Uden;254;116;63;42122;603;275.4;149.6
450;Uitgeest;22;5;1;13649;161.2;36.6;7.3
451;Uithoorn;47;16;2;29466;159.5;54.3;6.8
184;Urk;76;22;4;21033;361.3;104.6;19
344;Utrecht;927;247;94;357694;259.2;69.1;26.3
1581;Utrechtse Heuvelrug;102;29;14;49601;205.6;58.5;28.2
981;Vaals;30;10;1;10099;297.1;99;9.9
994;Valkenburg aan de Geul;80;17;7;16360;489;103.9;42.8
858;Valkenswaard;172;19;37;31200;551.3;60.9;118.6
47;Veendam;8;2;0;27387;29.2;7.3;0
345;Veenendaal;165;47;10;66491;248.2;70.7;15
717;Veere;26;6;2;21885;118.8;27.4;9.1
861;Veldhoven;120;31;16;45458;264;68.2;35.2
453;Velsen;256;31;38;68660;372.9;45.2;55.3
983;Venlo;292;125;61;101797;286.8;122.8;59.9
984;Venray;101;37;17;43604;231.6;84.9;39
1961;Vijfheerenlanden;240;33;37;56816;422.4;58.1;65.1
622;Vlaardingen;240;41;25;73445;326.8;55.8;34
96;Vlieland;0;0;0;1152;0;0;0
718;Vlissingen;50;9;5;44365;112.7;20.3;11.3
986;Voerendaal;45;17;7;12471;360.8;136.3;56.1
626;Voorschoten;51;9;9;25603;199.2;35.2;35.2
285;Voorst;47;15;11;24546;191.5;61.1;44.8
865;Vught;100;41;17;26554;376.6;154.4;64
1949;Waadhoeke;92;11;11;46079;199.7;23.9;23.9
866;Waalre;29;7;5;17454;166.2;40.1;28.6
867;Waalwijk;145;31;31;48620;298.2;63.8;63.8
627;Waddinxveen;58;16;6;29293;198;54.6;20.5
289;Wageningen;46;20;9;39673;115.9;50.4;22.7
629;Wassenaar;48;8;12;26214;183.1;30.5;45.8
852;Waterland;30;16;4;17422;172.2;91.8;23
988;Weert;126;65;12;50107;251.5;129.7;23.9
457;Weesp;72;9;11;19729;364.9;45.6;55.8
1960;West Betuwe;173;42;25;51198;337.9;82;48.8
668;West Maas en Waal;78;17;9;19320;403.7;88;46.6
1969;Westerkwartier;57;14;4;63375;89.9;22.1;6.3
1701;Westerveld;32;9;4;19460;164.4;46.2;20.6
293;Westervoort;34;12;5;14973;227.1;80.1;33.4
1950;Westerwolde;6;5;0;25796;23.3;19.4;0
1783;Westland;245;57;26;110357;222;51.7;23.6
98;Weststellingwerf;28;3;4;25916;108;11.6;15.4
614;Westvoorne;25;6;0;14728;169.7;40.7;0
189;Wierden;48;5;5;24440;196.4;20.5;20.5
296;Wijchen;135;41;11;41124;328.3;99.7;26.7
1696;Wijdemeren;28;8;0;24360;114.9;32.8;0
352;Wijk bij Duurstede;32;9;1;23910;133.8;37.6;4.2
294;Winterswijk;39;5;3;28865;135.1;17.3;10.4
873;Woensdrecht;61;5;7;21883;278.8;22.8;32
632;Woerden;159;47;18;52294;304.1;89.9;34.4
880;Wormerland;44;20;6;16299;270;122.7;36.8
351;Woudenberg;30;9;2;13362;224.5;67.4;15
479;Zaanstad;363;110;41;156711;231.6;70.2;26.2
297;Zaltbommel;86;19;9;28901;297.6;65.7;31.1
473;Zandvoort;32;10;8;17116;187;58.4;46.7
50;Zeewolde;41;12;4;22656;181;53;17.7
355;Zeist;154;35;17;64932;237.2;53.9;26.2
299;Zevenaar;93;43;14;43740;212.6;98.3;32
637;Zoetermeer;182;46;12;125283;145.3;36.7;9.6
638;Zoeterwoude;11;3;0;8611;127.7;34.8;0
1892;Zuidplas;124;23;19;43894;282.5;52.4;43.3
879;Zundert;69;20;10;21821;316.2;91.7;45.8
301;Zutphen;89;27;12;47942;185.6;56.3;25
1896;Zwartewaterland;139;35;18;22690;612.6;154.3;79.3
642;Zwijndrecht;136;23;15;44741;304;51.4;33.5
193;Zwolle;346;53;46;128831;268.6;41.1;35.7
