Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
1740;Neder-Betuwe;24342;15-04-2020;28-04-2020;41;168,4;0;0;4;16,4
946;Nederweert;17022;15-04-2020;28-04-2020;11;64,6;3;17,6;2;11,7
356;Nieuwegein;63461;15-04-2020;28-04-2020;32;50,4;2;3,2;3;4,7
569;Nieuwkoop;28809;15-04-2020;28-04-2020;10;34,7;1;3,5;0;0
267;Nijkerk;43176;15-04-2020;28-04-2020;7;16,2;1;2,3;1;2,3
268;Nijmegen;177698;15-04-2020;28-04-2020;85;47,8;6;3,4;13;7,3
1930;Nissewaard;85237;15-04-2020;28-04-2020;38;44,6;8;9,4;5;5,9
1970;Noardeast-Frysl̢n;45251;15-04-2020;28-04-2020;0;0;0;0;1;2,2
1695;Noord-Beveland;7395;15-04-2020;28-04-2020;1;13,5;0;0;0;0
1699;Noordenveld;31242;15-04-2020;28-04-2020;3;9,6;0;0;0;0
171;Noordoostpolder;47262;15-04-2020;28-04-2020;32;67,7;3;6,3;4;8,5
575;Noordwijk;43528;15-04-2020;28-04-2020;11;25,3;2;4,6;1;2,3
820;Nuenen, Gerwen en Nederwetten;23379;15-04-2020;28-04-2020;7;29,9;0;0;2;8,6
302;Nunspeet;27845;15-04-2020;28-04-2020;68;244,2;0;0;5;18
579;Oegstgeest;24843;15-04-2020;28-04-2020;9;36,2;2;8,1;2;8,1
823;Oirschot;18723;15-04-2020;28-04-2020;18;96,1;0;0;2;10,7
824;Oisterwijk;26241;15-04-2020;28-04-2020;10;38,1;1;3,8;1;3,8
1895;Oldambt;38213;15-04-2020;28-04-2020;6;15,7;4;10,5;0;0
269;Oldebroek;23645;15-04-2020;28-04-2020;53;224,1;1;4,2;3;12,7
173;Oldenzaal;31832;15-04-2020;28-04-2020;9;28,3;0;0;0;0
1773;Olst-Wijhe;18251;15-04-2020;28-04-2020;11;60,3;0;0;3;16,4
175;Ommen;18007;15-04-2020;28-04-2020;16;88,9;0;0;0;0
1586;Oost Gelre;29623;15-04-2020;28-04-2020;11;37,1;1;3,4;0;0
826;Oosterhout;55990;15-04-2020;28-04-2020;25;44,7;5;8,9;3;5,4
85;Ooststellingwerf;25472;15-04-2020;28-04-2020;5;19,6;1;3,9;0;0
431;Oostzaan;9733;15-04-2020;28-04-2020;6;61,6;1;10,3;0;0
432;Opmeer;11837;15-04-2020;28-04-2020;3;25,3;0;0;0;0
86;Opsterland;29742;15-04-2020;28-04-2020;5;16,8;1;3,4;0;0
828;Oss;91932;15-04-2020;28-04-2020;82;89,2;4;4,4;9;9,8
1509;Oude IJsselstreek;39392;15-04-2020;28-04-2020;24;60,9;2;5,1;5;12,7
437;Ouder-Amstel;14029;15-04-2020;28-04-2020;8;57;0;0;0;0
589;Oudewater;10226;15-04-2020;28-04-2020;6;58,7;0;0;1;9,8
1734;Overbetuwe;47909;15-04-2020;28-04-2020;15;31,3;1;2,1;2;4,2
590;Papendrecht;32133;15-04-2020;28-04-2020;10;31,1;0;0;0;0
1894;Peel en Maas;43420;15-04-2020;28-04-2020;31;71,4;4;9,2;4;9,2
765;Pekela;12199;15-04-2020;28-04-2020;1;8,2;0;0;0;0
1926;Pijnacker-Nootdorp;55329;15-04-2020;28-04-2020;39;70,5;2;3,6;5;9
439;Purmerend;81233;15-04-2020;28-04-2020;53;65,2;3;3,7;15;18,5
273;Putten;24113;15-04-2020;28-04-2020;4;16,6;0;0;0;0
177;Raalte;37709;15-04-2020;28-04-2020;75;198,9;1;2,7;8;21,2
703;Reimerswaal;22728;15-04-2020;28-04-2020;6;26,4;0;0;0;0
274;Renkum;31404;15-04-2020;28-04-2020;18;57,3;0;0;4;12,7
339;Renswoude;5448;15-04-2020;28-04-2020;7;128,5;0;0;0;0
1667;Reusel-De Mierden;13110;15-04-2020;28-04-2020;3;22,9;0;0;0;0
275;Rheden;43736;15-04-2020;28-04-2020;10;22,9;1;2,3;0;0
340;Rhenen;20125;15-04-2020;28-04-2020;8;39,8;4;19,9;0;0
597;Ridderkerk;46204;15-04-2020;28-04-2020;29;62,8;5;10,8;2;4,3
1742;Rijssen-Holten;38178;15-04-2020;28-04-2020;62;162,4;4;10,5;8;21
603;Rijswijk;54432;15-04-2020;28-04-2020;41;75,3;8;14,7;10;18,4
1669;Roerdalen;20572;15-04-2020;28-04-2020;7;34;1;4,9;1;4,9
957;Roermond;58254;15-04-2020;28-04-2020;17;29,2;6;10,3;1;1,7
1674;Roosendaal;77226;15-04-2020;28-04-2020;60;77,7;5;6,5;4;5,2
599;Rotterdam;651376;15-04-2020;28-04-2020;572;87,8;81;12,4;125;19,2
277;Rozendaal;1705;15-04-2020;28-04-2020;1;58,7;0;0;0;0
840;Rucphen;22873;15-04-2020;28-04-2020;18;78,7;0;0;1;4,4
518;s-Gravenhage;545163;15-04-2020;28-04-2020;424;77,8;30;5,5;86;15,8
441;Schagen;46482;15-04-2020;28-04-2020;12;25,8;1;2,2;2;4,3
279;Scherpenzeel;9880;15-04-2020;28-04-2020;4;40,5;1;10,1;0;0
606;Schiedam;78739;15-04-2020;28-04-2020;86;109,2;7;8,9;8;10,2
88;Schiermonnikoog;947;15-04-2020;28-04-2020;0;0;0;0;0;0
1676;Schouwen-Duiveland;33858;15-04-2020;28-04-2020;4;11,8;1;3;1;3
965;Simpelveld;10552;15-04-2020;28-04-2020;5;47,4;0;0;1;9,5
1702;Sint Anthonis;11672;15-04-2020;28-04-2020;4;34,3;0;0;1;8,6
845;Sint-Michielsgestel;29203;15-04-2020;28-04-2020;21;71,9;4;13,7;2;6,8
1883;Sittard-Geleen;92422;15-04-2020;28-04-2020;88;95,2;18;19,5;15;16,2
610;Sliedrecht;25217;15-04-2020;28-04-2020;17;67,4;1;4;1;4
1714;Sluis;23217;15-04-2020;28-04-2020;1;4,3;0;0;0;0
90;Smallingerland;56154;15-04-2020;28-04-2020;23;41;2;3,6;3;5,3
342;Soest;46607;15-04-2020;28-04-2020;12;25,7;2;4,3;4;8,6
847;Someren;19376;15-04-2020;28-04-2020;18;92,9;2;10,3;2;10,3
848;Son en Breugel;17321;15-04-2020;28-04-2020;15;86,6;2;11,5;4;23,1
37;Stadskanaal;31688;15-04-2020;28-04-2020;1;3,2;0;0;1;3,2
180;Staphorst;17144;15-04-2020;28-04-2020;13;75,8;1;5,8;1;5,8
532;Stede Broec;21734;15-04-2020;28-04-2020;7;32,2;0;0;1;4,6
851;Steenbergen;24501;15-04-2020;28-04-2020;28;114,3;1;4,1;5;20,4
1708;Steenwijkerland;44139;15-04-2020;28-04-2020;28;63,4;2;4,5;3;6,8
971;Stein;25000;15-04-2020;28-04-2020;25;100;5;20;1;4
1904;Stichtse Vecht;64928;15-04-2020;28-04-2020;24;37;2;3,1;2;3,1
1900;S̼dwest-Frysl̢n;89987;15-04-2020;28-04-2020;16;17,8;0;0;2;2,2
715;Terneuzen;54438;15-04-2020;28-04-2020;20;36,7;4;7,3;1;1,8
93;Terschelling;4889;15-04-2020;28-04-2020;1;20,5;0;0;0;0
448;Texel;13573;15-04-2020;28-04-2020;0;0;0;0;0;0
1525;Teylingen;37426;15-04-2020;28-04-2020;11;29,4;0;0;1;2,7
716;Tholen;25758;15-04-2020;28-04-2020;21;81,5;0;0;1;3,9
281;Tiel;42161;15-04-2020;28-04-2020;28;66,4;5;11,9;6;14,2
855;Tilburg;219800;15-04-2020;28-04-2020;135;61,4;9;4,1;27;12,3
183;Tubbergen;21279;15-04-2020;28-04-2020;11;51,7;1;4,7;2;9,4
1700;Twenterand;33743;15-04-2020;28-04-2020;14;41,5;1;3;0;0
1730;Tynaarlo;33879;15-04-2020;28-04-2020;4;11,8;1;3;0;0
737;Tytsjerksteradiel;32046;15-04-2020;28-04-2020;1;3,1;0;0;0;0
856;Uden;42122;15-04-2020;28-04-2020;30;71,2;1;2,4;6;14,2
450;Uitgeest;13649;15-04-2020;28-04-2020;3;22;0;0;0;0
451;Uithoorn;29466;15-04-2020;28-04-2020;6;20,4;0;0;1;3,4
184;Urk;21033;15-04-2020;28-04-2020;22;104,6;2;9,5;0;0
344;Utrecht;357694;15-04-2020;28-04-2020;218;60,9;35;9,8;19;5,3
1581;Utrechtse Heuvelrug;49601;15-04-2020;28-04-2020;22;44,4;3;6;8;16,1
981;Vaals;10099;15-04-2020;28-04-2020;4;39,6;0;0;0;0
994;Valkenburg aan de Geul;16360;15-04-2020;28-04-2020;18;110;0;0;3;18,3
858;Valkenswaard;31200;15-04-2020;28-04-2020;54;173,1;2;6,4;9;28,8
47;Veendam;27387;15-04-2020;28-04-2020;1;3,7;0;0;0;0
345;Veenendaal;66491;15-04-2020;28-04-2020;66;99,3;9;13,5;3;4,5
717;Veere;21885;15-04-2020;28-04-2020;5;22,8;0;0;1;4,6
861;Veldhoven;45458;15-04-2020;28-04-2020;26;57,2;3;6,6;1;2,2
453;Velsen;68660;15-04-2020;28-04-2020;60;87,4;4;5,8;16;23,3
983;Venlo;101797;15-04-2020;28-04-2020;75;73,7;10;9,8;10;9,8
984;Venray;43604;15-04-2020;28-04-2020;17;39;1;2,3;0;0
1961;Vijfheerenlanden;56816;15-04-2020;28-04-2020;58;102,1;4;7;6;10,6
622;Vlaardingen;73445;15-04-2020;28-04-2020;87;118,5;7;9,5;7;9,5
96;Vlieland;1152;15-04-2020;28-04-2020;0;0;0;0;0;0
718;Vlissingen;44365;15-04-2020;28-04-2020;3;6,8;1;2,3;1;2,3
986;Voerendaal;12471;15-04-2020;28-04-2020;12;96,2;1;8;2;16
626;Voorschoten;25603;15-04-2020;28-04-2020;13;50,8;0;0;1;3,9
285;Voorst;24546;15-04-2020;28-04-2020;8;32,6;0;0;4;16,3
865;Vught;26554;15-04-2020;28-04-2020;23;86,6;1;3,8;1;3,8
1949;Waadhoeke;46079;15-04-2020;28-04-2020;25;54,3;2;4,3;4;8,7
866;Waalre;17454;15-04-2020;28-04-2020;7;40,1;1;5,7;1;5,7
867;Waalwijk;48620;15-04-2020;28-04-2020;35;72;2;4,1;7;14,4
627;Waddinxveen;29293;15-04-2020;28-04-2020;15;51,2;3;10,2;0;0
289;Wageningen;39673;15-04-2020;28-04-2020;12;30,2;4;10,1;2;5
629;Wassenaar;26214;15-04-2020;28-04-2020;12;45,8;0;0;3;11,4
852;Waterland;17422;15-04-2020;28-04-2020;7;40,2;1;5,7;1;5,7
988;Weert;50107;15-04-2020;28-04-2020;23;45,9;8;16;3;6
457;Weesp;19729;15-04-2020;28-04-2020;30;152,1;0;0;3;15,2
1960;West Betuwe;51198;15-04-2020;28-04-2020;46;89,8;4;7,8;12;23,4
668;West Maas en Waal;19320;15-04-2020;28-04-2020;13;67,3;3;15,5;5;25,9
1969;Westerkwartier;63375;15-04-2020;28-04-2020;4;6,3;0;0;1;1,6
1701;Westerveld;19460;15-04-2020;28-04-2020;6;30,8;0;0;1;5,1
293;Westervoort;14973;15-04-2020;28-04-2020;10;66,8;2;13,4;3;20
1950;Westerwolde;25796;15-04-2020;28-04-2020;1;3,9;0;0;0;0
1783;Westland;110357;15-04-2020;28-04-2020;79;71,6;4;3,6;4;3,6
98;Weststellingwerf;25916;15-04-2020;28-04-2020;13;50,2;1;3,9;2;7,7
614;Westvoorne;14728;15-04-2020;28-04-2020;1;6,8;0;0;0;0
189;Wierden;24440;15-04-2020;28-04-2020;9;36,8;0;0;3;12,3
296;Wijchen;41124;15-04-2020;28-04-2020;29;70,5;1;2,4;4;9,7
1696;Wijdemeren;24360;15-04-2020;28-04-2020;5;20,5;0;0;0;0
352;Wijk bij Duurstede;23910;15-04-2020;28-04-2020;6;25,1;1;4,2;0;0
294;Winterswijk;28865;15-04-2020;28-04-2020;15;52;1;3,5;2;6,9
873;Woensdrecht;21883;15-04-2020;28-04-2020;33;150,8;0;0;6;27,4
632;Woerden;52294;15-04-2020;28-04-2020;31;59,3;2;3,8;3;5,7
880;Wormerland;16299;15-04-2020;28-04-2020;11;67,5;3;18,4;0;0
351;Woudenberg;13362;15-04-2020;28-04-2020;7;52,4;0;0;1;7,5
479;Zaanstad;156711;15-04-2020;28-04-2020;85;54,2;8;5,1;7;4,5
297;Zaltbommel;28901;15-04-2020;28-04-2020;31;107,3;1;3,5;5;17,3
473;Zandvoort;17116;15-04-2020;28-04-2020;2;11,7;0;0;2;11,7
50;Zeewolde;22656;15-04-2020;28-04-2020;14;61,8;3;13,2;1;4,4
355;Zeist;64932;15-04-2020;28-04-2020;41;63,1;2;3,1;5;7,7
299;Zevenaar;43740;15-04-2020;28-04-2020;18;41,2;4;9,1;5;11,4
637;Zoetermeer;125283;15-04-2020;28-04-2020;51;40,7;4;3,2;3;2,4
638;Zoeterwoude;8611;15-04-2020;28-04-2020;1;11,6;1;11,6;0;0
1892;Zuidplas;43894;15-04-2020;28-04-2020;49;111,6;3;6,8;12;27,3
879;Zundert;21821;15-04-2020;28-04-2020;19;87,1;1;4,6;1;4,6
301;Zutphen;47942;15-04-2020;28-04-2020;22;45,9;3;6,3;0;0
1896;Zwartewaterland;22690;15-04-2020;28-04-2020;28;123,4;3;13,2;4;17,6
642;Zwijndrecht;44741;15-04-2020;28-04-2020;48;107,3;5;11,2;8;17,9
193;Zwolle;128831;15-04-2020;28-04-2020;93;72,2;1;0,8;13;10,1
796;'s-Hertogenbosch;155113;01-04-2020;14-04-2020;128;82,5;27;17,4;29;18,7
1680;Aa en Hunze;25453;01-04-2020;14-04-2020;6;23,6;0;0;0;0
358;Aalsmeer;31857;01-04-2020;14-04-2020;10;31,4;4;12,6;0;0
197;Aalten;27117;01-04-2020;14-04-2020;20;73,8;2;7,4;2;7,4
59;Achtkarspelen;27836;01-04-2020;14-04-2020;3;10,8;0;0;0;0
482;Alblasserdam;20165;01-04-2020;14-04-2020;15;74,4;2;9,9;1;5
613;Albrandswaard;25589;01-04-2020;14-04-2020;28;109,4;4;15,6;2;7,8
361;Alkmaar;109444;01-04-2020;14-04-2020;114;104,2;15;13,7;14;12,8
141;Almelo;73080;01-04-2020;14-04-2020;43;58,8;7;9,6;2;2,7
34;Almere;211840;01-04-2020;14-04-2020;97;45,8;35;16,5;5;2,4
484;Alphen aan den Rijn;111889;01-04-2020;14-04-2020;52;46,5;16;14,3;10;8,9
1723;Alphen-Chaam;10213;01-04-2020;14-04-2020;11;107,7;3;29,4;0;0
1959;Altena;55980;01-04-2020;14-04-2020;36;64,3;7;12,5;8;14,3
60;Ameland;3718;01-04-2020;14-04-2020;0;0;0;0;0;0
307;Amersfoort;157279;01-04-2020;14-04-2020;58;36,9;18;11,4;7;4,5
362;Amstelveen;91691;01-04-2020;14-04-2020;109;118,9;17;18,5;23;25,1
363;Amsterdam;872779;01-04-2020;14-04-2020;598;68,5;183;21;84;9,6
200;Apeldoorn;163829;01-04-2020;14-04-2020;125;76,3;25;15,3;22;13,4
3;Appingedam;11644;01-04-2020;14-04-2020;1;8,6;1;8,6;0;0
202;Arnhem;161368;01-04-2020;14-04-2020;107;66,3;18;11,2;12;7,4
106;Assen;68606;01-04-2020;14-04-2020;15;21,9;3;4,4;0;0
743;Asten;16734;01-04-2020;14-04-2020;30;179,3;8;47,8;4;23,9
744;Baarle-Nassau;6860;01-04-2020;14-04-2020;3;43,7;0;0;0;0
308;Baarn;24873;01-04-2020;14-04-2020;18;72,4;3;12,1;3;12,1
489;Barendrecht;48713;01-04-2020;14-04-2020;38;78;11;22,6;4;8,2
203;Barneveld;59077;01-04-2020;14-04-2020;46;77,9;5;8,5;3;5,1
888;Beek;15868;01-04-2020;14-04-2020;10;63;4;25,2;2;12,6
1954;Beekdaelen;35976;01-04-2020;14-04-2020;41;114;11;30,6;10;27,8
370;Beemster;10025;01-04-2020;14-04-2020;2;20;1;10;0;0
889;Beesel;13483;01-04-2020;14-04-2020;17;126,1;9;66,8;4;29,7
1945;Berg en Dal;34990;01-04-2020;14-04-2020;48;137,2;9;25,7;5;14,3
1724;Bergeijk;18638;01-04-2020;14-04-2020;18;96,6;4;21,5;3;16,1
893;Bergen (L.);13085;01-04-2020;14-04-2020;8;61,1;2;15,3;2;15,3
373;Bergen (NH.);29844;01-04-2020;14-04-2020;18;60,3;3;10,1;2;6,7
748;Bergen op Zoom;67489;01-04-2020;14-04-2020;37;54,8;6;8,9;1;1,5
1859;Berkelland;43748;01-04-2020;14-04-2020;26;59,4;5;11,4;1;2,3
1721;Bernheze;31247;01-04-2020;14-04-2020;71;227,2;14;44,8;20;64
753;Best;29985;01-04-2020;14-04-2020;15;50;6;20;3;10
209;Beuningen;25891;01-04-2020;14-04-2020;14;54,1;5;19,3;0;0
375;Beverwijk;41613;01-04-2020;14-04-2020;31;74,5;6;14,4;3;7,2
1728;Bladel;20395;01-04-2020;14-04-2020;17;83,4;6;29,4;2;9,8
376;Blaricum;11536;01-04-2020;14-04-2020;7;60,7;0;0;2;17,3
377;Bloemendaal;23570;01-04-2020;14-04-2020;10;42,4;2;8,5;3;12,7
1901;Bodegraven-Reeuwijk;34869;01-04-2020;14-04-2020;11;31,5;2;5,7;0;0
755;Boekel;10784;01-04-2020;14-04-2020;19;176,2;5;46,4;5;46,4
1681;Borger-Odoorn;25558;01-04-2020;14-04-2020;2;7,8;1;3,9;1;3,9
147;Borne;23313;01-04-2020;14-04-2020;17;72,9;2;8,6;2;8,6
654;Borsele;22738;01-04-2020;14-04-2020;12;52,8;2;8,8;0;0
756;Boxmeer;29371;01-04-2020;14-04-2020;41;139,6;3;10,2;10;34
757;Boxtel;30803;01-04-2020;14-04-2020;14;45,5;4;13;3;9,7
758;Breda;184271;01-04-2020;14-04-2020;104;56,4;12;6,5;21;11,4
501;Brielle;17282;01-04-2020;14-04-2020;11;63,7;3;17,4;0;0
1876;Bronckhorst;36052;01-04-2020;14-04-2020;18;49,9;3;8,3;3;8,3
213;Brummen;20756;01-04-2020;14-04-2020;13;62,6;7;33,7;2;9,6
899;Brunssum;27817;01-04-2020;14-04-2020;28;100,7;11;39,5;3;10,8
312;Bunnik;15191;01-04-2020;14-04-2020;8;52,7;3;19,7;1;6,6
313;Bunschoten;21867;01-04-2020;14-04-2020;26;118,9;4;18,3;2;9,1
214;Buren;26742;01-04-2020;14-04-2020;13;48,6;4;15;2;7,5
502;Capelle aan den IJssel;67151;01-04-2020;14-04-2020;114;169,8;16;23,8;20;29,8
383;Castricum;35988;01-04-2020;14-04-2020;29;80,6;2;5,6;3;8,3
109;Coevorden;35296;01-04-2020;14-04-2020;18;51;4;11,3;1;2,8
1706;Cranendonck;21166;01-04-2020;14-04-2020;75;354,3;14;66,1;14;66,1
1684;Cuijk;25139;01-04-2020;14-04-2020;23;91,5;3;11,9;3;11,9
216;Culemborg;28956;01-04-2020;14-04-2020;16;55,3;3;10,4;2;6,9
148;Dalfsen;28585;01-04-2020;14-04-2020;39;136,4;6;21;4;14
1891;Dantumadiel;18916;01-04-2020;14-04-2020;2;10,6;1;5,3;0;0
310;De Bilt;43124;01-04-2020;14-04-2020;30;69,6;7;16,2;6;13,9
1940;De Fryske Marren;51567;01-04-2020;14-04-2020;22;42,7;2;3,9;2;3,9
736;De Ronde Venen;44457;01-04-2020;14-04-2020;29;65,2;13;29,2;3;6,7
1690;De Wolden;24327;01-04-2020;14-04-2020;21;86,3;7;28,8;0;0
503;Delft;103659;01-04-2020;14-04-2020;49;47,3;10;9,6;4;3,9
10;Delfzijl;24666;01-04-2020;14-04-2020;4;16,2;1;4,1;0;0
400;Den Helder;56305;01-04-2020;14-04-2020;19;33,7;4;7,1;0;0
762;Deurne;32474;01-04-2020;14-04-2020;43;132,4;7;21,6;10;30,8
150;Deventer;100718;01-04-2020;14-04-2020;62;61,6;16;15,9;4;4
384;Diemen;30781;01-04-2020;14-04-2020;27;87,7;5;16,2;3;9,7
1774;Dinkelland;26470;01-04-2020;14-04-2020;22;83,1;1;3,8;3;11,3
221;Doesburg;11078;01-04-2020;14-04-2020;10;90,3;3;27,1;3;27,1
222;Doetinchem;58009;01-04-2020;14-04-2020;30;51,7;4;6,9;3;5,2
766;Dongen;26226;01-04-2020;14-04-2020;20;76,3;3;11,4;4;15,3
505;Dordrecht;119300;01-04-2020;14-04-2020;106;88,9;23;19,3;11;9,2
498;Drechterland;19717;01-04-2020;14-04-2020;25;126,8;1;5,1;7;35,5
1719;Drimmelen;27274;01-04-2020;14-04-2020;11;40,3;4;14,7;2;7,3
303;Dronten;41569;01-04-2020;14-04-2020;46;110,7;7;16,8;6;14,4
225;Druten;18918;01-04-2020;14-04-2020;63;333;6;31,7;5;26,4
226;Duiven;25124;01-04-2020;14-04-2020;21;83,6;6;23,9;2;8
1711;Echt-Susteren;31618;01-04-2020;14-04-2020;26;82,2;9;28,5;7;22,1
385;Edam-Volendam;36201;01-04-2020;14-04-2020;29;80,1;7;19,3;0;0
228;Ede;117166;01-04-2020;14-04-2020;68;58;18;15,4;6;5,1
317;Eemnes;9247;01-04-2020;14-04-2020;7;75,7;0;0;0;0
770;Eersel;19314;01-04-2020;14-04-2020;24;124,3;4;20,7;6;31,1
1903;Eijsden-Margraten;25753;01-04-2020;14-04-2020;63;244,6;22;85,4;13;50,5
772;Eindhoven;234456;01-04-2020;14-04-2020;131;55,9;53;22,6;37;15,8
230;Elburg;23161;01-04-2020;14-04-2020;57;246,1;13;56,1;2;8,6
114;Emmen;107055;01-04-2020;14-04-2020;42;39,2;5;4,7;6;5,6
388;Enkhuizen;18592;01-04-2020;14-04-2020;5;26,9;4;21,5;0;0
153;Enschede;159734;01-04-2020;14-04-2020;71;44,4;20;12,5;8;5
232;Epe;33186;01-04-2020;14-04-2020;39;117,5;13;39,2;7;21,1
233;Ermelo;27005;01-04-2020;14-04-2020;42;155,5;6;22,2;5;18,5
777;Etten-Leur;43880;01-04-2020;14-04-2020;56;127,6;9;20,5;14;31,9
779;Geertruidenberg;21538;01-04-2020;14-04-2020;7;32,5;0;0;2;9,3
1771;Geldrop-Mierlo;39733;01-04-2020;14-04-2020;39;98,2;9;22,7;9;22,7
1652;Gemert-Bakel;30725;01-04-2020;14-04-2020;39;126,9;5;16,3;10;32,5
907;Gennep;16924;01-04-2020;14-04-2020;25;147,7;3;17,7;4;23,6
784;Gilze en Rijen;26438;01-04-2020;14-04-2020;23;87;4;15,1;6;22,7
1924;Goeree-Overflakkee;50049;01-04-2020;14-04-2020;95;189,8;14;28;19;38
664;Goes;38080;01-04-2020;14-04-2020;33;86,7;2;5,3;7;18,4
785;Goirle;23906;01-04-2020;14-04-2020;22;92;6;25,1;5;20,9
1942;Gooise Meren;58041;01-04-2020;14-04-2020;37;63,7;5;8,6;4;6,9
512;Gorinchem;37009;01-04-2020;14-04-2020;75;202,7;6;16,2;10;27
513;Gouda;73443;01-04-2020;14-04-2020;101;137,5;13;17,7;12;16,3
786;Grave;12437;01-04-2020;14-04-2020;14;112,6;4;32,2;3;24,1
14;Groningen;232922;01-04-2020;14-04-2020;42;18;4;1,7;1;0,4
1729;Gulpen-Wittem;14176;01-04-2020;14-04-2020;30;211,6;4;28,2;5;35,3
158;Haaksbergen;24309;01-04-2020;14-04-2020;29;119,3;7;28,8;2;8,2
788;Haaren;14371;01-04-2020;14-04-2020;10;69,6;3;20,9;0;0
392;Haarlem;162961;01-04-2020;14-04-2020;107;65,7;20;12,3;26;16
394;Haarlemmermeer;156039;01-04-2020;14-04-2020;86;55,1;20;12,8;8;5,1
1655;Halderberge;30277;01-04-2020;14-04-2020;27;89,2;1;3,3;3;9,9
160;Hardenberg;60940;01-04-2020;14-04-2020;104;170,7;11;18,1;6;9,8
243;Harderwijk;48429;01-04-2020;14-04-2020;37;76,4;9;18,6;8;16,5
523;Hardinxveld-Giessendam;18295;01-04-2020;14-04-2020;13;71,1;0;0;1;5,5
72;Harlingen;15720;01-04-2020;14-04-2020;7;44,5;2;12,7;0;0
244;Hattem;12213;01-04-2020;14-04-2020;20;163,8;3;24,6;3;24,6
396;Heemskerk;39188;01-04-2020;14-04-2020;31;79,1;2;5,1;4;10,2
397;Heemstede;27239;01-04-2020;14-04-2020;38;139,5;2;7,3;16;58,7
246;Heerde;18587;01-04-2020;14-04-2020;59;317,4;3;16,1;7;37,7
74;Heerenveen;50494;01-04-2020;14-04-2020;50;99;3;5,9;9;17,8
398;Heerhugowaard;57592;01-04-2020;14-04-2020;56;97,2;3;5,2;3;5,2
917;Heerlen;87057;01-04-2020;14-04-2020;126;144,7;29;33,3;19;21,8
1658;Heeze-Leende;16150;01-04-2020;14-04-2020;33;204,3;6;37,2;7;43,3
399;Heiloo;23974;01-04-2020;14-04-2020;17;70,9;2;8,3;0;0
163;Hellendoorn;35923;01-04-2020;14-04-2020;21;58,5;3;8,4;3;8,4
530;Hellevoetsluis;40158;01-04-2020;14-04-2020;31;77,2;10;24,9;0;0
794;Helmond;92432;01-04-2020;14-04-2020;111;120,1;41;44,4;16;17,3
531;Hendrik-Ido-Ambacht;31204;01-04-2020;14-04-2020;17;54,5;3;9,6;3;9,6
164;Hengelo;81147;01-04-2020;14-04-2020;56;69;9;11,1;7;8,6
1966;Het Hogeland;47834;01-04-2020;14-04-2020;13;27,2;3;6,3;1;2,1
252;Heumen;16450;01-04-2020;14-04-2020;22;133,7;6;36,5;2;12,2
797;Heusden;44699;01-04-2020;14-04-2020;30;67,1;7;15,7;7;15,7
534;Hillegom;22208;01-04-2020;14-04-2020;13;58,5;2;9;1;4,5
798;Hilvarenbeek;15514;01-04-2020;14-04-2020;10;64,5;2;12,9;2;12,9
402;Hilversum;90883;01-04-2020;14-04-2020;36;39,6;4;4,4;3;3,3
1963;Hoeksche Waard;87461;01-04-2020;14-04-2020;76;86,9;17;19,4;4;4,6
1735;Hof van Twente;35013;01-04-2020;14-04-2020;33;94,3;4;11,4;3;8,6
1911;Hollands Kroon;48434;01-04-2020;14-04-2020;21;43,4;4;8,3;2;4,1
118;Hoogeveen;55697;01-04-2020;14-04-2020;30;53,9;6;10,8;2;3,6
405;Hoorn;73232;01-04-2020;14-04-2020;34;46,4;10;13,7;5;6,8
1507;Horst aan de Maas;42433;01-04-2020;14-04-2020;48;113,1;6;14,1;4;9,4
321;Houten;50146;01-04-2020;14-04-2020;36;71,8;9;17,9;7;14
406;Huizen;41273;01-04-2020;14-04-2020;25;60,6;5;12,1;2;4,8
677;Hulst;27556;01-04-2020;14-04-2020;19;69;3;10,9;4;14,5
353;IJsselstein;34110;01-04-2020;14-04-2020;37;108,5;8;23,5;17;49,8
1884;Kaag en Braassem;27300;01-04-2020;14-04-2020;8;29,3;1;3,7;2;7,3
166;Kampen;54340;01-04-2020;14-04-2020;150;276;17;31,3;14;25,8
678;Kapelle;12691;01-04-2020;14-04-2020;13;102,4;1;7,9;1;7,9
537;Katwijk;65754;01-04-2020;14-04-2020;67;101,9;12;18,2;5;7,6
928;Kerkrade;45744;01-04-2020;14-04-2020;63;137,7;18;39,3;7;15,3
1598;Koggenland;22752;01-04-2020;14-04-2020;14;61,5;1;4,4;3;13,2
542;Krimpen aan den IJssel;29533;01-04-2020;14-04-2020;21;71,1;5;16,9;1;3,4
1931;Krimpenerwaard;56319;01-04-2020;14-04-2020;47;83,5;11;19,5;11;19,5
1659;Laarbeek;22530;01-04-2020;14-04-2020;21;93,2;9;39,9;10;44,4
1685;Landerd;15730;01-04-2020;14-04-2020;45;286,1;9;57,2;8;50,9
882;Landgraaf;37457;01-04-2020;14-04-2020;52;138,8;18;48,1;7;18,7
415;Landsmeer;11492;01-04-2020;14-04-2020;8;69,6;0;0;0;0
416;Langedijk;28157;01-04-2020;14-04-2020;19;67,5;5;17,8;1;3,6
1621;Lansingerland;62396;01-04-2020;14-04-2020;69;110,6;15;24;16;25,6
