Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
505;Dordrecht;119300;13-05-2020;26-05-2020;134;112,3;2;1,7;20;16,8
498;Drechterland;19717;13-05-2020;26-05-2020;0;0;0;0;0;0
1719;Drimmelen;27274;13-05-2020;26-05-2020;1;3,7;0;0;0;0
303;Dronten;41569;13-05-2020;26-05-2020;10;24,1;0;0;0;0
225;Druten;18918;13-05-2020;26-05-2020;3;15,9;1;5,3;0;0
226;Duiven;25124;13-05-2020;26-05-2020;2;8;0;0;0;0
1711;Echt-Susteren;31618;13-05-2020;26-05-2020;4;12,7;0;0;1;3,2
385;Edam-Volendam;36201;13-05-2020;26-05-2020;24;66,3;1;2,8;0;0
228;Ede;117166;13-05-2020;26-05-2020;12;10,2;0;0;0;0
317;Eemnes;9247;13-05-2020;26-05-2020;1;10,8;0;0;0;0
770;Eersel;19314;13-05-2020;26-05-2020;4;20,7;0;0;0;0
1903;Eijsden-Margraten;25753;13-05-2020;26-05-2020;9;34,9;1;3,9;1;3,9
772;Eindhoven;234456;13-05-2020;26-05-2020;15;6,4;1;0,4;1;0,4
230;Elburg;23161;13-05-2020;26-05-2020;8;34,5;0;0;0;0
114;Emmen;107055;13-05-2020;26-05-2020;1;0,9;0;0;0;0
388;Enkhuizen;18592;13-05-2020;26-05-2020;0;0;0;0;0;0
153;Enschede;159734;13-05-2020;26-05-2020;18;11,3;0;0;3;1,9
232;Epe;33186;13-05-2020;26-05-2020;3;9;0;0;1;3
233;Ermelo;27005;13-05-2020;26-05-2020;10;37;2;7,4;1;3,7
777;Etten-Leur;43880;13-05-2020;26-05-2020;5;11,4;0;0;0;0
779;Geertruidenberg;21538;13-05-2020;26-05-2020;1;4,6;0;0;0;0
1771;Geldrop-Mierlo;39733;13-05-2020;26-05-2020;3;7,6;0;0;0;0
1652;Gemert-Bakel;30725;13-05-2020;26-05-2020;2;6,5;0;0;1;3,3
907;Gennep;16924;13-05-2020;26-05-2020;0;0;0;0;0;0
784;Gilze en Rijen;26438;13-05-2020;26-05-2020;2;7,6;0;0;0;0
1924;Goeree-Overflakkee;50049;13-05-2020;26-05-2020;8;16;0;0;0;0
664;Goes;38080;13-05-2020;26-05-2020;2;5,3;0;0;0;0
785;Goirle;23906;13-05-2020;26-05-2020;3;12,5;0;0;0;0
1942;Gooise Meren;58041;13-05-2020;26-05-2020;6;10,3;0;0;1;1,7
512;Gorinchem;37009;13-05-2020;26-05-2020;2;5,4;0;0;1;2,7
513;Gouda;73443;13-05-2020;26-05-2020;6;8,2;0;0;1;1,4
786;Grave;12437;13-05-2020;26-05-2020;1;8;0;0;1;8
14;Groningen;232922;13-05-2020;26-05-2020;0;0;0;0;0;0
1729;Gulpen-Wittem;14176;13-05-2020;26-05-2020;1;7,1;0;0;1;7,1
158;Haaksbergen;24309;13-05-2020;26-05-2020;1;4,1;0;0;0;0
788;Haaren;14371;13-05-2020;26-05-2020;4;27,8;0;0;0;0
392;Haarlem;162961;13-05-2020;26-05-2020;14;8,6;0;0;5;3,1
394;Haarlemmermeer;156039;13-05-2020;26-05-2020;17;10,9;0;0;1;0,6
1655;Halderberge;30277;13-05-2020;26-05-2020;1;3,3;0;0;0;0
160;Hardenberg;60940;13-05-2020;26-05-2020;0;0;0;0;0;0
243;Harderwijk;48429;13-05-2020;26-05-2020;20;41,3;0;0;2;4,1
523;Hardinxveld-Giessendam;18295;13-05-2020;26-05-2020;2;10,9;0;0;0;0
72;Harlingen;15720;13-05-2020;26-05-2020;0;0;0;0;0;0
244;Hattem;12213;13-05-2020;26-05-2020;0;0;0;0;0;0
396;Heemskerk;39188;13-05-2020;26-05-2020;4;10,2;1;2,6;0;0
397;Heemstede;27239;13-05-2020;26-05-2020;0;0;0;0;0;0
246;Heerde;18587;13-05-2020;26-05-2020;0;0;0;0;0;0
74;Heerenveen;50494;13-05-2020;26-05-2020;3;5,9;0;0;1;2
398;Heerhugowaard;57592;13-05-2020;26-05-2020;4;6,9;0;0;1;1,7
917;Heerlen;87057;13-05-2020;26-05-2020;22;25,3;4;4,6;2;2,3
1658;Heeze-Leende;16150;13-05-2020;26-05-2020;2;12,4;0;0;0;0
399;Heiloo;23974;13-05-2020;26-05-2020;1;4,2;0;0;0;0
163;Hellendoorn;35923;13-05-2020;26-05-2020;1;2,8;0;0;0;0
530;Hellevoetsluis;40158;13-05-2020;26-05-2020;2;5;0;0;1;2,5
794;Helmond;92432;13-05-2020;26-05-2020;15;16,2;1;1,1;1;1,1
531;Hendrik-Ido-Ambacht;31204;13-05-2020;26-05-2020;15;48,1;1;3,2;1;3,2
164;Hengelo;81147;13-05-2020;26-05-2020;4;4,9;0;0;0;0
1966;Het Hogeland;47834;13-05-2020;26-05-2020;0;0;0;0;0;0
252;Heumen;16450;13-05-2020;26-05-2020;1;6,1;0;0;1;6,1
797;Heusden;44699;13-05-2020;26-05-2020;1;2,2;0;0;0;0
534;Hillegom;22208;13-05-2020;26-05-2020;1;4,5;1;4,5;0;0
798;Hilvarenbeek;15514;13-05-2020;26-05-2020;2;12,9;0;0;0;0
402;Hilversum;90883;13-05-2020;26-05-2020;6;6,6;2;2,2;0;0
1963;Hoeksche Waard;87461;13-05-2020;26-05-2020;19;21,7;0;0;0;0
1735;Hof van Twente;35013;13-05-2020;26-05-2020;1;2,9;0;0;0;0
1911;Hollands Kroon;48434;13-05-2020;26-05-2020;0;0;0;0;0;0
118;Hoogeveen;55697;13-05-2020;26-05-2020;4;7,2;0;0;0;0
405;Hoorn;73232;13-05-2020;26-05-2020;0;0;0;0;0;0
1507;Horst aan de Maas;42433;13-05-2020;26-05-2020;0;0;0;0;0;0
321;Houten;50146;13-05-2020;26-05-2020;5;10;0;0;0;0
406;Huizen;41273;13-05-2020;26-05-2020;3;7,3;1;2,4;0;0
677;Hulst;27556;13-05-2020;26-05-2020;1;3,6;0;0;0;0
353;IJsselstein;34110;13-05-2020;26-05-2020;8;23,5;0;0;1;2,9
1884;Kaag en Braassem;27300;13-05-2020;26-05-2020;1;3,7;0;0;0;0
166;Kampen;54340;13-05-2020;26-05-2020;6;11;0;0;0;0
678;Kapelle;12691;13-05-2020;26-05-2020;1;7,9;0;0;0;0
537;Katwijk;65754;13-05-2020;26-05-2020;4;6,1;0;0;1;1,5
928;Kerkrade;45744;13-05-2020;26-05-2020;7;15,3;0;0;1;2,2
1598;Koggenland;22752;13-05-2020;26-05-2020;0;0;0;0;0;0
542;Krimpen aan den IJssel;29533;13-05-2020;26-05-2020;4;13,5;0;0;0;0
1931;Krimpenerwaard;56319;13-05-2020;26-05-2020;25;44,4;0;0;3;5,3
1659;Laarbeek;22530;13-05-2020;26-05-2020;5;22,2;1;4,4;0;0
1685;Landerd;15730;13-05-2020;26-05-2020;2;12,7;0;0;0;0
882;Landgraaf;37457;13-05-2020;26-05-2020;8;21,4;0;0;0;0
415;Landsmeer;11492;13-05-2020;26-05-2020;0;0;0;0;0;0
416;Langedijk;28157;13-05-2020;26-05-2020;1;3,6;0;0;1;3,6
1621;Lansingerland;62396;13-05-2020;26-05-2020;5;8;0;0;3;4,8
417;Laren;11274;13-05-2020;26-05-2020;2;17,7;0;0;0;0
80;Leeuwarden;124058;13-05-2020;26-05-2020;1;0,8;0;0;0;0
546;Leiden;125174;13-05-2020;26-05-2020;11;8,8;0;0;0;0
547;Leiderdorp;27059;13-05-2020;26-05-2020;1;3,7;0;0;0;0
1916;Leidschendam-Voorburg;76553;13-05-2020;26-05-2020;7;9,1;0;0;2;2,6
995;Lelystad;78619;13-05-2020;26-05-2020;6;7,6;2;2,5;1;1,3
1640;Leudal;35896;13-05-2020;26-05-2020;4;11,1;0;0;1;2,8
327;Leusden;30399;13-05-2020;26-05-2020;2;6,6;0;0;0;0
1705;Lingewaard;46606;13-05-2020;26-05-2020;15;32,2;0;0;0;0
553;Lisse;22957;13-05-2020;26-05-2020;0;0;0;0;0;0
262;Lochem;33730;13-05-2020;26-05-2020;6;17,8;1;3;1;3
809;Loon op Zand;23407;13-05-2020;26-05-2020;1;4,3;0;0;0;0
331;Lopik;14471;13-05-2020;26-05-2020;0;0;0;0;0;0
24;Loppersum;9533;13-05-2020;26-05-2020;0;0;0;0;0;0
168;Losser;22685;13-05-2020;26-05-2020;0;0;0;0;0;0
263;Maasdriel;25034;13-05-2020;26-05-2020;2;8;0;0;0;0
1641;Maasgouw;23960;13-05-2020;26-05-2020;3;12,5;0;0;0;0
556;Maassluis;33216;13-05-2020;26-05-2020;6;18,1;1;3;0;0
935;Maastricht;121558;13-05-2020;26-05-2020;81;66,6;5;4,1;11;9
420;Medemblik;45104;13-05-2020;26-05-2020;1;2,2;0;0;0;0
938;Meerssen;18832;13-05-2020;26-05-2020;11;58,4;1;5,3;0;0
1948;Meierijstad;81197;13-05-2020;26-05-2020;6;7,4;0;0;3;3,7
119;Meppel;33902;13-05-2020;26-05-2020;4;11,8;0;0;0;0
687;Middelburg;48810;13-05-2020;26-05-2020;2;4,1;0;0;0;0
1842;Midden-Delfland;19344;13-05-2020;26-05-2020;0;0;0;0;0;0
1731;Midden-Drenthe;33182;13-05-2020;26-05-2020;0;0;0;0;0;0
1952;Midden-Groningen;60804;13-05-2020;26-05-2020;1;1,6;0;0;0;0
815;Mill en Sint Hubert;10941;13-05-2020;26-05-2020;2;18,3;0;0;0;0
1709;Moerdijk;37136;13-05-2020;26-05-2020;4;10,8;0;0;0;0
1978;Molenlanden;43931;13-05-2020;26-05-2020;6;13,7;0;0;0;0
1955;Montferland;36009;13-05-2020;26-05-2020;2;5,6;0;0;0;0
335;Montfoort;13920;13-05-2020;26-05-2020;2;14,4;0;0;0;0
944;Mook en Middelaar;7847;13-05-2020;26-05-2020;1;12,7;0;0;0;0
1740;Neder-Betuwe;24342;13-05-2020;26-05-2020;10;41,1;1;4,1;0;0
946;Nederweert;17022;13-05-2020;26-05-2020;0;0;0;0;0;0
356;Nieuwegein;63461;13-05-2020;26-05-2020;24;37,8;2;3,2;1;1,6
569;Nieuwkoop;28809;13-05-2020;26-05-2020;2;6,9;0;0;0;0
267;Nijkerk;43176;13-05-2020;26-05-2020;4;9,3;0;0;0;0
268;Nijmegen;177698;13-05-2020;26-05-2020;32;18;2;1,1;8;4,5
1930;Nissewaard;85237;13-05-2020;26-05-2020;8;9,4;0;0;0;0
1970;Noardeast-Frysl̢n;45251;13-05-2020;26-05-2020;1;2,2;0;0;0;0
1695;Noord-Beveland;7395;13-05-2020;26-05-2020;3;40,6;0;0;0;0
1699;Noordenveld;31242;13-05-2020;26-05-2020;0;0;0;0;0;0
171;Noordoostpolder;47262;13-05-2020;26-05-2020;4;8,5;0;0;0;0
575;Noordwijk;43528;13-05-2020;26-05-2020;1;2,3;1;2,3;1;2,3
820;Nuenen, Gerwen en Nederwetten;23379;13-05-2020;26-05-2020;1;4,3;0;0;0;0
302;Nunspeet;27845;13-05-2020;26-05-2020;7;25,1;0;0;0;0
579;Oegstgeest;24843;13-05-2020;26-05-2020;1;4;0;0;0;0
823;Oirschot;18723;13-05-2020;26-05-2020;3;16;0;0;0;0
824;Oisterwijk;26241;13-05-2020;26-05-2020;7;26,7;0;0;0;0
1895;Oldambt;38213;13-05-2020;26-05-2020;0;0;0;0;2;5,2
269;Oldebroek;23645;13-05-2020;26-05-2020;3;12,7;1;4,2;0;0
173;Oldenzaal;31832;13-05-2020;26-05-2020;0;0;0;0;0;0
1773;Olst-Wijhe;18251;13-05-2020;26-05-2020;2;11;0;0;0;0
175;Ommen;18007;13-05-2020;26-05-2020;0;0;0;0;0;0
1586;Oost Gelre;29623;13-05-2020;26-05-2020;9;30,4;0;0;0;0
826;Oosterhout;55990;13-05-2020;26-05-2020;12;21,4;1;1,8;0;0
85;Ooststellingwerf;25472;13-05-2020;26-05-2020;0;0;0;0;0;0
431;Oostzaan;9733;13-05-2020;26-05-2020;0;0;0;0;0;0
432;Opmeer;11837;13-05-2020;26-05-2020;0;0;0;0;0;0
86;Opsterland;29742;13-05-2020;26-05-2020;0;0;0;0;0;0
828;Oss;91932;13-05-2020;26-05-2020;9;9,8;0;0;0;0
1509;Oude IJsselstreek;39392;13-05-2020;26-05-2020;3;7,6;0;0;0;0
437;Ouder-Amstel;14029;13-05-2020;26-05-2020;0;0;0;0;0;0
589;Oudewater;10226;13-05-2020;26-05-2020;6;58,7;0;0;0;0
1734;Overbetuwe;47909;13-05-2020;26-05-2020;5;10,4;0;0;1;2,1
590;Papendrecht;32133;13-05-2020;26-05-2020;14;43,6;1;3,1;0;0
1894;Peel en Maas;43420;13-05-2020;26-05-2020;5;11,5;0;0;3;6,9
765;Pekela;12199;13-05-2020;26-05-2020;0;0;0;0;0;0
1926;Pijnacker-Nootdorp;55329;13-05-2020;26-05-2020;4;7,2;0;0;1;1,8
439;Purmerend;81233;13-05-2020;26-05-2020;7;8,6;1;1,2;1;1,2
273;Putten;24113;13-05-2020;26-05-2020;2;8,3;0;0;0;0
177;Raalte;37709;13-05-2020;26-05-2020;5;13,3;0;0;0;0
703;Reimerswaal;22728;13-05-2020;26-05-2020;1;4,4;0;0;0;0
274;Renkum;31404;13-05-2020;26-05-2020;9;28,7;0;0;1;3,2
339;Renswoude;5448;13-05-2020;26-05-2020;0;0;0;0;0;0
1667;Reusel-De Mierden;13110;13-05-2020;26-05-2020;0;0;0;0;0;0
275;Rheden;43736;13-05-2020;26-05-2020;10;22,9;0;0;0;0
340;Rhenen;20125;13-05-2020;26-05-2020;7;34,8;1;5;0;0
597;Ridderkerk;46204;13-05-2020;26-05-2020;0;0;0;0;1;2,2
1742;Rijssen-Holten;38178;13-05-2020;26-05-2020;24;62,9;0;0;3;7,9
603;Rijswijk;54432;13-05-2020;26-05-2020;9;16,5;1;1,8;2;3,7
1669;Roerdalen;20572;13-05-2020;26-05-2020;1;4,9;0;0;0;0
957;Roermond;58254;13-05-2020;26-05-2020;3;5,1;1;1,7;0;0
1674;Roosendaal;77226;13-05-2020;26-05-2020;5;6,5;1;1,3;2;2,6
599;Rotterdam;651376;13-05-2020;26-05-2020;174;26,7;16;2,5;20;3,1
277;Rozendaal;1705;13-05-2020;26-05-2020;0;0;0;0;0;0
840;Rucphen;22873;13-05-2020;26-05-2020;1;4,4;0;0;0;0
518;s-Gravenhage;545163;13-05-2020;26-05-2020;156;28,6;14;2,6;19;3,5
441;Schagen;46482;13-05-2020;26-05-2020;2;4,3;0;0;0;0
279;Scherpenzeel;9880;13-05-2020;26-05-2020;7;70,9;0;0;0;0
606;Schiedam;78739;13-05-2020;26-05-2020;25;31,8;4;5,1;1;1,3
88;Schiermonnikoog;947;13-05-2020;26-05-2020;0;0;0;0;0;0
1676;Schouwen-Duiveland;33858;13-05-2020;26-05-2020;8;23,6;0;0;3;8,9
965;Simpelveld;10552;13-05-2020;26-05-2020;5;47,4;1;9,5;0;0
1702;Sint Anthonis;11672;13-05-2020;26-05-2020;0;0;0;0;0;0
845;Sint-Michielsgestel;29203;13-05-2020;26-05-2020;8;27,4;0;0;4;13,7
1883;Sittard-Geleen;92422;13-05-2020;26-05-2020;9;9,7;0;0;2;2,2
610;Sliedrecht;25217;13-05-2020;26-05-2020;5;19,8;0;0;0;0
1714;Sluis;23217;13-05-2020;26-05-2020;0;0;0;0;0;0
90;Smallingerland;56154;13-05-2020;26-05-2020;1;1,8;0;0;0;0
342;Soest;46607;13-05-2020;26-05-2020;5;10,7;0;0;0;0
847;Someren;19376;13-05-2020;26-05-2020;0;0;0;0;0;0
848;Son en Breugel;17321;13-05-2020;26-05-2020;3;17,3;0;0;0;0
37;Stadskanaal;31688;13-05-2020;26-05-2020;0;0;0;0;0;0
180;Staphorst;17144;13-05-2020;26-05-2020;0;0;0;0;0;0
532;Stede Broec;21734;13-05-2020;26-05-2020;0;0;0;0;0;0
851;Steenbergen;24501;13-05-2020;26-05-2020;3;12,2;0;0;0;0
1708;Steenwijkerland;44139;13-05-2020;26-05-2020;1;2,3;0;0;0;0
971;Stein;25000;13-05-2020;26-05-2020;2;8;0;0;0;0
1904;Stichtse Vecht;64928;13-05-2020;26-05-2020;9;13,9;1;1,5;1;1,5
1900;S̼dwest-Frysl̢n;89987;13-05-2020;26-05-2020;1;1,1;0;0;0;0
715;Terneuzen;54438;13-05-2020;26-05-2020;9;16,5;0;0;0;0
93;Terschelling;4889;13-05-2020;26-05-2020;0;0;0;0;0;0
448;Texel;13573;13-05-2020;26-05-2020;1;7,4;0;0;0;0
1525;Teylingen;37426;13-05-2020;26-05-2020;3;8;1;2,7;0;0
716;Tholen;25758;13-05-2020;26-05-2020;10;38,8;0;0;0;0
281;Tiel;42161;13-05-2020;26-05-2020;7;16,6;1;2,4;0;0
855;Tilburg;219800;13-05-2020;26-05-2020;34;15,5;1;0,5;2;0,9
183;Tubbergen;21279;13-05-2020;26-05-2020;0;0;0;0;0;0
1700;Twenterand;33743;13-05-2020;26-05-2020;2;5,9;0;0;0;0
1730;Tynaarlo;33879;13-05-2020;26-05-2020;0;0;0;0;0;0
737;Tytsjerksteradiel;32046;13-05-2020;26-05-2020;0;0;0;0;0;0
856;Uden;42122;13-05-2020;26-05-2020;3;7,1;0;0;0;0
450;Uitgeest;13649;13-05-2020;26-05-2020;1;7,3;0;0;0;0
451;Uithoorn;29466;13-05-2020;26-05-2020;3;10,2;0;0;0;0
184;Urk;21033;13-05-2020;26-05-2020;6;28,5;0;0;0;0
344;Utrecht;357694;13-05-2020;26-05-2020;88;24,6;3;0,8;5;1,4
1581;Utrechtse Heuvelrug;49601;13-05-2020;26-05-2020;5;10,1;0;0;0;0
981;Vaals;10099;13-05-2020;26-05-2020;0;0;0;0;0;0
994;Valkenburg aan de Geul;16360;13-05-2020;26-05-2020;4;24,4;2;12,2;0;0
858;Valkenswaard;31200;13-05-2020;26-05-2020;2;6,4;0;0;0;0
47;Veendam;27387;13-05-2020;26-05-2020;0;0;0;0;0;0
345;Veenendaal;66491;13-05-2020;26-05-2020;8;12;1;1,5;0;0
717;Veere;21885;13-05-2020;26-05-2020;1;4,6;0;0;0;0
861;Veldhoven;45458;13-05-2020;26-05-2020;5;11;0;0;0;0
453;Velsen;68660;13-05-2020;26-05-2020;4;5,8;0;0;1;1,5
983;Venlo;101797;13-05-2020;26-05-2020;7;6,9;1;1;1;1
984;Venray;43604;13-05-2020;26-05-2020;1;2,3;0;0;0;0
1961;Vijfheerenlanden;56816;13-05-2020;26-05-2020;18;31,7;0;0;0;0
622;Vlaardingen;73445;13-05-2020;26-05-2020;22;30;1;1,4;2;2,7
96;Vlieland;1152;13-05-2020;26-05-2020;0;0;0;0;0;0
718;Vlissingen;44365;13-05-2020;26-05-2020;0;0;0;0;0;0
986;Voerendaal;12471;13-05-2020;26-05-2020;0;0;0;0;0;0
626;Voorschoten;25603;13-05-2020;26-05-2020;5;19,5;0;0;1;3,9
285;Voorst;24546;13-05-2020;26-05-2020;1;4,1;0;0;0;0
865;Vught;26554;13-05-2020;26-05-2020;2;7,5;0;0;0;0
1949;Waadhoeke;46079;13-05-2020;26-05-2020;5;10,9;1;2,2;2;4,3
866;Waalre;17454;13-05-2020;26-05-2020;0;0;0;0;0;0
867;Waalwijk;48620;13-05-2020;26-05-2020;4;8,2;0;0;1;2,1
627;Waddinxveen;29293;13-05-2020;26-05-2020;8;27,3;0;0;1;3,4
289;Wageningen;39673;13-05-2020;26-05-2020;5;12,6;0;0;0;0
629;Wassenaar;26214;13-05-2020;26-05-2020;2;7,6;0;0;0;0
852;Waterland;17422;13-05-2020;26-05-2020;0;0;0;0;0;0
988;Weert;50107;13-05-2020;26-05-2020;3;6;1;2;1;2
457;Weesp;19729;13-05-2020;26-05-2020;5;25,3;0;0;0;0
1960;West Betuwe;51198;13-05-2020;26-05-2020;13;25,4;0;0;0;0
668;West Maas en Waal;19320;13-05-2020;26-05-2020;3;15,5;0;0;0;0
1969;Westerkwartier;63375;13-05-2020;26-05-2020;0;0;0;0;0;0
1701;Westerveld;19460;13-05-2020;26-05-2020;0;0;0;0;0;0
293;Westervoort;14973;13-05-2020;26-05-2020;1;6,7;0;0;0;0
1950;Westerwolde;25796;13-05-2020;26-05-2020;0;0;0;0;0;0
1783;Westland;110357;13-05-2020;26-05-2020;13;11,8;0;0;2;1,8
98;Weststellingwerf;25916;13-05-2020;26-05-2020;0;0;0;0;0;0
614;Westvoorne;14728;13-05-2020;26-05-2020;0;0;0;0;0;0
189;Wierden;24440;13-05-2020;26-05-2020;1;4,1;0;0;0;0
296;Wijchen;41124;13-05-2020;26-05-2020;5;12,2;1;2,4;0;0
1696;Wijdemeren;24360;13-05-2020;26-05-2020;4;16,4;0;0;0;0
352;Wijk bij Duurstede;23910;13-05-2020;26-05-2020;2;8,4;0;0;0;0
294;Winterswijk;28865;13-05-2020;26-05-2020;4;13,9;0;0;0;0
873;Woensdrecht;21883;13-05-2020;26-05-2020;2;9,1;0;0;0;0
632;Woerden;52294;13-05-2020;26-05-2020;7;13,4;0;0;1;1,9
880;Wormerland;16299;13-05-2020;26-05-2020;1;6,1;0;0;0;0
351;Woudenberg;13362;13-05-2020;26-05-2020;1;7,5;0;0;0;0
479;Zaanstad;156711;13-05-2020;26-05-2020;39;24,9;6;3,8;4;2,6
297;Zaltbommel;28901;13-05-2020;26-05-2020;9;31,1;0;0;0;0
473;Zandvoort;17116;13-05-2020;26-05-2020;0;0;0;0;0;0
50;Zeewolde;22656;13-05-2020;26-05-2020;1;4,4;0;0;1;4,4
355;Zeist;64932;13-05-2020;26-05-2020;18;27,7;0;0;5;7,7
299;Zevenaar;43740;13-05-2020;26-05-2020;9;20,6;0;0;0;0
637;Zoetermeer;125283;13-05-2020;26-05-2020;6;4,8;3;2,4;0;0
638;Zoeterwoude;8611;13-05-2020;26-05-2020;1;11,6;0;0;1;11,6
1892;Zuidplas;43894;13-05-2020;26-05-2020;3;6,8;0;0;2;4,6
879;Zundert;21821;13-05-2020;26-05-2020;13;59,6;1;4,6;0;0
301;Zutphen;47942;13-05-2020;26-05-2020;3;6,3;0;0;0;0
1896;Zwartewaterland;22690;13-05-2020;26-05-2020;2;8,8;0;0;1;4,4
642;Zwijndrecht;44741;13-05-2020;26-05-2020;12;26,8;0;0;4;8,9
193;Zwolle;128831;13-05-2020;26-05-2020;2;1,6;0;0;0;0
796;'s-Hertogenbosch;155113;29-04-2020;12-05-2020;36;23,2;0;0;6;3,9
1680;Aa en Hunze;25453;29-04-2020;12-05-2020;0;0;0;0;0;0
358;Aalsmeer;31857;29-04-2020;12-05-2020;1;3,1;0;0;1;3,1
197;Aalten;27117;29-04-2020;12-05-2020;2;7,4;1;3,7;1;3,7
59;Achtkarspelen;27836;29-04-2020;12-05-2020;1;3,6;0;0;0;0
482;Alblasserdam;20165;29-04-2020;12-05-2020;4;19,8;1;5;1;5
613;Albrandswaard;25589;29-04-2020;12-05-2020;9;35,2;3;11,7;1;3,9
361;Alkmaar;109444;29-04-2020;12-05-2020;17;15,5;1;0,9;3;2,7
141;Almelo;73080;29-04-2020;12-05-2020;1;1,4;1;1,4;0;0
34;Almere;211840;29-04-2020;12-05-2020;84;39,7;5;2,4;9;4,2
484;Alphen aan den Rijn;111889;29-04-2020;12-05-2020;26;23,2;3;2,7;2;1,8
1723;Alphen-Chaam;10213;29-04-2020;12-05-2020;0;0;0;0;0;0
1959;Altena;55980;29-04-2020;12-05-2020;6;10,7;1;1,8;0;0
60;Ameland;3718;29-04-2020;12-05-2020;0;0;0;0;0;0
307;Amersfoort;157279;29-04-2020;12-05-2020;22;14;2;1,3;1;0,6
362;Amstelveen;91691;29-04-2020;12-05-2020;14;15,3;0;0;1;1,1
363;Amsterdam;872779;29-04-2020;12-05-2020;310;35,5;40;4,6;43;4,9
200;Apeldoorn;163829;29-04-2020;12-05-2020;32;19,5;0;0;5;3,1
3;Appingedam;11644;29-04-2020;12-05-2020;0;0;0;0;0;0
202;Arnhem;161368;29-04-2020;12-05-2020;25;15,5;2;1,2;1;0,6
106;Assen;68606;29-04-2020;12-05-2020;4;5,8;0;0;0;0
743;Asten;16734;29-04-2020;12-05-2020;4;23,9;0;0;2;12
744;Baarle-Nassau;6860;29-04-2020;12-05-2020;2;29,2;0;0;1;14,6
308;Baarn;24873;29-04-2020;12-05-2020;9;36,2;0;0;1;4
489;Barendrecht;48713;29-04-2020;12-05-2020;16;32,8;3;6,2;2;4,1
203;Barneveld;59077;29-04-2020;12-05-2020;15;25,4;0;0;0;0
888;Beek;15868;29-04-2020;12-05-2020;3;18,9;0;0;1;6,3
1954;Beekdaelen;35976;29-04-2020;12-05-2020;18;50;2;5,6;2;5,6
370;Beemster;10025;29-04-2020;12-05-2020;0;0;0;0;0;0
889;Beesel;13483;29-04-2020;12-05-2020;0;0;0;0;0;0
1945;Berg en Dal;34990;29-04-2020;12-05-2020;8;22,9;1;2,9;1;2,9
1724;Bergeijk;18638;29-04-2020;12-05-2020;5;26,8;2;10,7;0;0
893;Bergen (L.);13085;29-04-2020;12-05-2020;2;15,3;0;0;0;0
373;Bergen (NH.);29844;29-04-2020;12-05-2020;6;20,1;0;0;0;0
748;Bergen op Zoom;67489;29-04-2020;12-05-2020;22;32,6;2;3;1;1,5
1859;Berkelland;43748;29-04-2020;12-05-2020;6;13,7;1;2,3;1;2,3
1721;Bernheze;31247;29-04-2020;12-05-2020;11;35,2;1;3,2;6;19,2
753;Best;29985;29-04-2020;12-05-2020;7;23,3;0;0;0;0
209;Beuningen;25891;29-04-2020;12-05-2020;6;23,2;1;3,9;0;0
375;Beverwijk;41613;29-04-2020;12-05-2020;1;2,4;0;0;1;2,4
1728;Bladel;20395;29-04-2020;12-05-2020;9;44,1;0;0;0;0
376;Blaricum;11536;29-04-2020;12-05-2020;2;17,3;1;8,7;0;0
377;Bloemendaal;23570;29-04-2020;12-05-2020;4;17;0;0;1;4,2
1901;Bodegraven-Reeuwijk;34869;29-04-2020;12-05-2020;8;22,9;0;0;0;0
755;Boekel;10784;29-04-2020;12-05-2020;0;0;0;0;0;0
1681;Borger-Odoorn;25558;29-04-2020;12-05-2020;1;3,9;0;0;0;0
147;Borne;23313;29-04-2020;12-05-2020;0;0;0;0;0;0
654;Borsele;22738;29-04-2020;12-05-2020;0;0;0;0;0;0
756;Boxmeer;29371;29-04-2020;12-05-2020;7;23,8;0;0;4;13,6
757;Boxtel;30803;29-04-2020;12-05-2020;22;71,4;1;3,2;2;6,5
758;Breda;184271;29-04-2020;12-05-2020;23;12,5;0;0;6;3,3
501;Brielle;17282;29-04-2020;12-05-2020;2;11,6;0;0;0;0
1876;Bronckhorst;36052;29-04-2020;12-05-2020;6;16,6;1;2,8;1;2,8
213;Brummen;20756;29-04-2020;12-05-2020;3;14,5;1;4,8;0;0
899;Brunssum;27817;29-04-2020;12-05-2020;11;39,5;1;3,6;1;3,6
312;Bunnik;15191;29-04-2020;12-05-2020;5;32,9;0;0;0;0
313;Bunschoten;21867;29-04-2020;12-05-2020;6;27,4;0;0;1;4,6
214;Buren;26742;29-04-2020;12-05-2020;7;26,2;1;3,7;1;3,7
502;Capelle aan den IJssel;67151;29-04-2020;12-05-2020;23;34,3;3;4,5;5;7,4
383;Castricum;35988;29-04-2020;12-05-2020;4;11,1;1;2,8;0;0
109;Coevorden;35296;29-04-2020;12-05-2020;2;5,7;0;0;0;0
1706;Cranendonck;21166;29-04-2020;12-05-2020;7;33,1;1;4,7;3;14,2
1684;Cuijk;25139;29-04-2020;12-05-2020;3;11,9;0;0;0;0
216;Culemborg;28956;29-04-2020;12-05-2020;5;17,3;0;0;0;0
148;Dalfsen;28585;29-04-2020;12-05-2020;3;10,5;0;0;0;0
