Gemnr;Gemeente;Meldingen;Zkh opname;Overleden;BevAant;Meldingen per 100.000;Zkh opname per 100.000;Overleden per 100.000
226;Duiven;40;13;4;25124;159.2;51.7;15.9
1711;Echt-Susteren;81;37;15;31618;256.2;117;47.4
385;Edam-Volendam;75;21;2;36201;207.2;58;5.5
228;Ede;180;53;18;117166;153.6;45.2;15.4
317;Eemnes;14;2;1;9247;151.4;21.6;10.8
770;Eersel;58;22;9;19314;300.3;113.9;46.6
1903;Eijsden-Margraten;137;51;21;25753;532;198;81.5
772;Eindhoven;406;149;69;234456;173.2;63.6;29.4
230;Elburg;105;18;6;23161;453.3;77.7;25.9
114;Emmen;86;20;10;107055;80.3;18.7;9.3
388;Enkhuizen;28;18;4;18592;150.6;96.8;21.5
153;Enschede;172;51;15;159734;107.7;31.9;9.4
232;Epe;118;33;18;33186;355.6;99.4;54.2
233;Ermelo;95;23;13;27005;351.8;85.2;48.1
777;Etten-Leur;149;40;25;43880;339.6;91.2;57
779;Geertruidenberg;39;11;6;21538;181.1;51.1;27.9
1771;Geldrop-Mierlo;92;26;14;39733;231.5;65.4;35.2
1652;Gemert-Bakel;162;72;29;30725;527.3;234.3;94.4
907;Gennep;49;15;10;16924;289.5;88.6;59.1
784;Gilze en Rijen;70;17;12;26438;264.8;64.3;45.4
1924;Goeree-Overflakkee;240;53;28;50049;479.5;105.9;55.9
664;Goes;67;11;9;38080;175.9;28.9;23.6
785;Goirle;65;26;16;23906;271.9;108.8;66.9
1942;Gooise Meren;90;23;2;58041;155.1;39.6;3.4
512;Gorinchem;137;17;12;37009;370.2;45.9;32.4
513;Gouda;216;33;26;73443;294.1;44.9;35.4
786;Grave;55;19;7;12437;442.2;152.8;56.3
14;Groningen;156;17;3;232922;67;7.3;1.3
1729;Gulpen-Wittem;65;18;8;14176;458.5;127;56.4
158;Haaksbergen;50;14;4;24309;205.7;57.6;16.5
788;Haaren;39;17;7;14371;271.4;118.3;48.7
392;Haarlem;235;56;46;162961;144.2;34.4;28.2
394;Haarlemmermeer;192;57;18;156039;123;36.5;11.5
1655;Halderberge;52;13;6;30277;171.7;42.9;19.8
160;Hardenberg;162;23;7;60940;265.8;37.7;11.5
243;Harderwijk;110;27;12;48429;227.1;55.8;24.8
523;Hardinxveld-Giessendam;28;1;2;18295;153;5.5;10.9
72;Harlingen;16;4;1;15720;101.8;25.4;6.4
244;Hattem;41;11;5;12213;335.7;90.1;40.9
396;Heemskerk;75;25;9;39188;191.4;63.8;23
397;Heemstede;87;10;30;27239;319.4;36.7;110.1
246;Heerde;167;33;24;18587;898.5;177.5;129.1
74;Heerenveen;81;13;17;50494;160.4;25.7;33.7
398;Heerhugowaard;130;26;8;57592;225.7;45.1;13.9
917;Heerlen;294;110;43;87057;337.7;126.4;49.4
1658;Heeze-Leende;55;13;8;16150;340.6;80.5;49.5
399;Heiloo;43;9;7;23974;179.4;37.5;29.2
163;Hellendoorn;72;8;4;35923;200.4;22.3;11.1
530;Hellevoetsluis;58;14;1;40158;144.4;34.9;2.5
794;Helmond;286;92;32;92432;309.4;99.5;34.6
531;Hendrik-Ido-Ambacht;29;6;3;31204;92.9;19.2;9.6
164;Hengelo;111;20;15;81147;136.8;24.6;18.5
1966;Het Hogeland;26;7;2;47834;54.4;14.6;4.2
252;Heumen;63;17;5;16450;383;103.3;30.4
797;Heusden;123;43;16;44699;275.2;96.2;35.8
534;Hillegom;28;7;2;22208;126.1;31.5;9
798;Hilvarenbeek;33;7;4;15514;212.7;45.1;25.8
402;Hilversum;137;27;4;90883;150.7;29.7;4.4
1963;Hoeksche Waard;231;70;14;87461;264.1;80;16
1735;Hof van Twente;58;15;2;35013;165.7;42.8;5.7
1911;Hollands Kroon;57;26;6;48434;117.7;53.7;12.4
118;Hoogeveen;76;15;5;55697;136.5;26.9;9
405;Hoorn;75;30;11;73232;102.4;41;15
1507;Horst aan de Maas;113;40;23;42433;266.3;94.3;54.2
321;Houten;103;24;11;50146;205.4;47.9;21.9
406;Huizen;91;18;3;41273;220.5;43.6;7.3
677;Hulst;26;8;4;27556;94.4;29;14.5
353;IJsselstein;109;33;27;34110;319.6;96.7;79.2
1884;Kaag en Braassem;26;6;2;27300;95.2;22;7.3
166;Kampen;301;58;26;54340;553.9;106.7;47.8
678;Kapelle;21;3;1;12691;165.5;23.6;7.9
537;Katwijk;159;25;11;65754;241.8;38;16.7
928;Kerkrade;153;55;24;45744;334.5;120.2;52.5
1598;Koggenland;31;6;6;22752;136.3;26.4;26.4
542;Krimpen aan den IJssel;60;9;5;29533;203.2;30.5;16.9
1931;Krimpenerwaard;126;42;19;56319;223.7;74.6;33.7
1659;Laarbeek;96;36;26;22530;426.1;159.8;115.4
1685;Landerd;119;39;18;15730;756.5;247.9;114.4
882;Landgraaf;119;49;12;37457;317.7;130.8;32
415;Landsmeer;22;3;2;11492;191.4;26.1;17.4
416;Langedijk;43;16;2;28157;152.7;56.8;7.1
1621;Lansingerland;159;36;17;62396;254.8;57.7;27.2
417;Laren;24;8;1;11274;212.9;71;8.9
80;Leeuwarden;53;33;6;124058;42.7;26.6;4.8
546;Leiden;120;37;15;125174;95.9;29.6;12
547;Leiderdorp;26;10;5;27059;96.1;37;18.5
1916;Leidschendam-Voorburg;90;19;7;76553;117.6;24.8;9.1
995;Lelystad;136;56;10;78619;173;71.2;12.7
1640;Leudal;169;53;22;35896;470.8;147.6;61.3
327;Leusden;36;8;4;30399;118.4;26.3;13.2
1705;Lingewaard;92;29;8;46606;197.4;62.2;17.2
553;Lisse;20;6;2;22957;87.1;26.1;8.7
262;Lochem;77;12;10;33730;228.3;35.6;29.6
809;Loon op Zand;51;20;6;23407;217.9;85.4;25.6
331;Lopik;51;19;7;14471;352.4;131.3;48.4
24;Loppersum;2;0;0;9533;21;0;0
168;Losser;22;7;0;22685;97;30.9;0
263;Maasdriel;38;15;4;25034;151.8;59.9;16
1641;Maasgouw;87;27;10;23960;363.1;112.7;41.7
556;Maassluis;48;17;3;33216;144.5;51.2;9
935;Maastricht;598;160;84;121558;491.9;131.6;69.1
420;Medemblik;66;17;6;45104;146.3;37.7;13.3
938;Meerssen;81;20;10;18832;430.1;106.2;53.1
1948;Meierijstad;473;197;116;81197;582.5;242.6;142.9
119;Meppel;31;6;3;33902;91.4;17.7;8.8
687;Middelburg;44;15;7;48810;90.1;30.7;14.3
1842;Midden-Delfland;15;4;0;19344;77.5;20.7;0
1731;Midden-Drenthe;19;6;0;33182;57.3;18.1;0
1952;Midden-Groningen;29;6;2;60804;47.7;9.9;3.3
815;Mill en Sint Hubert;30;9;4;10941;274.2;82.3;36.6
1709;Moerdijk;58;13;8;37136;156.2;35;21.5
1978;Molenlanden;97;18;5;43931;220.8;41;11.4
1955;Montferland;78;12;4;36009;216.6;33.3;11.1
335;Montfoort;34;12;4;13920;244.3;86.2;28.7
944;Mook en Middelaar;32;6;4;7847;407.8;76.5;51
1740;Neder-Betuwe;97;31;17;24342;398.5;127.4;69.8
946;Nederweert;48;30;7;17022;282;176.2;41.1
356;Nieuwegein;98;38;11;63461;154.4;59.9;17.3
569;Nieuwkoop;45;8;4;28809;156.2;27.8;13.9
267;Nijkerk;49;21;2;43176;113.5;48.6;4.6
268;Nijmegen;499;118;47;177698;280.8;66.4;26.4
1930;Nissewaard;135;39;10;85237;158.4;45.8;11.7
1970;Noardeast-Fryslân;23;6;4;45251;50.8;13.3;8.8
1695;Noord-Beveland;6;1;0;7395;81.1;13.5;0
1699;Noordenveld;18;3;1;31242;57.6;9.6;3.2
171;Noordoostpolder;63;14;4;47262;133.3;29.6;8.5
575;Noordwijk;38;15;1;43528;87.3;34.5;2.3
820;Nuenen, Gerwen en Nederwetten;43;16;8;23379;183.9;68.4;34.2
302;Nunspeet;177;35;17;27845;635.7;125.7;61.1
579;Oegstgeest;36;8;3;24843;144.9;32.2;12.1
823;Oirschot;53;12;6;18723;283.1;64.1;32
824;Oisterwijk;57;16;9;26241;217.2;61;34.3
1895;Oldambt;12;6;0;38213;31.4;15.7;0
269;Oldebroek;130;29;15;23645;549.8;122.6;63.4
173;Oldenzaal;48;14;5;31832;150.8;44;15.7
1773;Olst-Wijhe;42;12;7;18251;230.1;65.7;38.4
175;Ommen;47;9;2;18007;261;50;11.1
1586;Oost Gelre;48;9;5;29623;162;30.4;16.9
826;Oosterhout;88;40;12;55990;157.2;71.4;21.4
85;Ooststellingwerf;7;3;0;25472;27.5;11.8;0
431;Oostzaan;25;11;1;9733;256.9;113;10.3
432;Opmeer;7;1;1;11837;59.1;8.4;8.4
86;Opsterland;22;6;0;29742;74;20.2;0
828;Oss;418;160;78;91932;454.7;174;84.8
1509;Oude IJsselstreek;62;15;7;39392;157.4;38.1;17.8
437;Ouder-Amstel;26;5;0;14029;185.3;35.6;0
589;Oudewater;49;25;7;10226;479.2;244.5;68.5
1734;Overbetuwe;111;56;13;47909;231.7;116.9;27.1
590;Papendrecht;47;7;6;32133;146.3;21.8;18.7
1894;Peel en Maas;251;140;57;43420;578.1;322.4;131.3
765;Pekela;5;4;0;12199;41;32.8;0
1926;Pijnacker-Nootdorp;95;21;9;55329;171.7;38;16.3
439;Purmerend;186;64;21;81233;229;78.8;25.9
273;Putten;18;3;0;24113;74.6;12.4;0
177;Raalte;132;23;14;37709;350;61;37.1
703;Reimerswaal;28;4;2;22728;123.2;17.6;8.8
274;Renkum;60;14;4;31404;191.1;44.6;12.7
339;Renswoude;17;5;5;5448;312;91.8;91.8
1667;Reusel-De Mierden;21;10;2;13110;160.2;76.3;15.3
275;Rheden;65;31;14;43736;148.6;70.9;32
340;Rhenen;21;7;4;20125;104.3;34.8;19.9
597;Ridderkerk;93;32;10;46204;201.3;69.3;21.6
1742;Rijssen-Holten;122;27;8;38178;319.6;70.7;21
603;Rijswijk;95;28;16;54432;174.5;51.4;29.4
1669;Roerdalen;44;26;7;20572;213.9;126.4;34
957;Roermond;116;54;20;58254;199.1;92.7;34.3
1674;Roosendaal;184;25;16;77226;238.3;32.4;20.7
599;Rotterdam;1788;385;173;651376;274.5;59.1;26.6
277;Rozendaal;3;1;0;1705;176;58.7;0
840;Rucphen;48;8;7;22873;209.9;35;30.6
518;s-Gravenhage;1028;265;121;545163;188.6;48.6;22.2
441;Schagen;67;19;7;46482;144.1;40.9;15.1
279;Scherpenzeel;20;3;2;9880;202.4;30.4;20.2
606;Schiedam;169;37;9;78739;214.6;47;11.4
88;Schiermonnikoog;0;0;0;947;0;0;0
1676;Schouwen-Duiveland;31;11;0;33858;91.6;32.5;0
965;Simpelveld;39;17;3;10552;369.6;161.1;28.4
1702;Sint Anthonis;59;19;10;11672;505.5;162.8;85.7
845;Sint-Michielsgestel;84;34;13;29203;287.6;116.4;44.5
1883;Sittard-Geleen;331;104;46;92422;358.1;112.5;49.8
610;Sliedrecht;42;8;3;25217;166.6;31.7;11.9
1714;Sluis;16;7;4;23217;68.9;30.2;17.2
90;Smallingerland;47;8;4;56154;83.7;14.2;7.1
342;Soest;71;22;10;46607;152.3;47.2;21.5
847;Someren;89;29;6;19376;459.3;149.7;31
848;Son en Breugel;66;27;13;17321;381;155.9;75.1
37;Stadskanaal;5;2;1;31688;15.8;6.3;3.2
180;Staphorst;54;8;4;17144;315;46.7;23.3
532;Stede Broec;47;19;5;21734;216.3;87.4;23
851;Steenbergen;67;12;11;24501;273.5;49;44.9
1708;Steenwijkerland;79;14;5;44139;179;31.7;11.3
971;Stein;99;39;15;25000;396;156;60
1904;Stichtse Vecht;87;30;6;64928;134;46.2;9.2
1900;Súdwest-Fryslân;69;17;3;89987;76.7;18.9;3.3
715;Terneuzen;97;24;2;54438;178.2;44.1;3.7
93;Terschelling;2;0;0;4889;40.9;0;0
448;Texel;10;4;1;13573;73.7;29.5;7.4
1525;Teylingen;44;12;1;37426;117.6;32.1;2.7
716;Tholen;130;38;14;25758;504.7;147.5;54.4
281;Tiel;89;39;16;42161;211.1;92.5;37.9
855;Tilburg;625;168;136;219800;284.3;76.4;61.9
183;Tubbergen;74;11;3;21279;347.8;51.7;14.1
1700;Twenterand;54;12;2;33743;160;35.6;5.9
1730;Tynaarlo;37;9;0;33879;109.2;26.6;0
737;Tytsjerksteradiel;15;4;1;32046;46.8;12.5;3.1
856;Uden;238;112;60;42122;565;265.9;142.4
450;Uitgeest;21;5;1;13649;153.9;36.6;7.3
451;Uithoorn;45;16;2;29466;152.7;54.3;6.8
184;Urk;65;20;4;21033;309;95.1;19
344;Utrecht;732;211;73;357694;204.6;59;20.4
1581;Utrechtse Heuvelrug;87;28;8;49601;175.4;56.5;16.1
981;Vaals;28;10;1;10099;277.3;99;9.9
994;Valkenburg aan de Geul;63;16;6;16360;385.1;97.8;36.7
858;Valkenswaard;140;15;30;31200;448.7;48.1;96.2
47;Veendam;9;2;0;27387;32.9;7.3;0
345;Veenendaal;132;40;10;66491;198.5;60.2;15
717;Veere;24;6;2;21885;109.7;27.4;9.1
861;Veldhoven;112;26;16;45458;246.4;57.2;35.2
453;Velsen;240;29;30;68660;349.5;42.2;43.7
983;Venlo;278;123;52;101797;273.1;120.8;51.1
984;Venray;98;36;16;43604;224.8;82.6;36.7
1961;Vijfheerenlanden;197;27;33;56816;346.7;47.5;58.1
622;Vlaardingen;214;32;16;73445;291.4;43.6;21.8
96;Vlieland;0;0;0;1152;0;0;0
718;Vlissingen;47;9;5;44365;105.9;20.3;11.3
986;Voerendaal;41;16;7;12471;328.8;128.3;56.1
626;Voorschoten;35;9;5;25603;136.7;35.2;19.5
285;Voorst;53;11;8;24546;215.9;44.8;32.6
865;Vught;94;37;15;26554;354;139.3;56.5
1949;Waadhoeke;84;11;8;46079;182.3;23.9;17.4
866;Waalre;27;6;4;17454;154.7;34.4;22.9
867;Waalwijk;126;23;29;48620;259.2;47.3;59.6
627;Waddinxveen;48;16;5;29293;163.9;54.6;17.1
289;Wageningen;42;19;9;39673;105.9;47.9;22.7
629;Wassenaar;43;8;9;26214;164;30.5;34.3
852;Waterland;28;14;3;17422;160.7;80.4;17.2
988;Weert;117;63;11;50107;233.5;125.7;22
457;Weesp;51;9;1;19729;258.5;45.6;5.1
1960;West Betuwe;153;40;19;51198;298.8;78.1;37.1
668;West Maas en Waal;72;16;7;19320;372.7;82.8;36.2
1969;Westerkwartier;55;14;4;63375;86.8;22.1;6.3
1701;Westerveld;32;8;3;19460;164.4;41.1;15.4
293;Westervoort;31;12;4;14973;207;80.1;26.7
1950;Westerwolde;6;5;0;25796;23.3;19.4;0
1783;Westland;228;50;24;110357;206.6;45.3;21.7
98;Weststellingwerf;26;3;3;25916;100.3;11.6;11.6
614;Westvoorne;23;6;0;14728;156.2;40.7;0
189;Wierden;43;4;5;24440;175.9;16.4;20.5
296;Wijchen;123;38;10;41124;299.1;92.4;24.3
1696;Wijdemeren;23;7;0;24360;94.4;28.7;0
352;Wijk bij Duurstede;27;8;1;23910;112.9;33.5;4.2
294;Winterswijk;33;3;2;28865;114.3;10.4;6.9
873;Woensdrecht;58;5;6;21883;265;22.8;27.4
632;Woerden;134;45;16;52294;256.2;86.1;30.6
880;Wormerland;40;18;6;16299;245.4;110.4;36.8
351;Woudenberg;26;9;1;13362;194.6;67.4;7.5
479;Zaanstad;310;104;36;156711;197.8;66.4;23
297;Zaltbommel;69;18;7;28901;238.7;62.3;24.2
473;Zandvoort;29;10;7;17116;169.4;58.4;40.9
50;Zeewolde;34;11;3;22656;150.1;48.6;13.2
355;Zeist;126;34;16;64932;194;52.4;24.6
299;Zevenaar;80;42;13;43740;182.9;96;29.7
637;Zoetermeer;160;45;10;125283;127.7;35.9;8
638;Zoeterwoude;7;2;0;8611;81.3;23.2;0
1892;Zuidplas;114;22;12;43894;259.7;50.1;27.3
879;Zundert;63;19;9;21821;288.7;87.1;41.2
301;Zutphen;65;20;8;47942;135.6;41.7;16.7
1896;Zwartewaterland;129;32;13;22690;568.5;141;57.3
642;Zwijndrecht;110;16;9;44741;245.9;35.8;20.1
193;Zwolle;317;53;44;128831;246.1;41.1;34.2
