Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-26,5-9,Man,0,0
2020-04-26,10-14,Man,0,0
2020-04-26,15-19,Man,0,1
2020-04-26,20-24,Man,0,0
2020-04-26,25-29,Man,0,3
2020-04-26,30-34,Man,1,2
2020-04-26,35-39,Man,1,4
2020-04-26,40-44,Man,0,4
2020-04-26,45-49,Man,2,5
2020-04-26,50-54,Man,1,19
2020-04-26,55-59,Man,16,54
2020-04-26,60-64,Man,16,86
2020-04-26,65-69,Man,21,171
2020-04-26,70-74,Man,55,303
2020-04-26,75-79,Man,82,539
2020-04-26,80-84,Man,86,568
2020-04-26,85-89,Man,87,533
2020-04-26,90-94,Man,65,228
2020-04-26,95+,Man,15,54
2020-06-23,0-4,Vrouw,0,0
2020-06-23,5-9,Vrouw,0,0
2020-06-23,10-14,Vrouw,0,0
2020-06-23,15-19,Vrouw,0,0
2020-06-23,20-24,Vrouw,0,0
2020-06-23,25-29,Vrouw,0,0
2020-06-23,30-34,Vrouw,0,1
2020-06-23,35-39,Vrouw,1,2
2020-06-23,40-44,Vrouw,0,0
2020-06-23,45-49,Vrouw,4,14
2020-06-23,50-54,Vrouw,6,20
2020-06-23,55-59,Vrouw,5,24
2020-06-23,60-64,Vrouw,14,52
2020-06-23,65-69,Vrouw,25,114
2020-06-23,70-74,Vrouw,61,243
2020-06-23,75-79,Vrouw,82,345
2020-06-23,80-84,Vrouw,140,524
2020-06-23,85-89,Vrouw,228,664
2020-06-23,90-94,Vrouw,183,508
2020-06-23,95+,Vrouw,92,230
2020-06-23,0-4,Man,0,0
2020-06-23,5-9,Man,0,0
2020-06-23,10-14,Man,0,0
2020-06-23,15-19,Man,0,1
2020-06-23,20-24,Man,0,0
2020-06-23,25-29,Man,0,3
2020-06-23,30-34,Man,1,3
2020-06-23,35-39,Man,1,5
2020-06-23,40-44,Man,2,6
2020-06-23,45-49,Man,4,9
2020-06-23,50-54,Man,8,27
2020-06-23,55-59,Man,21,75
2020-06-23,60-64,Man,26,112
2020-06-23,65-69,Man,49,220
2020-06-23,70-74,Man,81,384
2020-06-23,75-79,Man,121,660
2020-06-23,80-84,Man,173,741
2020-06-23,85-89,Man,179,712
2020-06-23,90-94,Man,93,321
2020-06-23,95+,Man,21,75
2020-06-22,0-4,Vrouw,0,0
2020-06-22,5-9,Vrouw,0,0
2020-06-22,10-14,Vrouw,0,0
2020-06-22,15-19,Vrouw,0,0
2020-06-22,20-24,Vrouw,0,0
2020-06-22,25-29,Vrouw,0,0
2020-06-22,30-34,Vrouw,0,1
2020-06-22,35-39,Vrouw,0,2
2020-06-22,40-44,Vrouw,0,0
2020-06-22,45-49,Vrouw,0,14
2020-06-22,50-54,Vrouw,0,20
2020-06-22,55-59,Vrouw,0,24
2020-06-22,60-64,Vrouw,0,52
2020-06-22,65-69,Vrouw,0,114
2020-06-22,70-74,Vrouw,0,243
2020-06-22,75-79,Vrouw,0,345
2020-06-22,80-84,Vrouw,0,524
2020-06-22,85-89,Vrouw,0,664
2020-06-22,90-94,Vrouw,-1,507
2020-06-22,95+,Vrouw,0,230
2020-06-22,0-4,Man,0,0
2020-06-22,5-9,Man,0,0
2020-06-22,10-14,Man,0,0
2020-06-22,15-19,Man,0,1
2020-06-22,20-24,Man,0,0
2020-06-22,25-29,Man,0,3
2020-06-22,30-34,Man,0,3
2020-06-22,35-39,Man,0,5
2020-06-22,40-44,Man,0,6
2020-06-22,45-49,Man,0,9
2020-06-22,50-54,Man,0,27
2020-06-22,55-59,Man,0,75
2020-06-22,60-64,Man,0,112
2020-06-22,65-69,Man,0,220
2020-06-22,70-74,Man,0,384
2020-06-22,75-79,Man,-2,658
2020-06-22,80-84,Man,-1,740
2020-06-22,85-89,Man,-1,711
2020-06-22,90-94,Man,0,321
2020-06-22,95+,Man,0,75
2020-04-27,0-4,Vrouw,0,0
2020-04-27,5-9,Vrouw,0,0
2020-04-27,10-14,Vrouw,0,0
2020-04-27,15-19,Vrouw,0,0
2020-04-27,20-24,Vrouw,0,0
2020-04-27,25-29,Vrouw,0,0
2020-04-27,30-34,Vrouw,0,1
2020-04-27,35-39,Vrouw,-1,1
2020-04-27,40-44,Vrouw,0,0
2020-04-27,45-49,Vrouw,-4,10
2020-04-27,50-54,Vrouw,-5,15
2020-04-27,55-59,Vrouw,-5,19
2020-04-27,60-64,Vrouw,-14,38
2020-04-27,65-69,Vrouw,-23,91
2020-04-27,70-74,Vrouw,-58,185
2020-04-27,75-79,Vrouw,-79,266
2020-04-27,80-84,Vrouw,-137,387
2020-04-27,85-89,Vrouw,-223,441
2020-04-27,90-94,Vrouw,-179,328
2020-04-27,95+,Vrouw,-91,139
2020-04-27,0-4,Man,0,0
2020-04-27,5-9,Man,0,0
2020-04-27,10-14,Man,0,0
2020-04-27,15-19,Man,0,1
2020-04-27,20-24,Man,0,0
2020-04-27,25-29,Man,0,3
2020-04-27,30-34,Man,-1,2
2020-04-27,35-39,Man,-1,4
2020-04-27,40-44,Man,-2,4
2020-04-27,45-49,Man,-4,5
2020-04-27,50-54,Man,-8,19
2020-04-27,55-59,Man,-21,54
2020-04-27,60-64,Man,-26,86
2020-04-27,65-69,Man,-48,172
2020-04-27,70-74,Man,-81,303
2020-04-27,75-79,Man,-114,544
2020-04-27,80-84,Man,-168,572
2020-04-27,85-89,Man,-170,541
2020-04-27,90-94,Man,-89,232
2020-04-27,95+,Man,-21,54
2020-05-28,0-4,Vrouw,0,0
2020-05-28,5-9,Vrouw,0,0
2020-05-28,10-14,Vrouw,0,0
2020-05-28,15-19,Vrouw,0,0
2020-05-28,20-24,Vrouw,0,0
2020-05-28,25-29,Vrouw,0,0
2020-05-28,30-34,Vrouw,0,1
2020-05-28,35-39,Vrouw,1,2
2020-05-28,40-44,Vrouw,0,0
2020-05-28,45-49,Vrouw,4,14
2020-05-28,50-54,Vrouw,4,19
2020-05-28,55-59,Vrouw,5,24
2020-05-28,60-64,Vrouw,12,50
2020-05-28,65-69,Vrouw,21,112
2020-05-28,70-74,Vrouw,51,236
2020-05-28,75-79,Vrouw,71,337
2020-05-28,80-84,Vrouw,120,507
2020-05-28,85-89,Vrouw,197,638
2020-05-28,90-94,Vrouw,157,485
2020-05-28,95+,Vrouw,80,219
2020-05-28,0-4,Man,0,0
2020-05-28,5-9,Man,0,0
2020-05-28,10-14,Man,0,0
2020-05-28,15-19,Man,0,1
2020-05-28,20-24,Man,0,0
2020-05-28,25-29,Man,0,3
2020-05-28,30-34,Man,0,2
2020-05-28,35-39,Man,1,5
2020-05-28,40-44,Man,1,5
2020-05-28,45-49,Man,4,9
2020-05-28,50-54,Man,7,26
2020-05-28,55-59,Man,19,73
2020-05-28,60-64,Man,23,109
2020-05-28,65-69,Man,41,213
2020-05-28,70-74,Man,73,376
2020-05-28,75-79,Man,103,647
2020-05-28,80-84,Man,151,723
2020-05-28,85-89,Man,147,688
2020-05-28,90-94,Man,74,306
2020-05-28,95+,Man,19,73
2020-05-14,0-4,Vrouw,0,0
2020-05-14,5-9,Vrouw,0,0
2020-05-14,10-14,Vrouw,0,0
2020-05-14,15-19,Vrouw,0,0
2020-05-14,20-24,Vrouw,0,0
2020-05-14,25-29,Vrouw,0,0
2020-05-14,30-34,Vrouw,0,1
2020-05-14,35-39,Vrouw,0,2
2020-05-14,40-44,Vrouw,0,0
2020-05-14,45-49,Vrouw,-1,13
2020-05-14,50-54,Vrouw,-1,18
2020-05-14,55-59,Vrouw,-1,23
2020-05-14,60-64,Vrouw,-1,49
2020-05-14,65-69,Vrouw,-4,108
2020-05-14,70-74,Vrouw,-9,227
2020-05-14,75-79,Vrouw,-15,322
2020-05-14,80-84,Vrouw,-25,482
2020-05-14,85-89,Vrouw,-52,586
2020-05-14,90-94,Vrouw,-35,450
2020-05-14,95+,Vrouw,-20,199
2020-05-14,0-4,Man,0,0
2020-05-14,5-9,Man,0,0
2020-05-14,10-14,Man,0,0
2020-05-14,15-19,Man,0,1
2020-05-14,20-24,Man,0,0
2020-05-14,25-29,Man,0,3
2020-05-14,30-34,Man,0,2
2020-05-14,35-39,Man,0,5
2020-05-14,40-44,Man,0,5
2020-05-14,45-49,Man,-1,8
2020-05-14,50-54,Man,-4,22
2020-05-14,55-59,Man,-4,69
2020-05-14,60-64,Man,-7,102
2020-05-14,65-69,Man,-18,195
2020-05-14,70-74,Man,-19,357
2020-05-14,75-79,Man,-20,627
2020-05-14,80-84,Man,-28,695
2020-05-14,85-89,Man,-31,657
2020-05-14,90-94,Man,-16,290
2020-05-14,95+,Man,-1,72
2020-05-01,0-4,Vrouw,0,0
2020-05-01,5-9,Vrouw,0,0
2020-05-01,10-14,Vrouw,0,0
2020-05-01,15-19,Vrouw,0,0
2020-05-01,20-24,Vrouw,0,0
2020-05-01,25-29,Vrouw,0,0
2020-05-01,30-34,Vrouw,0,1
2020-05-01,35-39,Vrouw,-1,1
2020-05-01,40-44,Vrouw,0,0
2020-05-01,45-49,Vrouw,-2,11
2020-05-01,50-54,Vrouw,-1,17
2020-05-01,55-59,Vrouw,-2,21
2020-05-01,60-64,Vrouw,-4,45
2020-05-01,65-69,Vrouw,-12,96
2020-05-01,70-74,Vrouw,-23,204
2020-05-01,75-79,Vrouw,-36,286
2020-05-01,80-84,Vrouw,-59,423
2020-05-01,85-89,Vrouw,-101,485
2020-05-01,90-94,Vrouw,-91,359
2020-05-01,95+,Vrouw,-35,164
2020-05-01,0-4,Man,0,0
2020-05-01,5-9,Man,0,0
2020-05-01,10-14,Man,0,0
2020-05-01,15-19,Man,0,1
2020-05-01,20-24,Man,0,0
2020-05-01,25-29,Man,0,3
2020-05-01,30-34,Man,0,2
2020-05-01,35-39,Man,0,5
2020-05-01,40-44,Man,0,5
2020-05-01,45-49,Man,-2,6
2020-05-01,50-54,Man,-3,19
2020-05-01,55-59,Man,-10,59
2020-05-01,60-64,Man,-8,94
2020-05-01,65-69,Man,-11,184
2020-05-01,70-74,Man,-39,318
2020-05-01,75-79,Man,-54,573
2020-05-01,80-84,Man,-71,624
2020-05-01,85-89,Man,-80,577
2020-05-01,90-94,Man,-41,249
2020-05-01,95+,Man,-12,60
2020-05-15,0-4,Vrouw,0,0
2020-05-15,5-9,Vrouw,0,0
2020-05-15,10-14,Vrouw,0,0
2020-05-15,15-19,Vrouw,0,0
2020-05-15,20-24,Vrouw,0,0
2020-05-15,25-29,Vrouw,0,0
2020-05-15,30-34,Vrouw,0,1
2020-05-15,35-39,Vrouw,1,2
2020-05-15,40-44,Vrouw,0,0
2020-05-15,45-49,Vrouw,3,14
2020-05-15,50-54,Vrouw,1,18
2020-05-15,55-59,Vrouw,2,23
2020-05-15,60-64,Vrouw,4,49
2020-05-15,65-69,Vrouw,13,109
2020-05-15,70-74,Vrouw,26,230
2020-05-15,75-79,Vrouw,39,325
2020-05-15,80-84,Vrouw,65,488
2020-05-15,85-89,Vrouw,109,594
2020-05-15,90-94,Vrouw,97,456
2020-05-15,95+,Vrouw,38,202
2020-05-15,0-4,Man,0,0
2020-05-15,5-9,Man,0,0
2020-05-15,10-14,Man,0,0
2020-05-15,15-19,Man,0,1
2020-05-15,20-24,Man,0,0
2020-05-15,25-29,Man,0,3
2020-05-15,30-34,Man,0,2
2020-05-15,35-39,Man,0,5
2020-05-15,40-44,Man,0,5
2020-05-15,45-49,Man,2,8
2020-05-15,50-54,Man,5,24
2020-05-15,55-59,Man,11,70
2020-05-15,60-64,Man,9,103
2020-05-15,65-69,Man,16,200
2020-05-15,70-74,Man,41,359
2020-05-15,75-79,Man,56,629
2020-05-15,80-84,Man,74,698
2020-05-15,85-89,Man,83,660
2020-05-15,90-94,Man,44,293
2020-05-15,95+,Man,12,72
2020-05-29,0-4,Vrouw,0,0
2020-05-29,5-9,Vrouw,0,0
2020-05-29,10-14,Vrouw,0,0
2020-05-29,15-19,Vrouw,0,0
2020-05-29,20-24,Vrouw,0,0
2020-05-29,25-29,Vrouw,0,0
2020-05-29,30-34,Vrouw,0,1
2020-05-29,35-39,Vrouw,0,2
2020-05-29,40-44,Vrouw,0,0
2020-05-29,45-49,Vrouw,0,14
2020-05-29,50-54,Vrouw,1,19
2020-05-29,55-59,Vrouw,1,24
2020-05-29,60-64,Vrouw,1,50
2020-05-29,65-69,Vrouw,3,112
2020-05-29,70-74,Vrouw,7,237
2020-05-29,75-79,Vrouw,13,338
2020-05-29,80-84,Vrouw,21,509
2020-05-29,85-89,Vrouw,48,642
2020-05-29,90-94,Vrouw,34,490
2020-05-29,95+,Vrouw,18,220
2020-05-29,0-4,Man,0,0
2020-05-29,5-9,Man,0,0
2020-05-29,10-14,Man,0,0
2020-05-29,15-19,Man,0,1
2020-05-29,20-24,Man,0,0
2020-05-29,25-29,Man,0,3
2020-05-29,30-34,Man,0,2
2020-05-29,35-39,Man,0,5
2020-05-29,40-44,Man,0,5
2020-05-29,45-49,Man,1,9
2020-05-29,50-54,Man,2,26
2020-05-29,55-59,Man,3,73
2020-05-29,60-64,Man,6,109
2020-05-29,65-69,Man,14,214
2020-05-29,70-74,Man,18,377
2020-05-29,75-79,Man,19,648
2020-05-29,80-84,Man,29,727
2020-05-29,85-89,Man,33,693
2020-05-29,90-94,Man,15,308
2020-05-29,95+,Man,1,73
2020-05-03,0-4,Vrouw,0,0
2020-05-03,5-9,Vrouw,0,0
2020-05-03,10-14,Vrouw,0,0
2020-05-03,15-19,Vrouw,0,0
2020-05-03,20-24,Vrouw,0,0
2020-05-03,25-29,Vrouw,0,0
2020-05-03,30-34,Vrouw,0,1
2020-05-03,35-39,Vrouw,-1,1
2020-05-03,40-44,Vrouw,0,0
2020-05-03,45-49,Vrouw,-3,11
2020-05-03,50-54,Vrouw,-1,18
2020-05-03,55-59,Vrouw,-3,21
2020-05-03,60-64,Vrouw,-4,46
2020-05-03,65-69,Vrouw,-11,101
2020-05-03,70-74,Vrouw,-27,210
2020-05-03,75-79,Vrouw,-44,294
2020-05-03,80-84,Vrouw,-73,436
2020-05-03,85-89,Vrouw,-130,512
2020-05-03,90-94,Vrouw,-117,373
2020-05-03,95+,Vrouw,-47,173
2020-05-03,0-4,Man,0,0
2020-05-03,5-9,Man,0,0
2020-05-03,10-14,Man,0,0
2020-05-03,15-19,Man,0,1
2020-05-03,20-24,Man,0,0
2020-05-03,25-29,Man,0,3
2020-05-03,30-34,Man,0,2
2020-05-03,35-39,Man,0,5
2020-05-03,40-44,Man,0,5
2020-05-03,45-49,Man,-3,6
2020-05-03,50-54,Man,-7,19
2020-05-03,55-59,Man,-13,60
2020-05-03,60-64,Man,-14,95
2020-05-03,65-69,Man,-27,187
2020-05-03,70-74,Man,-51,326
2020-05-03,75-79,Man,-62,586
2020-05-03,80-84,Man,-80,647
2020-05-03,85-89,Man,-96,597
2020-05-03,90-94,Man,-52,256
2020-05-03,95+,Man,-10,63
2020-05-17,0-4,Vrouw,0,0
2020-05-17,5-9,Vrouw,0,0
2020-05-17,10-14,Vrouw,0,0
2020-05-17,15-19,Vrouw,0,0
2020-05-17,20-24,Vrouw,0,0
2020-05-17,25-29,Vrouw,0,0
2020-05-17,30-34,Vrouw,0,1
2020-05-17,35-39,Vrouw,1,2
2020-05-17,40-44,Vrouw,0,0
2020-05-17,45-49,Vrouw,3,14
2020-05-17,50-54,Vrouw,0,18
2020-05-17,55-59,Vrouw,2,23
2020-05-17,60-64,Vrouw,3,49
2020-05-17,65-69,Vrouw,8,109
2020-05-17,70-74,Vrouw,21,231
2020-05-17,75-79,Vrouw,33,327
2020-05-17,80-84,Vrouw,54,490
2020-05-17,85-89,Vrouw,86,598
2020-05-17,90-94,Vrouw,86,459
2020-05-17,95+,Vrouw,32,205
2020-05-17,0-4,Man,0,0
2020-05-17,5-9,Man,0,0
2020-05-17,10-14,Man,0,0
2020-05-17,15-19,Man,0,1
2020-05-17,20-24,Man,0,0
2020-05-17,25-29,Man,0,3
2020-05-17,30-34,Man,0,2
2020-05-17,35-39,Man,0,5
2020-05-17,40-44,Man,0,5
2020-05-17,45-49,Man,2,8
2020-05-17,50-54,Man,5,24
2020-05-17,55-59,Man,11,71
2020-05-17,60-64,Man,8,103
2020-05-17,65-69,Man,18,205
2020-05-17,70-74,Man,37,363
2020-05-17,75-79,Man,45,631
2020-05-17,80-84,Man,54,701
2020-05-17,85-89,Man,67,664
2020-05-17,90-94,Man,40,296
2020-05-17,95+,Man,9,72
2020-05-16,0-4,Vrouw,0,0
2020-05-16,5-9,Vrouw,0,0
2020-05-16,10-14,Vrouw,0,0
2020-05-16,15-19,Vrouw,0,0
2020-05-16,20-24,Vrouw,0,0
2020-05-16,25-29,Vrouw,0,0
2020-05-16,30-34,Vrouw,0,1
2020-05-16,35-39,Vrouw,0,2
2020-05-16,40-44,Vrouw,0,0
2020-05-16,45-49,Vrouw,0,14
2020-05-16,50-54,Vrouw,0,18
2020-05-16,55-59,Vrouw,0,23
2020-05-16,60-64,Vrouw,0,49
2020-05-16,65-69,Vrouw,0,109
2020-05-16,70-74,Vrouw,-1,230
2020-05-16,75-79,Vrouw,-1,326
2020-05-16,80-84,Vrouw,0,490
2020-05-16,85-89,Vrouw,-2,596
2020-05-16,90-94,Vrouw,0,459
2020-05-16,95+,Vrouw,0,205
2020-05-16,0-4,Man,0,0
2020-05-16,5-9,Man,0,0
2020-05-16,10-14,Man,0,0
2020-05-16,15-19,Man,0,1
2020-05-16,20-24,Man,0,0
2020-05-16,25-29,Man,0,3
2020-05-16,30-34,Man,0,2
2020-05-16,35-39,Man,0,5
2020-05-16,40-44,Man,0,5
2020-05-16,45-49,Man,0,8
2020-05-16,50-54,Man,0,24
2020-05-16,55-59,Man,-1,70
2020-05-16,60-64,Man,0,103
2020-05-16,65-69,Man,-2,203
2020-05-16,70-74,Man,-1,362
2020-05-16,75-79,Man,0,631
2020-05-16,80-84,Man,-1,700
2020-05-16,85-89,Man,0,664
2020-05-16,90-94,Man,-1,295
2020-05-16,95+,Man,0,72
2020-05-02,0-4,Vrouw,0,0
2020-05-02,5-9,Vrouw,0,0
2020-05-02,10-14,Vrouw,0,0
2020-05-02,15-19,Vrouw,0,0
2020-05-02,20-24,Vrouw,0,0
2020-05-02,25-29,Vrouw,0,0
2020-05-02,30-34,Vrouw,0,1
2020-05-02,35-39,Vrouw,-1,1
2020-05-02,40-44,Vrouw,0,0
2020-05-02,45-49,Vrouw,-3,11
2020-05-02,50-54,Vrouw,-1,17
2020-05-02,55-59,Vrouw,-2,21
2020-05-02,60-64,Vrouw,-4,45
2020-05-02,65-69,Vrouw,-9,100
2020-05-02,70-74,Vrouw,-24,206
2020-05-02,75-79,Vrouw,-33,293
2020-05-02,80-84,Vrouw,-62,428
2020-05-02,85-89,Vrouw,-95,501
2020-05-02,90-94,Vrouw,-90,369
2020-05-02,95+,Vrouw,-37,168
2020-05-02,0-4,Man,0,0
2020-05-02,5-9,Man,0,0
2020-05-02,10-14,Man,0,0
2020-05-02,15-19,Man,0,1
2020-05-02,20-24,Man,0,0
2020-05-02,25-29,Man,0,3
2020-05-02,30-34,Man,0,2
2020-05-02,35-39,Man,0,5
2020-05-02,40-44,Man,0,5
2020-05-02,45-49,Man,-2,6
2020-05-02,50-54,Man,-5,19
2020-05-02,55-59,Man,-10,60
2020-05-02,60-64,Man,-8,95
2020-05-02,65-69,Man,-17,186
2020-05-02,70-74,Man,-42,320
2020-05-02,75-79,Man,-51,580
2020-05-02,80-84,Man,-64,636
2020-05-02,85-89,Man,-72,592
2020-05-02,90-94,Man,-41,254
2020-05-02,95+,Man,-11,61
2020-05-06,0-4,Vrouw,0,0
2020-05-06,5-9,Vrouw,0,0
2020-05-06,10-14,Vrouw,0,0
2020-05-06,15-19,Vrouw,0,0
2020-05-06,20-24,Vrouw,0,0
2020-05-06,25-29,Vrouw,0,0
2020-05-06,30-34,Vrouw,0,1
2020-05-06,35-39,Vrouw,0,1
2020-05-06,40-44,Vrouw,0,0
2020-05-06,45-49,Vrouw,0,11
2020-05-06,50-54,Vrouw,1,18
2020-05-06,55-59,Vrouw,0,21
2020-05-06,60-64,Vrouw,1,46
2020-05-06,65-69,Vrouw,6,106
2020-05-06,70-74,Vrouw,10,216
2020-05-06,75-79,Vrouw,9,302
2020-05-06,80-84,Vrouw,21,449
2020-05-06,85-89,Vrouw,31,532
2020-05-06,90-94,Vrouw,24,393
2020-05-06,95+,Vrouw,10,178
2020-05-06,0-4,Man,0,0
2020-05-06,5-9,Man,0,0
2020-05-06,10-14,Man,0,0
2020-05-06,15-19,Man,0,1
2020-05-06,20-24,Man,0,0
2020-05-06,25-29,Man,0,3
2020-05-06,30-34,Man,0,2
2020-05-06,35-39,Man,0,5
2020-05-06,40-44,Man,0,5
2020-05-06,45-49,Man,0,6
2020-05-06,50-54,Man,0,19
2020-05-06,55-59,Man,2,62
2020-05-06,60-64,Man,3,98
2020-05-06,65-69,Man,3,189
2020-05-06,70-74,Man,14,334
2020-05-06,75-79,Man,20,600
2020-05-06,80-84,Man,25,661
2020-05-06,85-89,Man,20,612
2020-05-06,90-94,Man,12,266
2020-05-06,95+,Man,5,66
2020-05-12,0-4,Vrouw,0,0
2020-05-12,5-9,Vrouw,0,0
2020-05-12,10-14,Vrouw,0,0
2020-05-12,15-19,Vrouw,0,0
2020-05-12,20-24,Vrouw,0,0
2020-05-12,25-29,Vrouw,0,0
2020-05-12,30-34,Vrouw,0,1
2020-05-12,35-39,Vrouw,1,2
2020-05-12,40-44,Vrouw,0,0
2020-05-12,45-49,Vrouw,2,13
2020-05-12,50-54,Vrouw,0,18
2020-05-12,55-59,Vrouw,2,23
2020-05-12,60-64,Vrouw,1,47
2020-05-12,65-69,Vrouw,1,107
2020-05-12,70-74,Vrouw,7,223
2020-05-12,75-79,Vrouw,18,320
2020-05-12,80-84,Vrouw,26,475
2020-05-12,85-89,Vrouw,42,574
2020-05-12,90-94,Vrouw,49,442
2020-05-12,95+,Vrouw,17,195
2020-05-12,0-4,Man,0,0
2020-05-12,5-9,Man,0,0
2020-05-12,10-14,Man,0,0
2020-05-12,15-19,Man,0,1
2020-05-12,20-24,Man,0,0
2020-05-12,25-29,Man,0,3
2020-05-12,30-34,Man,0,2
2020-05-12,35-39,Man,0,5
2020-05-12,40-44,Man,0,5
2020-05-12,45-49,Man,1,7
2020-05-12,50-54,Man,3,22
2020-05-12,55-59,Man,5,67
2020-05-12,60-64,Man,3,101
2020-05-12,65-69,Man,5,194
2020-05-12,70-74,Man,16,350
2020-05-12,75-79,Man,23,623
2020-05-12,80-84,Man,26,687
2020-05-12,85-89,Man,38,650
2020-05-12,90-94,Man,16,282
2020-05-12,95+,Man,5,71
2020-05-13,0-4,Vrouw,0,0
2020-05-13,5-9,Vrouw,0,0
2020-05-13,10-14,Vrouw,0,0
2020-05-13,15-19,Vrouw,0,0
2020-05-13,20-24,Vrouw,0,0
2020-05-13,25-29,Vrouw,0,0
2020-05-13,30-34,Vrouw,0,1
2020-05-13,35-39,Vrouw,0,2
2020-05-13,40-44,Vrouw,0,0
2020-05-13,45-49,Vrouw,0,13
2020-05-13,50-54,Vrouw,0,18
2020-05-13,55-59,Vrouw,0,23
2020-05-13,60-64,Vrouw,1,48
2020-05-13,65-69,Vrouw,1,108
2020-05-13,70-74,Vrouw,2,225
2020-05-13,75-79,Vrouw,1,321
2020-05-13,80-84,Vrouw,6,481
2020-05-13,85-89,Vrouw,9,583
2020-05-13,90-94,Vrouw,6,448
2020-05-13,95+,Vrouw,2,197
2020-05-13,0-4,Man,0,0
2020-05-13,5-9,Man,0,0
2020-05-13,10-14,Man,0,0
2020-05-13,15-19,Man,0,1
2020-05-13,20-24,Man,0,0
2020-05-13,25-29,Man,0,3
2020-05-13,30-34,Man,0,2
2020-05-13,35-39,Man,0,5
2020-05-13,40-44,Man,0,5
2020-05-13,45-49,Man,0,7
2020-05-13,50-54,Man,0,22
2020-05-13,55-59,Man,1,68
2020-05-13,60-64,Man,1,102
2020-05-13,65-69,Man,1,195
2020-05-13,70-74,Man,3,353
2020-05-13,75-79,Man,2,625
2020-05-13,80-84,Man,5,692
2020-05-13,85-89,Man,4,654
2020-05-13,90-94,Man,7,289
2020-05-13,95+,Man,0,71
2020-05-07,0-4,Vrouw,0,0
2020-05-07,5-9,Vrouw,0,0
2020-05-07,10-14,Vrouw,0,0
2020-05-07,15-19,Vrouw,0,0
2020-05-07,20-24,Vrouw,0,0
2020-05-07,25-29,Vrouw,0,0
2020-05-07,30-34,Vrouw,0,1
2020-05-07,35-39,Vrouw,-1,1
2020-05-07,40-44,Vrouw,0,0
2020-05-07,45-49,Vrouw,-1,12
2020-05-07,50-54,Vrouw,0,18
2020-05-07,55-59,Vrouw,-2,21
2020-05-07,60-64,Vrouw,-2,46
2020-05-07,65-69,Vrouw,-2,106
2020-05-07,70-74,Vrouw,-7,218
2020-05-07,75-79,Vrouw,-14,307
2020-05-07,80-84,Vrouw,-29,452
2020-05-07,85-89,Vrouw,-44,539
2020-05-07,90-94,Vrouw,-36,412
2020-05-07,95+,Vrouw,-15,182
2020-05-07,0-4,Man,0,0
2020-05-07,5-9,Man,0,0
2020-05-07,10-14,Man,0,0
2020-05-07,15-19,Man,0,1
2020-05-07,20-24,Man,0,0
2020-05-07,25-29,Man,0,3
2020-05-07,30-34,Man,0,2
2020-05-07,35-39,Man,0,5
2020-05-07,40-44,Man,0,5
2020-05-07,45-49,Man,0,7
2020-05-07,50-54,Man,-3,19
2020-05-07,55-59,Man,-5,63
2020-05-07,60-64,Man,-4,98
2020-05-07,65-69,Man,-3,192
2020-05-07,70-74,Man,-14,339
2020-05-07,75-79,Man,-14,611
2020-05-07,80-84,Man,-27,665
2020-05-07,85-89,Man,-32,622
2020-05-07,90-94,Man,-15,274
2020-05-07,95+,Man,-5,66
2020-05-11,0-4,Vrouw,0,0
2020-05-11,5-9,Vrouw,0,0
2020-05-11,10-14,Vrouw,0,0
2020-05-11,15-19,Vrouw,0,0
2020-05-11,20-24,Vrouw,0,0
2020-05-11,25-29,Vrouw,0,0
2020-05-11,30-34,Vrouw,0,1
2020-05-11,35-39,Vrouw,1,2
2020-05-11,40-44,Vrouw,0,0
2020-05-11,45-49,Vrouw,1,13
2020-05-11,50-54,Vrouw,0,18
2020-05-11,55-59,Vrouw,1,22
2020-05-11,60-64,Vrouw,0,46
2020-05-11,65-69,Vrouw,2,108
2020-05-11,70-74,Vrouw,4,222
2020-05-11,75-79,Vrouw,9,316
2020-05-11,80-84,Vrouw,17,469
2020-05-11,85-89,Vrouw,31,570
2020-05-11,90-94,Vrouw,20,432
2020-05-11,95+,Vrouw,11,193
2020-05-11,0-4,Man,0,0
2020-05-11,5-9,Man,0,0
2020-05-11,10-14,Man,0,0
2020-05-11,15-19,Man,0,1
2020-05-11,20-24,Man,0,0
2020-05-11,25-29,Man,0,3
2020-05-11,30-34,Man,0,2
2020-05-11,35-39,Man,0,5
2020-05-11,40-44,Man,0,5
2020-05-11,45-49,Man,0,7
2020-05-11,50-54,Man,2,21
2020-05-11,55-59,Man,3,66
2020-05-11,60-64,Man,3,101
2020-05-11,65-69,Man,2,194
2020-05-11,70-74,Man,7,346
2020-05-11,75-79,Man,9,620
2020-05-11,80-84,Man,18,683
2020-05-11,85-89,Man,21,643
2020-05-11,90-94,Man,3,277
2020-05-11,95+,Man,4,70
2020-05-05,0-4,Vrouw,0,0
2020-05-05,5-9,Vrouw,0,0
2020-05-05,10-14,Vrouw,0,0
2020-05-05,15-19,Vrouw,0,0
2020-05-05,20-24,Vrouw,0,0
2020-05-05,25-29,Vrouw,0,0
2020-05-05,30-34,Vrouw,0,1
2020-05-05,35-39,Vrouw,-1,1
2020-05-05,40-44,Vrouw,0,0
2020-05-05,45-49,Vrouw,-2,11
2020-05-05,50-54,Vrouw,0,18
