Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-05,55-59,Vrouw,-1,21
2020-05-05,60-64,Vrouw,1,47
2020-05-05,65-69,Vrouw,-5,103
2020-05-05,70-74,Vrouw,-7,215
2020-05-05,75-79,Vrouw,-16,300
2020-05-05,80-84,Vrouw,-22,447
2020-05-05,85-89,Vrouw,-45,525
2020-05-05,90-94,Vrouw,-43,389
2020-05-05,95+,Vrouw,-15,178
2020-05-05,0-4,Man,0,0
2020-05-05,5-9,Man,0,0
2020-05-05,10-14,Man,0,0
2020-05-05,15-19,Man,0,1
2020-05-05,20-24,Man,0,0
2020-05-05,25-29,Man,0,3
2020-05-05,30-34,Man,0,2
2020-05-05,35-39,Man,0,5
2020-05-05,40-44,Man,0,5
2020-05-05,45-49,Man,-1,6
2020-05-05,50-54,Man,-2,19
2020-05-05,55-59,Man,-5,61
2020-05-05,60-64,Man,-4,97
2020-05-05,65-69,Man,-6,188
2020-05-05,70-74,Man,-13,333
2020-05-05,75-79,Man,-24,596
2020-05-05,80-84,Man,-26,657
2020-05-05,85-89,Man,-35,608
2020-05-05,90-94,Man,-12,265
2020-05-05,95+,Man,-5,65
2020-05-04,0-4,Vrouw,0,0
2020-05-04,5-9,Vrouw,0,0
2020-05-04,10-14,Vrouw,0,0
2020-05-04,15-19,Vrouw,0,0
2020-05-04,20-24,Vrouw,0,0
2020-05-04,25-29,Vrouw,0,0
2020-05-04,30-34,Vrouw,0,1
2020-05-04,35-39,Vrouw,0,1
2020-05-04,40-44,Vrouw,0,0
2020-05-04,45-49,Vrouw,0,11
2020-05-04,50-54,Vrouw,0,18
2020-05-04,55-59,Vrouw,0,21
2020-05-04,60-64,Vrouw,-1,46
2020-05-04,65-69,Vrouw,-2,101
2020-05-04,70-74,Vrouw,-3,212
2020-05-04,75-79,Vrouw,-5,295
2020-05-04,80-84,Vrouw,-7,440
2020-05-04,85-89,Vrouw,-11,514
2020-05-04,90-94,Vrouw,-12,377
2020-05-04,95+,Vrouw,-4,174
2020-05-04,0-4,Man,0,0
2020-05-04,5-9,Man,0,0
2020-05-04,10-14,Man,0,0
2020-05-04,15-19,Man,0,1
2020-05-04,20-24,Man,0,0
2020-05-04,25-29,Man,0,3
2020-05-04,30-34,Man,0,2
2020-05-04,35-39,Man,0,5
2020-05-04,40-44,Man,0,5
2020-05-04,45-49,Man,0,6
2020-05-04,50-54,Man,0,19
2020-05-04,55-59,Man,0,61
2020-05-04,60-64,Man,-1,96
2020-05-04,65-69,Man,-1,187
2020-05-04,70-74,Man,-7,326
2020-05-04,75-79,Man,-7,589
2020-05-04,80-84,Man,-6,651
2020-05-04,85-89,Man,-9,599
2020-05-04,90-94,Man,-8,257
2020-05-04,95+,Man,-2,63
2020-05-10,0-4,Vrouw,0,0
2020-05-10,5-9,Vrouw,0,0
2020-05-10,10-14,Vrouw,0,0
2020-05-10,15-19,Vrouw,0,0
2020-05-10,20-24,Vrouw,0,0
2020-05-10,25-29,Vrouw,0,0
2020-05-10,30-34,Vrouw,0,1
2020-05-10,35-39,Vrouw,1,2
2020-05-10,40-44,Vrouw,0,0
2020-05-10,45-49,Vrouw,2,13
2020-05-10,50-54,Vrouw,0,18
2020-05-10,55-59,Vrouw,1,22
2020-05-10,60-64,Vrouw,0,46
2020-05-10,65-69,Vrouw,6,107
2020-05-10,70-74,Vrouw,10,222
2020-05-10,75-79,Vrouw,20,315
2020-05-10,80-84,Vrouw,27,467
2020-05-10,85-89,Vrouw,50,564
2020-05-10,90-94,Vrouw,53,430
2020-05-10,95+,Vrouw,19,193
2020-05-10,0-4,Man,0,0
2020-05-10,5-9,Man,0,0
2020-05-10,10-14,Man,0,0
2020-05-10,15-19,Man,0,1
2020-05-10,20-24,Man,0,0
2020-05-10,25-29,Man,0,3
2020-05-10,30-34,Man,0,2
2020-05-10,35-39,Man,0,5
2020-05-10,40-44,Man,0,5
2020-05-10,45-49,Man,1,7
2020-05-10,50-54,Man,2,21
2020-05-10,55-59,Man,5,66
2020-05-10,60-64,Man,5,101
2020-05-10,65-69,Man,7,194
2020-05-10,70-74,Man,20,346
2020-05-10,75-79,Man,32,621
2020-05-10,80-84,Man,29,680
2020-05-10,85-89,Man,42,641
2020-05-10,90-94,Man,20,277
2020-05-10,95+,Man,7,70
2020-05-09,0-4,Vrouw,0,0
2020-05-09,5-9,Vrouw,0,0
2020-05-09,10-14,Vrouw,0,0
2020-05-09,15-19,Vrouw,0,0
2020-05-09,20-24,Vrouw,0,0
2020-05-09,25-29,Vrouw,0,0
2020-05-09,30-34,Vrouw,0,1
2020-05-09,35-39,Vrouw,0,2
2020-05-09,40-44,Vrouw,0,0
2020-05-09,45-49,Vrouw,-1,12
2020-05-09,50-54,Vrouw,0,18
2020-05-09,55-59,Vrouw,0,22
2020-05-09,60-64,Vrouw,0,46
2020-05-09,65-69,Vrouw,0,107
2020-05-09,70-74,Vrouw,-1,221
2020-05-09,75-79,Vrouw,0,315
2020-05-09,80-84,Vrouw,-2,465
2020-05-09,85-89,Vrouw,-3,561
2020-05-09,90-94,Vrouw,-2,428
2020-05-09,95+,Vrouw,-1,192
2020-05-09,0-4,Man,0,0
2020-05-09,5-9,Man,0,0
2020-05-09,10-14,Man,0,0
2020-05-09,15-19,Man,0,1
2020-05-09,20-24,Man,0,0
2020-05-09,25-29,Man,0,3
2020-05-09,30-34,Man,0,2
2020-05-09,35-39,Man,0,5
2020-05-09,40-44,Man,0,5
2020-05-09,45-49,Man,0,7
2020-05-09,50-54,Man,0,21
2020-05-09,55-59,Man,0,66
2020-05-09,60-64,Man,-1,100
2020-05-09,65-69,Man,0,194
2020-05-09,70-74,Man,-1,345
2020-05-09,75-79,Man,0,621
2020-05-09,80-84,Man,-4,676
2020-05-09,85-89,Man,0,641
2020-05-09,90-94,Man,0,277
2020-05-09,95+,Man,-2,68
2020-05-21,0-4,Vrouw,0,0
2020-05-21,5-9,Vrouw,0,0
2020-05-21,10-14,Vrouw,0,0
2020-05-21,15-19,Vrouw,0,0
2020-05-21,20-24,Vrouw,0,0
2020-05-21,25-29,Vrouw,0,0
2020-05-21,30-34,Vrouw,0,1
2020-05-21,35-39,Vrouw,0,2
2020-05-21,40-44,Vrouw,0,0
2020-05-21,45-49,Vrouw,2,14
2020-05-21,50-54,Vrouw,1,19
2020-05-21,55-59,Vrouw,1,23
2020-05-21,60-64,Vrouw,4,50
2020-05-21,65-69,Vrouw,3,110
2020-05-21,70-74,Vrouw,12,233
2020-05-21,75-79,Vrouw,16,331
2020-05-21,80-84,Vrouw,34,499
2020-05-21,85-89,Vrouw,55,616
2020-05-21,90-94,Vrouw,41,469
2020-05-21,95+,Vrouw,21,213
2020-05-21,0-4,Man,0,0
2020-05-21,5-9,Man,0,0
2020-05-21,10-14,Man,0,0
2020-05-21,15-19,Man,0,1
2020-05-21,20-24,Man,0,0
2020-05-21,25-29,Man,0,3
2020-05-21,30-34,Man,0,2
2020-05-21,35-39,Man,0,5
2020-05-21,40-44,Man,0,5
2020-05-21,45-49,Man,1,8
2020-05-21,50-54,Man,3,24
2020-05-21,55-59,Man,6,72
2020-05-21,60-64,Man,6,106
2020-05-21,65-69,Man,13,207
2020-05-21,70-74,Man,24,369
2020-05-21,75-79,Man,14,635
2020-05-21,80-84,Man,34,710
2020-05-21,85-89,Man,31,672
2020-05-21,90-94,Man,26,303
2020-05-21,95+,Man,5,73
2020-05-20,0-4,Vrouw,0,0
2020-05-20,5-9,Vrouw,0,0
2020-05-20,10-14,Vrouw,0,0
2020-05-20,15-19,Vrouw,0,0
2020-05-20,20-24,Vrouw,0,0
2020-05-20,25-29,Vrouw,0,0
2020-05-20,30-34,Vrouw,0,1
2020-05-20,35-39,Vrouw,0,2
2020-05-20,40-44,Vrouw,0,0
2020-05-20,45-49,Vrouw,0,14
2020-05-20,50-54,Vrouw,-1,18
2020-05-20,55-59,Vrouw,0,23
2020-05-20,60-64,Vrouw,0,50
2020-05-20,65-69,Vrouw,0,110
2020-05-20,70-74,Vrouw,0,233
2020-05-20,75-79,Vrouw,-2,329
2020-05-20,80-84,Vrouw,-1,498
2020-05-20,85-89,Vrouw,-4,612
2020-05-20,90-94,Vrouw,-5,464
2020-05-20,95+,Vrouw,0,213
2020-05-20,0-4,Man,0,0
2020-05-20,5-9,Man,0,0
2020-05-20,10-14,Man,0,0
2020-05-20,15-19,Man,0,1
2020-05-20,20-24,Man,0,0
2020-05-20,25-29,Man,0,3
2020-05-20,30-34,Man,0,2
2020-05-20,35-39,Man,0,5
2020-05-20,40-44,Man,0,5
2020-05-20,45-49,Man,0,8
2020-05-20,50-54,Man,0,24
2020-05-20,55-59,Man,-1,71
2020-05-20,60-64,Man,-2,104
2020-05-20,65-69,Man,-1,206
2020-05-20,70-74,Man,-4,365
2020-05-20,75-79,Man,-1,634
2020-05-20,80-84,Man,-3,707
2020-05-20,85-89,Man,-1,671
2020-05-20,90-94,Man,-1,302
2020-05-20,95+,Man,0,73
2020-05-08,0-4,Vrouw,0,0
2020-05-08,5-9,Vrouw,0,0
2020-05-08,10-14,Vrouw,0,0
2020-05-08,15-19,Vrouw,0,0
2020-05-08,20-24,Vrouw,0,0
2020-05-08,25-29,Vrouw,0,0
2020-05-08,30-34,Vrouw,0,1
2020-05-08,35-39,Vrouw,-1,1
2020-05-08,40-44,Vrouw,0,0
2020-05-08,45-49,Vrouw,-2,12
2020-05-08,50-54,Vrouw,0,18
2020-05-08,55-59,Vrouw,-2,21
2020-05-08,60-64,Vrouw,-4,46
2020-05-08,65-69,Vrouw,-3,107
2020-05-08,70-74,Vrouw,-13,220
2020-05-08,75-79,Vrouw,-18,311
2020-05-08,80-84,Vrouw,-38,460
2020-05-08,85-89,Vrouw,-59,553
2020-05-08,90-94,Vrouw,-47,417
2020-05-08,95+,Vrouw,-25,188
2020-05-08,0-4,Man,0,0
2020-05-08,5-9,Man,0,0
2020-05-08,10-14,Man,0,0
2020-05-08,15-19,Man,0,1
2020-05-08,20-24,Man,0,0
2020-05-08,25-29,Man,0,3
2020-05-08,30-34,Man,0,2
2020-05-08,35-39,Man,0,5
2020-05-08,40-44,Man,0,5
2020-05-08,45-49,Man,-1,7
2020-05-08,50-54,Man,-5,19
2020-05-08,55-59,Man,-6,65
2020-05-08,60-64,Man,-5,99
2020-05-08,65-69,Man,-13,193
2020-05-08,70-74,Man,-23,342
2020-05-08,75-79,Man,-17,617
2020-05-08,80-84,Man,-37,670
2020-05-08,85-89,Man,-43,628
2020-05-08,90-94,Man,-27,275
2020-05-08,95+,Man,-5,68
2020-05-22,0-4,Vrouw,0,0
2020-05-22,5-9,Vrouw,0,0
2020-05-22,10-14,Vrouw,0,0
2020-05-22,15-19,Vrouw,0,0
2020-05-22,20-24,Vrouw,0,0
2020-05-22,25-29,Vrouw,0,0
2020-05-22,30-34,Vrouw,0,1
2020-05-22,35-39,Vrouw,1,2
2020-05-22,40-44,Vrouw,0,0
2020-05-22,45-49,Vrouw,2,14
2020-05-22,50-54,Vrouw,1,19
2020-05-22,55-59,Vrouw,2,23
2020-05-22,60-64,Vrouw,4,50
2020-05-22,65-69,Vrouw,3,110
2020-05-22,70-74,Vrouw,13,233
2020-05-22,75-79,Vrouw,21,332
2020-05-22,80-84,Vrouw,40,500
2020-05-22,85-89,Vrouw,63,616
2020-05-22,90-94,Vrouw,54,471
2020-05-22,95+,Vrouw,26,214
2020-05-22,0-4,Man,0,0
2020-05-22,5-9,Man,0,0
2020-05-22,10-14,Man,0,0
2020-05-22,15-19,Man,0,1
2020-05-22,20-24,Man,0,0
2020-05-22,25-29,Man,0,3
2020-05-22,30-34,Man,0,2
2020-05-22,35-39,Man,0,5
2020-05-22,40-44,Man,0,5
2020-05-22,45-49,Man,1,8
2020-05-22,50-54,Man,5,24
2020-05-22,55-59,Man,7,72
2020-05-22,60-64,Man,8,107
2020-05-22,65-69,Man,14,207
2020-05-22,70-74,Man,29,371
2020-05-22,75-79,Man,20,637
2020-05-22,80-84,Man,41,711
2020-05-22,85-89,Man,45,673
2020-05-22,90-94,Man,29,304
2020-05-22,95+,Man,5,73
2020-05-23,0-4,Vrouw,0,0
2020-05-23,5-9,Vrouw,0,0
2020-05-23,10-14,Vrouw,0,0
2020-05-23,15-19,Vrouw,0,0
2020-05-23,20-24,Vrouw,0,0
2020-05-23,25-29,Vrouw,0,0
2020-05-23,30-34,Vrouw,0,1
2020-05-23,35-39,Vrouw,0,2
2020-05-23,40-44,Vrouw,0,0
2020-05-23,45-49,Vrouw,0,14
2020-05-23,50-54,Vrouw,0,19
2020-05-23,55-59,Vrouw,0,23
2020-05-23,60-64,Vrouw,0,50
2020-05-23,65-69,Vrouw,0,110
2020-05-23,70-74,Vrouw,1,234
2020-05-23,75-79,Vrouw,0,332
2020-05-23,80-84,Vrouw,2,502
2020-05-23,85-89,Vrouw,3,619
2020-05-23,90-94,Vrouw,2,473
2020-05-23,95+,Vrouw,1,215
2020-05-23,0-4,Man,0,0
2020-05-23,5-9,Man,0,0
2020-05-23,10-14,Man,0,0
2020-05-23,15-19,Man,0,1
2020-05-23,20-24,Man,0,0
2020-05-23,25-29,Man,0,3
2020-05-23,30-34,Man,0,2
2020-05-23,35-39,Man,0,5
2020-05-23,40-44,Man,0,5
2020-05-23,45-49,Man,1,9
2020-05-23,50-54,Man,1,25
2020-05-23,55-59,Man,0,72
2020-05-23,60-64,Man,0,107
2020-05-23,65-69,Man,1,208
2020-05-23,70-74,Man,0,371
2020-05-23,75-79,Man,2,639
2020-05-23,80-84,Man,2,713
2020-05-23,85-89,Man,6,679
2020-05-23,90-94,Man,1,305
2020-05-23,95+,Man,0,73
2020-05-27,0-4,Vrouw,0,0
2020-05-27,5-9,Vrouw,0,0
2020-05-27,10-14,Vrouw,0,0
2020-05-27,15-19,Vrouw,0,0
2020-05-27,20-24,Vrouw,0,0
2020-05-27,25-29,Vrouw,0,0
2020-05-27,30-34,Vrouw,0,1
2020-05-27,35-39,Vrouw,0,2
2020-05-27,40-44,Vrouw,0,0
2020-05-27,45-49,Vrouw,0,14
2020-05-27,50-54,Vrouw,0,19
2020-05-27,55-59,Vrouw,1,24
2020-05-27,60-64,Vrouw,0,50
2020-05-27,65-69,Vrouw,1,111
2020-05-27,70-74,Vrouw,2,236
2020-05-27,75-79,Vrouw,4,336
2020-05-27,80-84,Vrouw,4,506
2020-05-27,85-89,Vrouw,8,627
2020-05-27,90-94,Vrouw,9,482
2020-05-27,95+,Vrouw,2,217
2020-05-27,0-4,Man,0,0
2020-05-27,5-9,Man,0,0
2020-05-27,10-14,Man,0,0
2020-05-27,15-19,Man,0,1
2020-05-27,20-24,Man,0,0
2020-05-27,25-29,Man,0,3
2020-05-27,30-34,Man,0,2
2020-05-27,35-39,Man,0,5
2020-05-27,40-44,Man,0,5
2020-05-27,45-49,Man,0,9
2020-05-27,50-54,Man,0,25
2020-05-27,55-59,Man,1,73
2020-05-27,60-64,Man,1,108
2020-05-27,65-69,Man,3,211
2020-05-27,70-74,Man,3,374
2020-05-27,75-79,Man,6,645
2020-05-27,80-84,Man,8,721
2020-05-27,85-89,Man,6,685
2020-05-27,90-94,Man,1,306
2020-05-27,95+,Man,0,73
2020-05-26,0-4,Vrouw,0,0
2020-05-26,5-9,Vrouw,0,0
2020-05-26,10-14,Vrouw,0,0
2020-05-26,15-19,Vrouw,0,0
2020-05-26,20-24,Vrouw,0,0
2020-05-26,25-29,Vrouw,0,0
2020-05-26,30-34,Vrouw,0,1
2020-05-26,35-39,Vrouw,0,2
2020-05-26,40-44,Vrouw,0,0
2020-05-26,45-49,Vrouw,0,14
2020-05-26,50-54,Vrouw,0,19
2020-05-26,55-59,Vrouw,0,24
2020-05-26,60-64,Vrouw,0,50
2020-05-26,65-69,Vrouw,0,111
2020-05-26,70-74,Vrouw,-1,235
2020-05-26,75-79,Vrouw,-1,335
2020-05-26,80-84,Vrouw,0,506
2020-05-26,85-89,Vrouw,-4,623
2020-05-26,90-94,Vrouw,-2,480
2020-05-26,95+,Vrouw,-1,216
2020-05-26,0-4,Man,0,0
2020-05-26,5-9,Man,0,0
2020-05-26,10-14,Man,0,0
2020-05-26,15-19,Man,0,1
2020-05-26,20-24,Man,0,0
2020-05-26,25-29,Man,0,3
2020-05-26,30-34,Man,0,2
2020-05-26,35-39,Man,0,5
2020-05-26,40-44,Man,0,5
2020-05-26,45-49,Man,0,9
2020-05-26,50-54,Man,0,25
2020-05-26,55-59,Man,0,73
2020-05-26,60-64,Man,0,108
2020-05-26,65-69,Man,-1,210
2020-05-26,70-74,Man,-1,373
2020-05-26,75-79,Man,-2,643
2020-05-26,80-84,Man,-1,720
2020-05-26,85-89,Man,-1,684
2020-05-26,90-94,Man,0,306
2020-05-26,95+,Man,0,73
2020-05-30,0-4,Vrouw,0,0
2020-05-30,5-9,Vrouw,0,0
2020-05-30,10-14,Vrouw,0,0
2020-05-30,15-19,Vrouw,0,0
2020-05-30,20-24,Vrouw,0,0
2020-05-30,25-29,Vrouw,0,0
2020-05-30,30-34,Vrouw,0,1
2020-05-30,35-39,Vrouw,0,2
2020-05-30,40-44,Vrouw,0,0
2020-05-30,45-49,Vrouw,0,14
2020-05-30,50-54,Vrouw,0,19
2020-05-30,55-59,Vrouw,0,24
2020-05-30,60-64,Vrouw,1,51
2020-05-30,65-69,Vrouw,1,112
2020-05-30,70-74,Vrouw,4,239
2020-05-30,75-79,Vrouw,3,338
2020-05-30,80-84,Vrouw,6,512
2020-05-30,85-89,Vrouw,23,646
2020-05-30,90-94,Vrouw,11,491
2020-05-30,95+,Vrouw,6,222
2020-05-30,0-4,Man,0,0
2020-05-30,5-9,Man,0,0
2020-05-30,10-14,Man,0,0
2020-05-30,15-19,Man,0,1
2020-05-30,20-24,Man,0,0
2020-05-30,25-29,Man,0,3
2020-05-30,30-34,Man,0,2
2020-05-30,35-39,Man,0,5
2020-05-30,40-44,Man,0,5
2020-05-30,45-49,Man,0,9
2020-05-30,50-54,Man,1,26
2020-05-30,55-59,Man,0,73
2020-05-30,60-64,Man,2,110
2020-05-30,65-69,Man,4,214
2020-05-30,70-74,Man,5,378
2020-05-30,75-79,Man,5,648
2020-05-30,80-84,Man,7,727
2020-05-30,85-89,Man,12,696
2020-05-30,90-94,Man,4,310
2020-05-30,95+,Man,0,73
2020-05-24,0-4,Vrouw,0,0
2020-05-24,5-9,Vrouw,0,0
2020-05-24,10-14,Vrouw,0,0
2020-05-24,15-19,Vrouw,0,0
2020-05-24,20-24,Vrouw,0,0
2020-05-24,25-29,Vrouw,0,0
2020-05-24,30-34,Vrouw,0,1
2020-05-24,35-39,Vrouw,0,2
2020-05-24,40-44,Vrouw,0,0
2020-05-24,45-49,Vrouw,0,14
2020-05-24,50-54,Vrouw,0,19
2020-05-24,55-59,Vrouw,0,24
2020-05-24,60-64,Vrouw,-1,50
2020-05-24,65-69,Vrouw,-1,111
2020-05-24,70-74,Vrouw,-4,235
2020-05-24,75-79,Vrouw,-5,333
2020-05-24,80-84,Vrouw,-9,503
2020-05-24,85-89,Vrouw,-27,619
2020-05-24,90-94,Vrouw,-16,475
2020-05-24,95+,Vrouw,-7,215
2020-05-24,0-4,Man,0,0
2020-05-24,5-9,Man,0,0
2020-05-24,10-14,Man,0,0
2020-05-24,15-19,Man,0,1
2020-05-24,20-24,Man,0,0
2020-05-24,25-29,Man,0,3
2020-05-24,30-34,Man,0,2
2020-05-24,35-39,Man,0,5
2020-05-24,40-44,Man,0,5
2020-05-24,45-49,Man,0,9
2020-05-24,50-54,Man,-1,25
2020-05-24,55-59,Man,-1,72
2020-05-24,60-64,Man,-2,108
2020-05-24,65-69,Man,-6,208
2020-05-24,70-74,Man,-7,371
2020-05-24,75-79,Man,-8,640
2020-05-24,80-84,Man,-13,714
2020-05-24,85-89,Man,-16,680
2020-05-24,90-94,Man,-5,305
2020-05-24,95+,Man,0,73
2020-05-18,0-4,Vrouw,0,0
2020-05-18,5-9,Vrouw,0,0
2020-05-18,10-14,Vrouw,0,0
2020-05-18,15-19,Vrouw,0,0
2020-05-18,20-24,Vrouw,0,0
2020-05-18,25-29,Vrouw,0,0
2020-05-18,30-34,Vrouw,0,1
2020-05-18,35-39,Vrouw,0,2
2020-05-18,40-44,Vrouw,0,0
2020-05-18,45-49,Vrouw,0,14
2020-05-18,50-54,Vrouw,-1,18
2020-05-18,55-59,Vrouw,-1,23
2020-05-18,60-64,Vrouw,-1,49
2020-05-18,65-69,Vrouw,-2,109
2020-05-18,70-74,Vrouw,-4,231
2020-05-18,75-79,Vrouw,-5,328
2020-05-18,80-84,Vrouw,-12,491
2020-05-18,85-89,Vrouw,-16,603
2020-05-18,90-94,Vrouw,-16,459
2020-05-18,95+,Vrouw,-9,206
2020-05-18,0-4,Man,0,0
2020-05-18,5-9,Man,0,0
2020-05-18,10-14,Man,0,0
2020-05-18,15-19,Man,0,1
2020-05-18,20-24,Man,0,0
2020-05-18,25-29,Man,0,3
2020-05-18,30-34,Man,0,2
2020-05-18,35-39,Man,0,5
2020-05-18,40-44,Man,0,5
2020-05-18,45-49,Man,-1,8
2020-05-18,50-54,Man,-1,24
2020-05-18,55-59,Man,-1,71
2020-05-18,60-64,Man,-5,103
2020-05-18,65-69,Man,-2,206
2020-05-18,70-74,Man,-8,363
2020-05-18,75-79,Man,-9,631
2020-05-18,80-84,Man,-12,702
2020-05-18,85-89,Man,-13,667
2020-05-18,90-94,Man,-8,297
2020-05-18,95+,Man,-1,72
2020-05-19,0-4,Vrouw,0,0
2020-05-19,5-9,Vrouw,0,0
2020-05-19,10-14,Vrouw,0,0
2020-05-19,15-19,Vrouw,0,0
2020-05-19,20-24,Vrouw,0,0
2020-05-19,25-29,Vrouw,0,0
2020-05-19,30-34,Vrouw,0,1
2020-05-19,35-39,Vrouw,0,2
2020-05-19,40-44,Vrouw,0,0
2020-05-19,45-49,Vrouw,0,14
2020-05-19,50-54,Vrouw,0,18
2020-05-19,55-59,Vrouw,0,23
2020-05-19,60-64,Vrouw,1,50
2020-05-19,65-69,Vrouw,0,109
2020-05-19,70-74,Vrouw,1,232
2020-05-19,75-79,Vrouw,1,329
2020-05-19,80-84,Vrouw,2,493
2020-05-19,85-89,Vrouw,4,607
2020-05-19,90-94,Vrouw,1,460
2020-05-19,95+,Vrouw,4,210
2020-05-19,0-4,Man,0,0
2020-05-19,5-9,Man,0,0
2020-05-19,10-14,Man,0,0
2020-05-19,15-19,Man,0,1
2020-05-19,20-24,Man,0,0
2020-05-19,25-29,Man,0,3
2020-05-19,30-34,Man,0,2
2020-05-19,35-39,Man,0,5
2020-05-19,40-44,Man,0,5
2020-05-19,45-49,Man,0,8
2020-05-19,50-54,Man,0,24
2020-05-19,55-59,Man,0,71
2020-05-19,60-64,Man,1,104
2020-05-19,65-69,Man,0,206
2020-05-19,70-74,Man,1,364
2020-05-19,75-79,Man,3,634
2020-05-19,80-84,Man,1,703
2020-05-19,85-89,Man,0,667
2020-05-19,90-94,Man,1,298
2020-05-19,95+,Man,0,72
2020-05-25,0-4,Vrouw,0,0
2020-05-25,5-9,Vrouw,0,0
2020-05-25,10-14,Vrouw,0,0
2020-05-25,15-19,Vrouw,0,0
2020-05-25,20-24,Vrouw,0,0
2020-05-25,25-29,Vrouw,0,0
2020-05-25,30-34,Vrouw,0,1
2020-05-25,35-39,Vrouw,0,2
2020-05-25,40-44,Vrouw,0,0
2020-05-25,45-49,Vrouw,0,14
2020-05-25,50-54,Vrouw,1,19
2020-05-25,55-59,Vrouw,1,24
2020-05-25,60-64,Vrouw,0,50
2020-05-25,65-69,Vrouw,2,111
2020-05-25,70-74,Vrouw,3,235
2020-05-25,75-79,Vrouw,4,333
2020-05-25,80-84,Vrouw,10,503
2020-05-25,85-89,Vrouw,13,620
2020-05-25,90-94,Vrouw,17,477
2020-05-25,95+,Vrouw,5,215
2020-05-25,0-4,Man,0,0
2020-05-25,5-9,Man,0,0
2020-05-25,10-14,Man,0,0
2020-05-25,15-19,Man,0,1
2020-05-25,20-24,Man,0,0
2020-05-25,25-29,Man,0,3
2020-05-25,30-34,Man,0,2
2020-05-25,35-39,Man,0,5
2020-05-25,40-44,Man,0,5
2020-05-25,45-49,Man,1,9
2020-05-25,50-54,Man,1,25
2020-05-25,55-59,Man,1,72
2020-05-25,60-64,Man,4,108
2020-05-25,65-69,Man,3,209
2020-05-25,70-74,Man,7,371
2020-05-25,75-79,Man,7,641
2020-05-25,80-84,Man,13,716
2020-05-25,85-89,Man,14,681
2020-05-25,90-94,Man,7,305
2020-05-25,95+,Man,1,73
2020-05-31,0-4,Vrouw,0,0
2020-05-31,5-9,Vrouw,0,0
2020-05-31,10-14,Vrouw,0,0
2020-05-31,15-19,Vrouw,0,0
2020-05-31,20-24,Vrouw,0,0
2020-05-31,25-29,Vrouw,0,0
2020-05-31,30-34,Vrouw,0,1
2020-05-31,35-39,Vrouw,0,2
2020-05-31,40-44,Vrouw,0,0
2020-05-31,45-49,Vrouw,0,14
2020-05-31,50-54,Vrouw,0,19
2020-05-31,55-59,Vrouw,0,24
2020-05-31,60-64,Vrouw,1,51
2020-05-31,65-69,Vrouw,1,112
2020-05-31,70-74,Vrouw,4,239
2020-05-31,75-79,Vrouw,5,338
2020-05-31,80-84,Vrouw,10,513
2020-05-31,85-89,Vrouw,26,646
2020-05-31,90-94,Vrouw,14,491
2020-05-31,95+,Vrouw,7,222
2020-05-31,0-4,Man,0,0
2020-05-31,5-9,Man,0,0
2020-05-31,10-14,Man,0,0
2020-05-31,15-19,Man,0,1
2020-05-31,20-24,Man,0,0
2020-05-31,25-29,Man,0,3
2020-05-31,30-34,Man,1,3
2020-05-31,35-39,Man,0,5
2020-05-31,40-44,Man,0,5
2020-05-31,45-49,Man,0,9
2020-05-31,50-54,Man,1,26
2020-05-31,55-59,Man,1,73
2020-05-31,60-64,Man,2,110
2020-05-31,65-69,Man,5,214
2020-05-31,70-74,Man,7,378
2020-05-31,75-79,Man,8,649
2020-05-31,80-84,Man,12,728
2020-05-31,85-89,Man,15,696
2020-05-31,90-94,Man,5,310
2020-05-31,95+,Man,1,74
2020-04-16,0-4,Vrouw,0,0
2020-04-16,5-9,Vrouw,0,0
2020-04-16,10-14,Vrouw,0,0
2020-04-16,15-19,Vrouw,0,0
2020-04-16,20-24,Vrouw,0,0
2020-04-16,25-29,Vrouw,0,0
2020-04-16,30-34,Vrouw,0,1
2020-04-16,35-39,Vrouw,-1,1
2020-04-16,40-44,Vrouw,0,0
2020-04-16,45-49,Vrouw,-9,5
2020-04-16,50-54,Vrouw,-7,12
2020-04-16,55-59,Vrouw,-9,15
2020-04-16,60-64,Vrouw,-21,30
2020-04-16,65-69,Vrouw,-47,65
2020-04-16,70-74,Vrouw,-108,131
2020-04-16,75-79,Vrouw,-142,196
2020-04-16,80-84,Vrouw,-232,281
2020-04-16,85-89,Vrouw,-351,295
2020-04-16,90-94,Vrouw,-271,220
2020-04-16,95+,Vrouw,-138,84
2020-04-16,0-4,Man,0,0
2020-04-16,5-9,Man,0,0
2020-04-16,10-14,Man,0,0
2020-04-16,15-19,Man,-1,0
2020-04-16,20-24,Man,0,0
2020-04-16,25-29,Man,0,3
2020-04-16,30-34,Man,-2,1
2020-04-16,35-39,Man,-2,3
2020-04-16,40-44,Man,-2,3
2020-04-16,45-49,Man,-6,3
2020-04-16,50-54,Man,-8,18
2020-04-16,55-59,Man,-35,38
2020-04-16,60-64,Man,-44,66
2020-04-16,65-69,Man,-76,138
2020-04-16,70-74,Man,-142,236
2020-04-16,75-79,Man,-216,433
2020-04-16,80-84,Man,-278,450
2020-04-16,85-89,Man,-286,410
2020-04-16,90-94,Man,-164,146
2020-04-16,95+,Man,-44,30
2020-06-07,0-4,Vrouw,0,0
