Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-23,0-4,Vrouw,0,0
2020-05-23,0-4,Man,0,0
2020-05-23,10-14,Vrouw,0,0
2020-05-23,10-14,Man,0,0
2020-05-23,15-19,Vrouw,0,0
2020-05-23,15-19,Man,0,1
2020-05-23,20-24,Vrouw,0,0
2020-05-23,20-24,Man,0,0
2020-05-23,25-29,Vrouw,0,0
2020-05-23,25-29,Man,0,3
2020-05-23,30-34,Vrouw,0,1
2020-05-23,30-34,Man,0,2
2020-05-23,35-39,Vrouw,0,2
2020-05-23,35-39,Man,0,5
2020-05-23,40-44,Vrouw,0,0
2020-05-23,40-44,Man,0,5
2020-05-23,45-49,Vrouw,0,14
2020-05-23,45-49,Man,1,9
2020-05-23,5-9,Vrouw,0,0
2020-05-23,5-9,Man,0,0
2020-05-23,50-54,Vrouw,0,19
2020-05-23,50-54,Man,1,25
2020-05-23,55-59,Vrouw,0,23
2020-05-23,55-59,Man,0,72
2020-05-23,60-64,Vrouw,0,50
2020-05-23,60-64,Man,0,107
2020-05-23,65-69,Vrouw,0,110
2020-05-23,65-69,Man,1,208
2020-05-23,70-74,Vrouw,1,234
2020-05-23,70-74,Man,0,371
2020-05-23,75-79,Vrouw,0,332
2020-05-23,75-79,Man,2,639
2020-05-23,80-84,Vrouw,2,502
2020-05-23,80-84,Man,2,713
2020-05-23,85-89,Vrouw,3,619
2020-05-23,85-89,Man,6,679
2020-05-23,90-94,Vrouw,2,473
2020-05-23,90-94,Man,1,305
2020-05-23,95+,Vrouw,1,215
2020-05-23,95+,Man,0,73
